
BA    1   CR         0   TR  0   CH 16   Tempo 160
BA    1   CR         0   TR  0   CH 16   Text type 3: "Survival From the Force"
BA    1   CR         0   TR  0   CH 16   Time signature 4/4, clocks/mtick 5, crotchets/32ndnote 184
BA    1   CR         0   TR  0   CH 16   End of track
BA    1   CR         0   TR  1   CH 16   Text type 3: "Synth Lead"
BA   85   CR       1/4   TR  8   CH 10   NT  C--           1/4   voff=80
BA   85   CR       1/2   TR  7   CH  7   NT  G#---         1/2   voff=80
BA   85   CR       1/2   TR  8   CH 10   NT  C--           1/4   voff=80
BA   85   CR       3/4   TR  8   CH 10   NT  C--           1/4   voff=80
BA   85   CR         1   TR  7   CH  7   NT  G#---         1/2   voff=80
BA   85   CR         1   TR  8   CH 10   NT  Bb--          1/4   voff=80
BA   85   CR         1   TR  8   CH 10   NT  C--           1/4   voff=80
BA   85   CR         1   TR  8   CH 10   NT  D--           1/4   voff=80
BA   85   CR     1+1/4   TR  8   CH 10   NT  C--           1/4   voff=80
BA   85   CR     1+1/2   TR  7   CH  7   NT  G#---         1/2   voff=80
BA   85   CR     1+1/2   TR  8   CH 10   NT  C--           1/4   voff=80
BA   85   CR     1+3/4   TR  8   CH 10   NT  C--           1/4   voff=80
BA   85   CR         2   TR  4   CH  3   NT  Eb'           3/8   voff=80
BA   85   CR         2   TR  4   CH  3   NT  C'            3/8   voff=80
BA   85   CR         2   TR  7   CH  7   NT  G#---         1/2   voff=80
BA   85   CR         2   TR  8   CH 10   NT  Bb--          1/4   voff=80
BA   85   CR         2   TR  8   CH 10   NT  C--           1/4   voff=80
BA   85   CR    2+1/24   TR  5   CH  2   NT  C-            1/8   voff=80
BA   85   CR    2+1/12   TR  5   CH  2   NT  B--           1/8   voff=80
BA   85   CR     2+1/8   TR  5   CH  2   NT  A--           1/8   voff=80
BA   85   CR     2+1/6   TR  5   CH  2   NT  G--           1/8   voff=80
BA   85   CR    2+5/24   TR  5   CH  2   NT  F--           1/8   voff=80
BA   85   CR     2+1/4   TR  5   CH  2   NT  E--           1/8   voff=80
BA   85   CR     2+1/4   TR  8   CH 10   NT  C--           1/4   voff=80
BA   85   CR     2+1/2   TR  4   CH  3   NT  D'            3/8   voff=80
BA   85   CR     2+1/2   TR  4   CH  3   NT  C'            3/8   voff=80
BA   85   CR     2+1/2   TR  7   CH  7   NT  G#---         1/2   voff=80
BA   85   CR     2+1/2   TR  8   CH 10   NT  C--           1/4   voff=80
BA   85   CR     2+3/4   TR  5   CH  2   NT  E--           1/8   voff=80
BA   85   CR     2+3/4   TR  8   CH 10   NT  C--           1/4   voff=80
BA   85   CR   2+19/24   TR  5   CH  2   NT  F--           1/8   voff=80
BA   85   CR     2+5/6   TR  5   CH  2   NT  G--           1/8   voff=80
BA   85   CR     2+7/8   TR  5   CH  2   NT  A--           1/8   voff=80
BA   85   CR   2+11/12   TR  5   CH  2   NT  B--           1/8   voff=80
BA   85   CR   2+23/24   TR  5   CH  2   NT  C-            1/8   voff=80
BA   85   CR         3   TR  4   CH  3   NT  Eb'           3/8   voff=80
BA   85   CR         3   TR  4   CH  3   NT  C'            3/8   voff=80
BA   85   CR         3   TR  5   CH  2   NT  D-            1/8   voff=80
BA   85   CR         3   TR  7   CH  7   NT  G#---         1/2   voff=80
BA   85   CR         3   TR  8   CH 10   NT  Bb--          1/4   voff=80
BA   85   CR         3   TR  8   CH 10   NT  C--           1/4   voff=80
BA   85   CR         3   TR  8   CH 10   NT  D--           1/4   voff=80
BA   85   CR    3+1/24   TR  5   CH  2   NT  E-            1/8   voff=80
BA   85   CR    3+1/12   TR  5   CH  2   NT  F-            1/8   voff=80
BA   85   CR     3+1/8   TR  5   CH  2   NT  G-            1/8   voff=80
BA   85   CR     3+1/6   TR  5   CH  2   NT  A-            1/8   voff=80
BA   85   CR    3+5/24   TR  5   CH  2   NT  B-            1/8   voff=80
BA   85   CR     3+1/4   TR  5   CH  2   NT  C             1/8   voff=80
BA   85   CR     3+1/4   TR  8   CH 10   NT  C--           1/4   voff=80
BA   85   CR    3+7/24   TR  5   CH  2   NT  D             1/8   voff=80
BA   85   CR     3+1/3   TR  5   CH  2   NT  E             1/8   voff=80
BA   85   CR     3+3/8   TR  5   CH  2   NT  F             1/8   voff=80
BA   85   CR    3+5/12   TR  5   CH  2   NT  G             1/8   voff=80
BA   85   CR   3+11/24   TR  5   CH  2   NT  A             1/8   voff=80
BA   85   CR     3+1/2   TR  1   CH  1   NT  C'              2   voff=80
BA   85   CR     3+1/2   TR  1   CH  1   NT  C               2   voff=80
BA   85   CR     3+1/2   TR  4   CH  3   NT  F'            3/8   voff=80
BA   85   CR     3+1/2   TR  4   CH  3   NT  C'            3/8   voff=80
BA   85   CR     3+1/2   TR  4   CH  3   NT  G             3/8   voff=80
BA   85   CR     3+1/2   TR  5   CH  2   NT  B             1/8   voff=80
BA   85   CR     3+1/2   TR  6   CH  6   NT  C'              2   voff=80
BA   85   CR     3+1/2   TR  6   CH  6   NT  C'              2   voff=80
BA   85   CR     3+1/2   TR  7   CH  7   NT  G---            1   voff=80
BA   85   CR     3+1/2   TR  8   CH 10   NT  C--           1/4   voff=80
BA   85   CR   3+13/24   TR  5   CH  2   NT  C'          1+7/8   voff=80
BA   85   CR   3+13/24   TR  5   CH  2   NT  G           1+7/8   voff=80
BA   85   CR   3+13/24   TR  5   CH  2   NT  D           1+7/8   voff=80
BA   85   CR     3+3/4   TR  2   CH  8   NT  C'              2   voff=80
BA   85   CR     3+3/4   TR  2   CH  8   NT  C               2   voff=80
BA   85   CR     3+3/4   TR  8   CH 10   NT  C--           1/4   voff=80

BA   86   CR         0   TR  3   CH  4   NT  D'              4   voff=80
BA   86   CR         0   TR  8   CH 10   NT  Bb--          1/4   voff=80
BA   86   CR         0   TR  8   CH 10   NT  C--           1/4   voff=80
BA   86   CR       1/4   TR  8   CH 10   NT  C--           1/4   voff=80
BA   86   CR       1/2   TR  7   CH  7   NT  G---          1/2   voff=80
BA   86   CR       1/2   TR  8   CH 10   NT  C--           1/4   voff=80
BA   86   CR       3/4   TR  8   CH 10   NT  C--           1/4   voff=80
BA   86   CR         1   TR  7   CH  7   NT  G--           1/2   voff=80
BA   86   CR         1   TR  8   CH 10   NT  Bb--          1/4   voff=80
BA   86   CR         1   TR  8   CH 10   NT  C--           1/4   voff=80
BA   86   CR         1   TR  8   CH 10   NT  D--           1/4   voff=80
BA   86   CR     1+1/4   TR  8   CH 10   NT  C--           1/4   voff=80
BA   86   CR     1+1/2   TR  1   CH  1   NT  B           2+1/4   voff=80
BA   86   CR     1+1/2   TR  1   CH  1   NT  B-          2+1/4   voff=80
BA   86   CR     1+1/2   TR  4   CH  3   NT  F'            3/8   von=95   voff=80
BA   86   CR     1+1/2   TR  4   CH  3   NT  C'            3/8   voff=80
BA   86   CR     1+1/2   TR  4   CH  3   NT  G             3/8   voff=80
BA   86   CR     1+1/2   TR  6   CH  6   NT  B           2+1/2   voff=80
BA   86   CR     1+1/2   TR  6   CH  6   NT  B           2+1/2   voff=80
BA   86   CR     1+1/2   TR  7   CH  7   NT  G---          1/2   voff=80
BA   86   CR     1+1/2   TR  8   CH 10   NT  C--           1/4   voff=80
BA   86   CR   1+13/24   TR  5   CH  2   NT  B             7/8   voff=80
BA   86   CR   1+13/24   TR  5   CH  2   NT  G             7/8   voff=80
BA   86   CR   1+13/24   TR  5   CH  2   NT  D             7/8   voff=80
BA   86   CR     1+3/4   TR  2   CH  8   NT  B           2+1/4   voff=80
BA   86   CR     1+3/4   TR  2   CH  8   NT  B-          2+1/4   voff=80
BA   86   CR     1+3/4   TR  8   CH 10   NT  C--           1/4   voff=80
BA   86   CR         2   TR  7   CH  7   NT  G---          1/2   voff=80
BA   86   CR         2   TR  8   CH 10   NT  Bb--          1/4   voff=80
BA   86   CR         2   TR  8   CH 10   NT  C--           1/4   voff=80
BA   86   CR     2+1/4   TR  8   CH 10   NT  C--           1/4   voff=80
BA   86   CR     2+1/2   TR  7   CH  7   NT  G---          1/2   voff=80
BA   86   CR     2+1/2   TR  8   CH 10   NT  C--           1/4   voff=80
BA   86   CR   2+13/24   TR  5   CH  2   NT  A             1/8   voff=80
BA   86   CR    2+7/12   TR  5   CH  2   NT  G             1/8   voff=80
BA   86   CR     2+5/8   TR  5   CH  2   NT  F             1/8   voff=80
BA   86   CR     2+2/3   TR  5   CH  2   NT  E             1/8   voff=80
BA   86   CR   2+17/24   TR  5   CH  2   NT  D             1/8   voff=80
BA   86   CR     2+3/4   TR  5   CH  2   NT  C             1/8   voff=80
BA   86   CR     2+3/4   TR  8   CH 10   NT  C--           1/4   voff=80
BA   86   CR   2+19/24   TR  5   CH  2   NT  B-            1/8   voff=80
BA   86   CR     2+5/6   TR  5   CH  2   NT  A-            1/8   voff=80
BA   86   CR     2+7/8   TR  5   CH  2   NT  G-            1/8   voff=80
BA   86   CR   2+11/12   TR  5   CH  2   NT  F-            1/8   voff=80
BA   86   CR   2+23/24   TR  5   CH  2   NT  E-            1/8   voff=80
BA   86   CR         3   TR  5   CH  2   NT  D-            1/8   voff=80
BA   86   CR         3   TR  7   CH  7   NT  G--           1/2   voff=80
BA   86   CR         3   TR  8   CH 10   NT  Bb--          1/4   voff=80
BA   86   CR         3   TR  8   CH 10   NT  C--           1/4   voff=80
BA   86   CR         3   TR  8   CH 10   NT  D--           1/4   voff=80
BA   86   CR    3+1/24   TR  5   CH  2   NT  C-            1/8   voff=80
BA   86   CR    3+1/12   TR  5   CH  2   NT  B--           1/8   voff=80
BA   86   CR     3+1/8   TR  5   CH  2   NT  A--           1/8   voff=80
BA   86   CR     3+1/6   TR  5   CH  2   NT  G--           1/8   voff=80
BA   86   CR    3+5/24   TR  5   CH  2   NT  F--           1/8   voff=80
BA   86   CR     3+1/4   TR  5   CH  2   NT  E--           1/8   voff=80
BA   86   CR     3+1/4   TR  8   CH 10   NT  C--           1/4   voff=80
BA   86   CR     3+1/2   TR  7   CH  7   NT  G---          1/2   voff=80
BA   86   CR     3+1/2   TR  8   CH 10   NT  C--           1/4   voff=80
BA   86   CR     3+3/4   TR  8   CH 10   NT  C--           1/4   voff=80
BA   86   CR   3+23/24   TR  5   CH  2   NT  C'        1+11/12   voff=80
BA   86   CR   3+23/24   TR  5   CH  2   NT  G         1+11/12   voff=80
BA   86   CR   3+23/24   TR  5   CH  2   NT  C-              2   voff=80

BA   87   CR         0   TR  3   CH  4   NT  C''             2   voff=80
BA   87   CR         0   TR  4   CH  3   NT  Eb'           3/8   von=111   voff=80
BA   87   CR         0   TR  4   CH  3   NT  C'            3/8   voff=80
BA   87   CR         0   TR  4   CH  3   NT  G             3/8   voff=80
BA   87   CR         0   TR  7   CH  7   NT  C--           1/2   voff=80
BA   87   CR         0   TR  8   CH 10   NT  C#-           1/4   voff=80
BA   87   CR         0   TR  8   CH 10   NT  C--           1/4   voff=80
BA   87   CR       1/4   TR  8   CH 10   NT  C--           1/4   voff=80
BA   87   CR       1/2   TR  7   CH  7   NT  C--           1/2   voff=80
BA   87   CR       1/2   TR  8   CH 10   NT  C--           1/4   voff=80
BA   87   CR       3/4   TR  8   CH 10   NT  C--           1/4   voff=80
BA   87   CR         1   TR  7   CH  7   NT  C--           1/2   voff=80
BA   87   CR         1   TR  8   CH 10   NT  Bb--          1/4   voff=80
BA   87   CR         1   TR  8   CH 10   NT  C--           1/4   voff=80
BA   87   CR         1   TR  8   CH 10   NT  D--           1/4   voff=80
BA   87   CR     1+1/4   TR  8   CH 10   NT  C--           1/4   voff=80
BA   87   CR     1+1/2   TR  7   CH  7   NT  C--           1/2   voff=80
BA   87   CR     1+1/2   TR  8   CH 10   NT  C--           1/4   voff=80
BA   87   CR     1+3/4   TR  8   CH 10   NT  C--           1/4   voff=80
BA   87   CR   1+23/24   TR  5   CH  2   NT  C'            3/8   voff=80
BA   87   CR         2   TR  3   CH  4   NT  G'              2   voff=80
BA   87   CR         2   TR  4   CH  3   NT  Eb'           3/8   voff=80
BA   87   CR         2   TR  4   CH  3   NT  C'            3/8   voff=80
BA   87   CR         2   TR  7   CH  7   NT  C--           1/2   voff=80
BA   87   CR         2   TR  8   CH 10   NT  Bb--          1/4   voff=80
BA   87   CR         2   TR  8   CH 10   NT  C--           1/4   voff=80
BA   87   CR     2+1/4   TR  8   CH 10   NT  C--           1/4   voff=80
BA   87   CR   2+11/24   TR  5   CH  2   NT  Bb            3/8   voff=80
BA   87   CR     2+1/2   TR  4   CH  3   NT  D'            3/8   voff=80
BA   87   CR     2+1/2   TR  4   CH  3   NT  C'            3/8   voff=80
BA   87   CR     2+1/2   TR  7   CH  7   NT  C--           1/2   voff=80
BA   87   CR     2+1/2   TR  8   CH 10   NT  C--           1/4   voff=80
BA   87   CR     2+3/4   TR  8   CH 10   NT  C--           1/4   voff=80
BA   87   CR   2+23/24   TR  5   CH  2   NT  G             3/8   voff=80
BA   87   CR         3   TR  4   CH  3   NT  Eb'           3/8   voff=80
BA   87   CR         3   TR  4   CH  3   NT  C'            3/8   voff=80
BA   87   CR         3   TR  7   CH  7   NT  C--           1/2   voff=80
BA   87   CR         3   TR  8   CH 10   NT  Bb--          1/4   voff=80
BA   87   CR         3   TR  8   CH 10   NT  C--           1/4   voff=80
BA   87   CR         3   TR  8   CH 10   NT  D--           1/4   voff=80
BA   87   CR     3+1/4   TR  8   CH 10   NT  C--           1/4   voff=80
BA   87   CR   3+11/24   TR  5   CH  2   NT  Bb            1/2   voff=80
BA   87   CR   3+11/24   TR  5   CH  2   NT  F             1/2   voff=80
BA   87   CR     3+1/2   TR  4   CH  3   NT  F'            3/8   voff=80
BA   87   CR     3+1/2   TR  4   CH  3   NT  C'            3/8   voff=80
BA   87   CR     3+1/2   TR  4   CH  3   NT  G             3/8   voff=80
BA   87   CR     3+1/2   TR  7   CH  7   NT  C--           1/2   voff=80
BA   87   CR     3+1/2   TR  8   CH 10   NT  C--           1/4   voff=80
BA   87   CR     3+3/4   TR  8   CH 10   NT  C--           1/4   voff=80
BA   87   CR   3+23/24   TR  5   CH  2   NT  A             1/8   voff=80

BA   88   CR         0   TR  3   CH  4   NT  C''             2   voff=80
BA   88   CR         0   TR  5   CH  2   NT  G             1/8   voff=80
BA   88   CR         0   TR  7   CH  7   NT  C--           1/2   voff=80
BA   88   CR         0   TR  8   CH 10   NT  Bb--          1/4   voff=80
BA   88   CR         0   TR  8   CH 10   NT  C--           1/4   voff=80
BA   88   CR      1/24   TR  5   CH  2   NT  F             1/8   voff=80
BA   88   CR      1/12   TR  5   CH  2   NT  E             1/8   voff=80
BA   88   CR       1/8   TR  5   CH  2   NT  D             1/8   voff=80
BA   88   CR       1/6   TR  5   CH  2   NT  C             1/8   voff=80
BA   88   CR      5/24   TR  5   CH  2   NT  B-            1/8   voff=80
BA   88   CR       1/4   TR  5   CH  2   NT  A-            1/8   voff=80
BA   88   CR       1/4   TR  8   CH 10   NT  C--           1/4   voff=80
BA   88   CR      7/24   TR  5   CH  2   NT  G-            1/8   voff=80
BA   88   CR       1/3   TR  5   CH  2   NT  F-            1/8   voff=80
BA   88   CR       3/8   TR  5   CH  2   NT  E-            1/8   voff=80
BA   88   CR      5/12   TR  5   CH  2   NT  D-            1/8   voff=80
BA   88   CR     11/24   TR  5   CH  2   NT  C-            1/8   voff=80
BA   88   CR       1/2   TR  4   CH  3   NT  Eb'           3/8   voff=80
BA   88   CR       1/2   TR  4   CH  3   NT  C'            3/8   voff=80
BA   88   CR       1/2   TR  5   CH  2   NT  B--           1/8   voff=80
BA   88   CR       1/2   TR  7   CH  7   NT  C--           1/2   voff=80
BA   88   CR       1/2   TR  8   CH 10   NT  C--           1/4   voff=80
BA   88   CR     13/24   TR  5   CH  2   NT  A--           1/8   voff=80
BA   88   CR      7/12   TR  5   CH  2   NT  G--           1/8   voff=80
BA   88   CR       5/8   TR  5   CH  2   NT  F--           1/8   voff=80
BA   88   CR       2/3   TR  5   CH  2   NT  E--           1/8   voff=80
BA   88   CR       3/4   TR  8   CH 10   NT  C--           1/4   voff=80
BA   88   CR         1   TR  7   CH  7   NT  C--           1/2   voff=80
BA   88   CR         1   TR  8   CH 10   NT  Bb--          1/4   voff=80
BA   88   CR         1   TR  8   CH 10   NT  C--           1/4   voff=80
BA   88   CR         1   TR  8   CH 10   NT  D--           1/4   voff=80
BA   88   CR     1+1/8   TR  5   CH  2   NT  E--           1/8   voff=80
BA   88   CR     1+1/6   TR  5   CH  2   NT  F--           1/8   voff=80
BA   88   CR    1+5/24   TR  5   CH  2   NT  G--           1/8   voff=80
BA   88   CR     1+1/4   TR  5   CH  2   NT  A--           1/8   voff=80
BA   88   CR     1+1/4   TR  8   CH 10   NT  C--           1/4   voff=80
BA   88   CR    1+7/24   TR  5   CH  2   NT  B--           1/8   voff=80
BA   88   CR     1+1/3   TR  5   CH  2   NT  C-            1/8   voff=80
BA   88   CR     1+3/8   TR  5   CH  2   NT  D-            1/8   voff=80
BA   88   CR    1+5/12   TR  5   CH  2   NT  E-            1/8   voff=80
BA   88   CR   1+11/24   TR  5   CH  2   NT  F-            1/8   voff=80
BA   88   CR     1+1/2   TR  4   CH  3   NT  D'            3/8   voff=80
BA   88   CR     1+1/2   TR  4   CH  3   NT  C'            3/8   voff=80
BA   88   CR     1+1/2   TR  5   CH  2   NT  G-            1/8   voff=80
BA   88   CR     1+1/2   TR  7   CH  7   NT  C--           1/2   voff=80
BA   88   CR     1+1/2   TR  8   CH 10   NT  C--           1/4   voff=80
BA   88   CR   1+13/24   TR  5   CH  2   NT  A-            1/8   voff=80
BA   88   CR    1+7/12   TR  5   CH  2   NT  B-            1/8   voff=80
BA   88   CR     1+5/8   TR  5   CH  2   NT  C             1/8   voff=80
BA   88   CR     1+2/3   TR  5   CH  2   NT  D             1/8   voff=80
BA   88   CR   1+17/24   TR  5   CH  2   NT  E             1/8   voff=80
BA   88   CR     1+3/4   TR  5   CH  2   NT  F             1/8   voff=80
BA   88   CR     1+3/4   TR  8   CH 10   NT  C--           1/4   voff=80
BA   88   CR   1+19/24   TR  5   CH  2   NT  G             1/8   voff=80
BA   88   CR     1+5/6   TR  5   CH  2   NT  A             1/8   voff=80
BA   88   CR     1+7/8   TR  5   CH  2   NT  B             1/8   voff=80
BA   88   CR   1+23/24   TR  5   CH  2   NT  C'              1   voff=80
BA   88   CR   1+23/24   TR  5   CH  2   NT  F           1+1/2   voff=80
BA   88   CR         2   TR  3   CH  4   NT  D''             2   voff=80
BA   88   CR         2   TR  4   CH  3   NT  Eb'           3/8   voff=80
BA   88   CR         2   TR  4   CH  3   NT  C'            3/8   voff=80
BA   88   CR         2   TR  4   CH  3   NT  G             3/8   voff=80
BA   88   CR         2   TR  7   CH  7   NT  C--             1   voff=80
BA   88   CR         2   TR  8   CH 10   NT  Bb--          1/4   voff=80
BA   88   CR         2   TR  8   CH 10   NT  C--           1/4   voff=80
BA   88   CR     2+1/4   TR  8   CH 10   NT  C--           1/4   voff=80
BA   88   CR     2+1/2   TR  8   CH 10   NT  C--           1/4   voff=80
BA   88   CR     2+3/4   TR  8   CH 10   NT  C--           1/4   voff=80
BA   88   CR   2+23/24   TR  5   CH  2   NT  Bb            1/2   voff=80
BA   88   CR         3   TR  4   CH  3   NT  D'            3/8   voff=80
BA   88   CR         3   TR  4   CH  3   NT  Bb            3/8   voff=80
BA   88   CR         3   TR  4   CH  3   NT  G             3/8   voff=80
BA   88   CR         3   TR  7   CH  7   NT  Bb---           1   voff=80
BA   88   CR         3   TR  8   CH 10   NT  Bb--          1/4   voff=80
BA   88   CR         3   TR  8   CH 10   NT  C--           1/4   voff=80
BA   88   CR         3   TR  8   CH 10   NT  D--           1/4   voff=80
BA   88   CR     3+1/4   TR  8   CH 10   NT  C--           1/4   voff=80
BA   88   CR   3+11/24   TR  5   CH  2   NT  A             1/8   voff=80
BA   88   CR     3+1/2   TR  5   CH  2   NT  G             1/8   voff=80
BA   88   CR     3+1/2   TR  8   CH 10   NT  C--           1/4   voff=80
BA   88   CR   3+13/24   TR  5   CH  2   NT  F             1/8   voff=80
BA   88   CR    3+7/12   TR  5   CH  2   NT  E             1/8   voff=80
BA   88   CR     3+5/8   TR  5   CH  2   NT  D             1/8   voff=80
BA   88   CR     3+2/3   TR  5   CH  2   NT  C             1/8   voff=80
BA   88   CR   3+17/24   TR  5   CH  2   NT  B-            1/8   voff=80
BA   88   CR     3+3/4   TR  5   CH  2   NT  A-            1/8   voff=80
BA   88   CR     3+3/4   TR  8   CH 10   NT  C--           1/4   voff=80
BA   88   CR   3+19/24   TR  5   CH  2   NT  G-            1/8   voff=80
BA   88   CR     3+5/6   TR  5   CH  2   NT  F-            1/8   voff=80
BA   88   CR   3+23/24   TR  5   CH  2   NT  C'        1+19/24   voff=80
BA   88   CR   3+23/24   TR  5   CH  2   NT  G         1+19/24   voff=80
BA   88   CR   3+23/24   TR  5   CH  2   NT  G-        1+19/24   voff=80

BA   89   CR         0   TR  3   CH  4   NT  G''             2   voff=80
BA   89   CR         0   TR  4   CH  3   NT  Eb'           3/8   voff=80
BA   89   CR         0   TR  4   CH  3   NT  C'            3/8   voff=80
BA   89   CR         0   TR  4   CH  3   NT  G             3/8   voff=80
BA   89   CR         0   TR  7   CH  7   NT  G#---         1/2   voff=80
BA   89   CR         0   TR  8   CH 10   NT  Bb--          1/4   voff=80
BA   89   CR         0   TR  8   CH 10   NT  C--           1/4   voff=80
BA   89   CR       1/4   TR  8   CH 10   NT  C--           1/4   voff=80
BA   89   CR       1/2   TR  7   CH  7   NT  G#---         1/2   voff=80
BA   89   CR       1/2   TR  8   CH 10   NT  C--           1/4   voff=80
BA   89   CR       3/4   TR  8   CH 10   NT  C--           1/4   voff=80
BA   89   CR         1   TR  7   CH  7   NT  G#---         1/2   voff=80
BA   89   CR         1   TR  8   CH 10   NT  Bb--          1/4   voff=80
BA   89   CR         1   TR  8   CH 10   NT  C--           1/4   voff=80
BA   89   CR         1   TR  8   CH 10   NT  D--           1/4   voff=80
BA   89   CR     1+1/4   TR  8   CH 10   NT  C--           1/4   voff=80
BA   89   CR     1+1/2   TR  7   CH  7   NT  G#---         1/2   voff=80
BA   89   CR     1+1/2   TR  8   CH 10   NT  C--           1/4   voff=80
BA   89   CR     1+3/4   TR  8   CH 10   NT  C--           1/4   voff=80
BA   89   CR         2   TR  3   CH  4   NT  C''             4   voff=80
BA   89   CR         2   TR  4   CH  3   NT  Eb'           3/8   voff=80
BA   89   CR         2   TR  4   CH  3   NT  C'            3/8   voff=80
BA   89   CR         2   TR  5   CH  2   NT  C'            3/8   voff=80
BA   89   CR         2   TR  7   CH  7   NT  G#---         1/2   voff=80
BA   89   CR         2   TR  8   CH 10   NT  Bb--          1/4   voff=80
BA   89   CR         2   TR  8   CH 10   NT  C--           1/4   voff=80
BA   89   CR     2+1/4   TR  8   CH 10   NT  C--           1/4   voff=80
BA   89   CR     2+1/2   TR  4   CH  3   NT  D'            3/8   voff=80
BA   89   CR     2+1/2   TR  4   CH  3   NT  C'            3/8   voff=80
BA   89   CR     2+1/2   TR  5   CH  2   NT  D'            3/8   voff=80
BA   89   CR     2+1/2   TR  7   CH  7   NT  G#---         1/2   voff=80
BA   89   CR     2+1/2   TR  8   CH 10   NT  C--           1/4   voff=80
BA   89   CR     2+3/4   TR  8   CH 10   NT  C--           1/4   voff=80
BA   89   CR         3   TR  4   CH  3   NT  Eb'           3/8   voff=80
BA   89   CR         3   TR  4   CH  3   NT  C'            3/8   voff=80
BA   89   CR         3   TR  5   CH  2   NT  Eb'           3/8   voff=80
BA   89   CR         3   TR  7   CH  7   NT  G#---         1/2   voff=80
BA   89   CR         3   TR  8   CH 10   NT  Bb--          1/4   voff=80
BA   89   CR         3   TR  8   CH 10   NT  C--           1/4   voff=80
BA   89   CR         3   TR  8   CH 10   NT  D--           1/4   voff=80
BA   89   CR     3+1/4   TR  8   CH 10   NT  C--           1/4   voff=80
BA   89   CR     3+1/2   TR  4   CH  3   NT  F'            3/8   voff=80
BA   89   CR     3+1/2   TR  4   CH  3   NT  C'            3/8   voff=80
BA   89   CR     3+1/2   TR  4   CH  3   NT  G             3/8   voff=80
BA   89   CR     3+1/2   TR  5   CH  2   NT  F'            3/8   voff=80
BA   89   CR     3+1/2   TR  7   CH  7   NT  G#---         1/2   voff=80
BA   89   CR     3+1/2   TR  8   CH 10   NT  C--           1/4   voff=80
BA   89   CR     3+3/4   TR  8   CH 10   NT  C--           1/4   voff=80

BA   90   CR         0   TR  7   CH  7   NT  G#---         1/2   voff=80
BA   90   CR         0   TR  8   CH 10   NT  Bb--          1/4   voff=80
BA   90   CR         0   TR  8   CH 10   NT  C--           1/4   voff=80
BA   90   CR       1/4   TR  8   CH 10   NT  C--           1/4   voff=80
BA   90   CR     11/24   TR  5   CH  2   NT  Eb'           3/8   voff=80
BA   90   CR       1/2   TR  4   CH  3   NT  Eb'           3/8   voff=80
BA   90   CR       1/2   TR  4   CH  3   NT  C'            3/8   voff=80
BA   90   CR       1/2   TR  7   CH  7   NT  G#---         1/2   voff=80
BA   90   CR       1/2   TR  8   CH 10   NT  C--           1/4   voff=80
BA   90   CR       3/4   TR  8   CH 10   NT  C--           1/4   voff=80
BA   90   CR     23/24   TR  5   CH  2   NT  D'            3/8   voff=80
BA   90   CR         1   TR  7   CH  7   NT  G#---         1/2   voff=80
BA   90   CR         1   TR  8   CH 10   NT  Bb--          1/4   voff=80
BA   90   CR         1   TR  8   CH 10   NT  C--           1/4   voff=80
BA   90   CR         1   TR  8   CH 10   NT  D--           1/4   voff=80
BA   90   CR     1+1/4   TR  8   CH 10   NT  C--           1/4   voff=80
BA   90   CR   1+11/24   TR  5   CH  2   NT  C'            3/8   voff=80
BA   90   CR     1+1/2   TR  4   CH  3   NT  D'            3/8   voff=80
BA   90   CR     1+1/2   TR  4   CH  3   NT  C'            3/8   voff=80
BA   90   CR     1+1/2   TR  7   CH  7   NT  G#---         1/2   voff=80
BA   90   CR     1+1/2   TR  8   CH 10   NT  C--           1/4   voff=80
BA   90   CR     1+3/4   TR  8   CH 10   NT  C--           1/4   voff=80
BA   90   CR   1+23/24   TR  5   CH  2   NT  D'              1   voff=80
BA   90   CR         2   TR  3   CH  4   NT  Bb'             2   voff=80
BA   90   CR         2   TR  4   CH  3   NT  Eb'           3/8   voff=80
BA   90   CR         2   TR  4   CH  3   NT  C'            3/8   voff=80
BA   90   CR         2   TR  4   CH  3   NT  G             3/8   voff=80
BA   90   CR         2   TR  7   CH  7   NT  G#---           1   voff=80
BA   90   CR         2   TR  8   CH 10   NT  Bb--          1/4   voff=80
BA   90   CR         2   TR  8   CH 10   NT  C--           1/4   voff=80
BA   90   CR     2+1/4   TR  8   CH 10   NT  C--           1/4   voff=80
BA   90   CR     2+1/2   TR  8   CH 10   NT  C--           1/4   voff=80
BA   90   CR     2+3/4   TR  8   CH 10   NT  C--           1/4   voff=80
BA   90   CR   2+23/24   TR  5   CH  2   NT  C'            1/4   voff=80
BA   90   CR         3   TR  4   CH  3   NT  D'            3/8   voff=80
BA   90   CR         3   TR  4   CH  3   NT  Bb            3/8   voff=80
BA   90   CR         3   TR  4   CH  3   NT  G             3/8   voff=80
BA   90   CR         3   TR  7   CH  7   NT  Bb---           1   voff=80
BA   90   CR         3   TR  8   CH 10   NT  Bb--          1/4   voff=80
BA   90   CR         3   TR  8   CH 10   NT  C--           1/4   voff=80
BA   90   CR         3   TR  8   CH 10   NT  D--           1/4   voff=80
BA   90   CR    3+5/24   TR  5   CH  2   NT  B             1/8   voff=80
BA   90   CR     3+1/4   TR  5   CH  2   NT  A             1/8   voff=80
BA   90   CR     3+1/4   TR  8   CH 10   NT  C--           1/4   voff=80
BA   90   CR    3+7/24   TR  5   CH  2   NT  G             1/8   voff=80
