
BA    1   CR         0   TR  0   CH 16   Tempo 105.0001
BA    1   CR         0   TR  0   CH 16   Time signature 4/4, clocks/mtick 24, crotchets/32ndnote 8
BA    1   CR         0   TR  0   CH 16   Key C major
BA    1   CR         0   TR  0   CH 16   End of track
BA   31   CR     2+1/2   TR  4   CH 10   NT  A             1/4   voff=0
BA   31   CR     2+5/6   TR  4   CH 10   NT  Bb            1/6   voff=0
BA   31   CR         3   TR  4   CH 10   NT  C#'           1/6   voff=0
BA   31   CR     3+1/2   TR  4   CH 10   NT  A             1/4   voff=0
BA   31   CR     3+5/6   TR  4   CH 10   NT  Bb            1/6   voff=0

BA   32   CR         0   TR  1   CH  1   NT  C             1/4   voff=0
BA   32   CR         0   TR  2   CH  2   NT  G#              2   voff=0
BA   32   CR         0   TR  2   CH  2   NT  C'              2   voff=0
BA   32   CR         0   TR  3   CH  3   NT  F--           1/4   voff=0
BA   32   CR         0   TR  4   CH 10   NT  C#'           1/6   voff=0
BA   32   CR       1/4   TR  1   CH  1   NT  C             1/4   voff=0
BA   32   CR       1/2   TR  3   CH  3   NT  F--           1/4   voff=0
BA   32   CR       1/2   TR  4   CH 10   NT  A             1/4   voff=0
BA   32   CR       3/4   TR  1   CH  1   NT  C             1/4   voff=0
BA   32   CR       5/6   TR  4   CH 10   NT  Bb            1/6   voff=0
BA   32   CR         1   TR  3   CH  3   NT  F#--          1/4   voff=0
BA   32   CR         1   TR  4   CH 10   NT  C#'           1/6   voff=0
BA   32   CR     1+1/4   TR  1   CH  1   NT  C             1/4   voff=0
BA   32   CR     1+1/2   TR  1   CH  1   NT  D             1/4   voff=0
BA   32   CR     1+1/2   TR  3   CH  3   NT  F#--          1/4   voff=0
BA   32   CR     1+1/2   TR  4   CH 10   NT  A             1/4   voff=0
BA   32   CR     1+5/6   TR  4   CH 10   NT  Bb            1/6   voff=0
BA   32   CR         2   TR  1   CH  1   NT  E             1/4   voff=0
BA   32   CR         2   TR  2   CH  2   NT  G               2   voff=0
BA   32   CR         2   TR  2   CH  2   NT  C'              2   voff=0
BA   32   CR         2   TR  3   CH  3   NT  G--           1/4   voff=0
BA   32   CR         2   TR  4   CH 10   NT  C#'           1/6   voff=0
BA   32   CR     2+1/4   TR  1   CH  1   NT  C             1/4   voff=0
BA   32   CR     2+1/2   TR  3   CH  3   NT  A--           1/4   voff=0
BA   32   CR     2+1/2   TR  4   CH 10   NT  A             1/4   voff=0
BA   32   CR     2+3/4   TR  1   CH  1   NT  A-            1/4   voff=0
BA   32   CR     2+5/6   TR  4   CH 10   NT  Bb            1/6   voff=0
BA   32   CR         3   TR  1   CH  1   NT  G-            1/2   voff=0
BA   32   CR         3   TR  3   CH  3   NT  Bb--          1/4   voff=0
BA   32   CR         3   TR  4   CH 10   NT  C#'           1/6   voff=0
BA   32   CR     3+1/2   TR  3   CH  3   NT  G--           1/4   voff=0
BA   32   CR     3+1/2   TR  4   CH 10   NT  A             1/4   voff=0
BA   32   CR     3+5/6   TR  4   CH 10   NT  Bb            1/6   voff=0

BA   33   CR         0   TR  1   CH  1   NT  C             1/4   voff=0
BA   33   CR         0   TR  2   CH  2   NT  F               1   voff=0
BA   33   CR         0   TR  2   CH  2   NT  C'              1   voff=0
BA   33   CR         0   TR  3   CH  3   NT  D--           1/4   voff=0
BA   33   CR         0   TR  4   CH 10   NT  C#'           1/6   voff=0
BA   33   CR       1/4   TR  1   CH  1   NT  C             1/4   voff=0
BA   33   CR       1/2   TR  3   CH  3   NT  D--           1/4   voff=0
BA   33   CR       1/2   TR  4   CH 10   NT  A             1/4   voff=0
BA   33   CR       3/4   TR  1   CH  1   NT  C             1/4   voff=0
BA   33   CR       5/6   TR  4   CH 10   NT  Bb            1/6   voff=0
BA   33   CR         1   TR  2   CH  2   NT  G               1   voff=0
BA   33   CR         1   TR  2   CH  2   NT  B               1   voff=0
BA   33   CR         1   TR  3   CH  3   NT  G--           1/4   voff=0
BA   33   CR         1   TR  4   CH 10   NT  C#'           1/6   voff=0
BA   33   CR     1+1/4   TR  1   CH  1   NT  C             1/4   voff=0
BA   33   CR     1+1/2   TR  1   CH  1   NT  D             1/4   voff=0
BA   33   CR     1+1/2   TR  3   CH  3   NT  G--           1/4   voff=0
BA   33   CR     1+1/2   TR  4   CH 10   NT  A             1/4   voff=0
BA   33   CR     1+3/4   TR  1   CH  1   NT  E           1+1/4   voff=0
BA   33   CR     1+5/6   TR  4   CH 10   NT  Bb            1/6   voff=0
BA   33   CR         2   TR  2   CH  2   NT  E               2   voff=0
BA   33   CR         2   TR  2   CH  2   NT  C'              2   voff=0
BA   33   CR         2   TR  3   CH  3   NT  C--           1/4   voff=0
BA   33   CR         2   TR  4   CH 10   NT  C#'           1/6   voff=0
BA   33   CR     2+1/2   TR  3   CH  3   NT  C#--          1/4   voff=0
BA   33   CR     2+1/2   TR  4   CH 10   NT  A             1/4   voff=0
BA   33   CR     2+5/6   TR  4   CH 10   NT  Bb            1/6   voff=0
BA   33   CR         3   TR  3   CH  3   NT  D--           1/4   voff=0
BA   33   CR         3   TR  4   CH 10   NT  C#'           1/6   voff=0
BA   33   CR     3+1/2   TR  3   CH  3   NT  Eb--          1/4   voff=0
BA   33   CR     3+1/2   TR  4   CH 10   NT  A             1/4   voff=0
BA   33   CR     3+5/6   TR  4   CH 10   NT  Bb            1/6   voff=0

BA   34   CR         0   TR  1   CH  1   NT  C             1/4   voff=0
BA   34   CR         0   TR  2   CH  2   NT  G#              2   voff=0
BA   34   CR         0   TR  2   CH  2   NT  C'              2   voff=0
BA   34   CR         0   TR  3   CH  3   NT  F--           1/4   voff=0
BA   34   CR         0   TR  4   CH 10   NT  C#'           1/6   voff=0
BA   34   CR       1/4   TR  1   CH  1   NT  C             1/4   voff=0
BA   34   CR       1/2   TR  3   CH  3   NT  F--           1/4   voff=0
BA   34   CR       1/2   TR  4   CH 10   NT  A             1/4   voff=0
BA   34   CR       3/4   TR  1   CH  1   NT  C             1/4   voff=0
BA   34   CR       5/6   TR  4   CH 10   NT  Bb            1/6   voff=0
BA   34   CR         1   TR  3   CH  3   NT  F#--          1/4   voff=0
BA   34   CR         1   TR  4   CH 10   NT  C#'           1/6   voff=0
BA   34   CR     1+1/4   TR  1   CH  1   NT  C             1/4   voff=0
BA   34   CR     1+1/2   TR  1   CH  1   NT  D             1/4   voff=0
BA   34   CR     1+1/2   TR  3   CH  3   NT  F#--          1/4   voff=0
BA   34   CR     1+1/2   TR  4   CH 10   NT  A             1/4   voff=0
BA   34   CR     1+5/6   TR  4   CH 10   NT  Bb            1/6   voff=0
BA   34   CR         2   TR  1   CH  1   NT  E             1/4   voff=0
BA   34   CR         2   TR  2   CH  2   NT  G               2   voff=0
BA   34   CR         2   TR  2   CH  2   NT  C'              2   voff=0
BA   34   CR         2   TR  3   CH  3   NT  G--           1/4   voff=0
BA   34   CR         2   TR  4   CH 10   NT  C#'           1/6   voff=0
BA   34   CR     2+1/4   TR  1   CH  1   NT  C             1/4   voff=0
BA   34   CR     2+1/2   TR  3   CH  3   NT  A--           1/4   voff=0
BA   34   CR     2+1/2   TR  4   CH 10   NT  A             1/4   voff=0
BA   34   CR     2+3/4   TR  1   CH  1   NT  A-            1/4   voff=0
BA   34   CR     2+5/6   TR  4   CH 10   NT  Bb            1/6   voff=0
BA   34   CR         3   TR  1   CH  1   NT  G-            1/2   voff=0
BA   34   CR         3   TR  3   CH  3   NT  Bb--          1/4   voff=0
BA   34   CR         3   TR  4   CH 10   NT  C#'           1/6   voff=0
BA   34   CR     3+1/2   TR  3   CH  3   NT  G--           1/4   voff=0
BA   34   CR     3+1/2   TR  4   CH 10   NT  A             1/4   voff=0
BA   34   CR     3+5/6   TR  4   CH 10   NT  Bb            1/6   voff=0

BA   35   CR         0   TR  1   CH  1   NT  C             1/4   voff=0
BA   35   CR         0   TR  1   CH  1   NT  E             1/4   voff=0
BA   35   CR         0   TR  2   CH 16   End of track
BA   35   CR       1/4   TR  1   CH  1   NT  C             1/4   voff=0
BA   35   CR       1/4   TR  1   CH  1   NT  E             1/4   voff=0
BA   35   CR       1/2   TR  4   CH 10   NT  A             1/4   voff=0
BA   35   CR       3/4   TR  1   CH  1   NT  C             1/4   voff=0
BA   35   CR       3/4   TR  1   CH  1   NT  E             1/4   voff=0
BA   35   CR     1+1/4   TR  1   CH  1   NT  A-            1/4   voff=0
BA   35   CR     1+1/4   TR  1   CH  1   NT  C             1/4   voff=0
BA   35   CR     1+1/4   TR  3   CH  3   NT  Bb--          1/4   voff=0
BA   35   CR     1+1/2   TR  1   CH  1   NT  C             1/4   voff=0
BA   35   CR     1+1/2   TR  1   CH  1   NT  E             1/4   voff=0
BA   35   CR     1+1/2   TR  3   CH  3   NT  A--           1/4   voff=0
BA   35   CR     1+1/2   TR  4   CH 10   NT  A             1/4   voff=0
BA   35   CR         2   TR  1   CH  1   NT  B-            1/4   voff=0
BA   35   CR         2   TR  1   CH  1   NT  G             1/4   voff=0
BA   35   CR         2   TR  3   CH  3   NT  G--           1/4   voff=0
BA   35   CR     2+1/2   TR  4   CH 10   NT  A             1/4   voff=0
BA   35   CR         3   TR  1   CH  1   NT  G-              1   voff=0
BA   35   CR         3   TR  1   CH  1   NT  Eb              1   voff=0
BA   35   CR         3   TR  1   CH  1   NT  G               1   voff=0
BA   35   CR         3   TR  1   CH  1   NT  Eb'             1   voff=0
BA   35   CR         3   TR  1   CH  1   NT  G'              1   voff=0
BA   35   CR     3+1/2   TR  4   CH 10   NT  A             1/4   voff=0

BA   36   CR         0   TR  1   CH  1   NT  E             1/4   voff=0
BA   36   CR         0   TR  3   CH  3   NT  C--           3/4   voff=0
BA   36   CR         0   TR  4   CH 10   NT  C#'           1/6   voff=0
BA   36   CR       1/4   TR  1   CH  1   NT  C             1/4   voff=0
BA   36   CR       1/2   TR  4   CH 10   NT  A             1/4   voff=0
BA   36   CR       3/4   TR  1   CH  1   NT  G-            1/2   voff=0
BA   36   CR       5/6   TR  4   CH 10   NT  Bb            1/6   voff=0
BA   36   CR         1   TR  4   CH 10   NT  C#'           1/6   voff=0
BA   36   CR     1+1/2   TR  1   CH  1   NT  G#-           1/4   voff=0
BA   36   CR     1+1/2   TR  3   CH  3   NT  E--           1/2   voff=0
BA   36   CR     1+1/2   TR  4   CH 10   NT  A             1/4   voff=0
BA   36   CR     1+5/6   TR  4   CH 10   NT  Bb            1/6   voff=0
BA   36   CR         2   TR  1   CH  1   NT  A-            1/4   voff=0
BA   36   CR         2   TR  3   CH  3   NT  F--           3/4   voff=0
BA   36   CR         2   TR  4   CH 10   NT  C#'           1/6   voff=0
BA   36   CR     2+1/4   TR  1   CH  1   NT  F             1/4   voff=0
BA   36   CR     2+1/2   TR  4   CH 10   NT  A             1/4   voff=0
BA   36   CR     2+3/4   TR  1   CH  1   NT  F             1/4   voff=0
BA   36   CR     2+5/6   TR  4   CH 10   NT  Bb            1/6   voff=0
BA   36   CR         3   TR  1   CH  1   NT  A-            1/2   voff=0
BA   36   CR         3   TR  4   CH 10   NT  C#'           1/6   voff=0
BA   36   CR     3+1/2   TR  3   CH  3   NT  F#--          1/2   voff=0
BA   36   CR     3+1/2   TR  4   CH 10   NT  A             1/4   voff=0
BA   36   CR     3+5/6   TR  4   CH 10   NT  Bb            1/6   voff=0

BA   37   CR         0   TR  1   CH  1   NT  B-            1/3   voff=0
BA   37   CR         0   TR  3   CH  3   NT  G--           1/2   voff=0
BA   37   CR         0   TR  4   CH 10   NT  C#'           1/6   voff=0
BA   37   CR       1/3   TR  1   CH  1   NT  A             1/3   voff=0
BA   37   CR       1/2   TR  4   CH 10   NT  A             1/4   voff=0
BA   37   CR       2/3   TR  1   CH  1   NT  A             1/3   voff=0
BA   37   CR       5/6   TR  4   CH 10   NT  Bb            1/6   voff=0
BA   37   CR         1   TR  1   CH  1   NT  A             1/3   voff=0
BA   37   CR         1   TR  3   CH  3   NT  F--           1/2   voff=0
BA   37   CR         1   TR  4   CH 10   NT  C#'           1/6   voff=0
BA   37   CR     1+1/3   TR  1   CH  1   NT  G             1/3   voff=0
BA   37   CR     1+1/2   TR  4   CH 10   NT  A             1/4   voff=0
BA   37   CR     1+2/3   TR  1   CH  1   NT  F             1/3   voff=0
BA   37   CR     1+5/6   TR  4   CH 10   NT  Bb            1/6   voff=0
BA   37   CR         2   TR  1   CH  1   NT  E             1/4   voff=0
BA   37   CR         2   TR  3   CH  3   NT  E--           1/2   voff=0
BA   37   CR         2   TR  4   CH 10   NT  C#'           1/6   voff=0
BA   37   CR     2+1/4   TR  1   CH  1   NT  C             1/4   voff=0
BA   37   CR     2+1/2   TR  4   CH 10   NT  A             1/4   voff=0
BA   37   CR     2+3/4   TR  1   CH  1   NT  A-            1/4   voff=0
BA   37   CR     2+5/6   TR  4   CH 10   NT  Bb            1/6   voff=0
BA   37   CR         3   TR  1   CH  1   NT  G-            1/2   voff=0
BA   37   CR         3   TR  3   CH  3   NT  D--           1/2   voff=0
BA   37   CR         3   TR  4   CH 10   NT  C#'           1/6   voff=0
BA   37   CR     3+1/2   TR  4   CH 10   NT  A             1/4   voff=0
BA   37   CR     3+5/6   TR  4   CH 10   NT  Bb            1/6   voff=0

BA   38   CR         0   TR  1   CH  1   NT  E             1/4   voff=0
BA   38   CR         0   TR  3   CH  3   NT  C--           3/4   voff=0
BA   38   CR         0   TR  4   CH 10   NT  C#'           1/6   voff=0
BA   38   CR       1/4   TR  1   CH  1   NT  C             1/4   voff=0
BA   38   CR       1/2   TR  4   CH 10   NT  A             1/4   voff=0
BA   38   CR       3/4   TR  1   CH  1   NT  G-            1/2   voff=0
BA   38   CR       5/6   TR  4   CH 10   NT  Bb            1/6   voff=0
BA   38   CR         1   TR  4   CH 10   NT  C#'           1/6   voff=0
BA   38   CR     1+1/2   TR  1   CH  1   NT  G#-           1/4   voff=0
BA   38   CR     1+1/2   TR  3   CH  3   NT  E--           1/2   voff=0
BA   38   CR     1+1/2   TR  4   CH 10   NT  A             1/4   voff=0
BA   38   CR     1+5/6   TR  4   CH 10   NT  Bb            1/6   voff=0
BA   38   CR         2   TR  1   CH  1   NT  A-            1/4   voff=0
BA   38   CR         2   TR  3   CH  3   NT  F--           3/4   voff=0
BA   38   CR         2   TR  4   CH 10   NT  C#'           1/6   voff=0
BA   38   CR     2+1/4   TR  1   CH  1   NT  F             1/4   voff=0
BA   38   CR     2+1/2   TR  4   CH 10   NT  A             1/4   voff=0
BA   38   CR     2+3/4   TR  1   CH  1   NT  F             1/4   voff=0
BA   38   CR     2+5/6   TR  4   CH 10   NT  Bb            1/6   voff=0
BA   38   CR         3   TR  1   CH  1   NT  A-            1/2   voff=0
BA   38   CR         3   TR  4   CH 10   NT  C#'           1/6   voff=0
BA   38   CR     3+1/2   TR  3   CH  3   NT  F#--          1/2   voff=0
BA   38   CR     3+1/2   TR  4   CH 10   NT  A             1/4   voff=0
BA   38   CR     3+5/6   TR  4   CH 10   NT  Bb            1/6   voff=0

BA   39   CR         0   TR  1   CH  1   NT  B-            1/4   voff=0
BA   39   CR         0   TR  3   CH  3   NT  G--           1/2   voff=0
BA   39   CR         0   TR  4   CH 10   NT  C#'           1/6   voff=0
BA   39   CR       1/4   TR  1   CH  1   NT  F             1/4   voff=0
BA   39   CR       1/2   TR  4   CH 10   NT  A             1/4   voff=0
BA   39   CR       3/4   TR  1   CH  1   NT  F             1/4   voff=0
BA   39   CR       5/6   TR  4   CH 10   NT  Bb            1/6   voff=0
BA   39   CR         1   TR  1   CH  1   NT  F             1/3   voff=0
BA   39   CR         1   TR  3   CH  3   NT  F--           1/2   voff=0
BA   39   CR         1   TR  4   CH 10   NT  C#'           1/6   voff=0
BA   39   CR     1+1/3   TR  1   CH  1   NT  E             1/3   voff=0
BA   39   CR     1+1/2   TR  4   CH 10   NT  A             1/4   voff=0
BA   39   CR     1+2/3   TR  1   CH  1   NT  D             1/3   voff=0
BA   39   CR     1+5/6   TR  4   CH 10   NT  Bb            1/6   voff=0
BA   39   CR         2   TR  1   CH  1   NT  C             1/2   voff=0
BA   39   CR         2   TR  3   CH  3   NT  E--             1   voff=0
BA   39   CR         2   TR  4   CH 10   NT  C#'           1/6   voff=0
BA   39   CR     2+1/2   TR  1   CH 16   End of track
BA   39   CR     2+1/2   TR  4   CH 10   NT  A             1/4   voff=0
BA   39   CR     2+5/6   TR  4   CH 10   NT  Bb            1/6   voff=0
BA   39   CR         3   TR  3   CH 16   End of track
BA   39   CR         3   TR  4   CH 10   NT  C#'           1/6   voff=0
BA   39   CR     3+1/2   TR  4   CH 10   NT  A             1/4   voff=0
BA   39   CR     3+5/6   TR  4   CH 10   NT  Bb            1/6   voff=0

BA   40   CR         0   TR  4   CH 16   End of track
