
BA    1   CR         0   TR  0   CH 16   Tempo 95
BA    1   CR         0   TR  0   CH 16   End of track
BA    1   CR         0   TR  1   CH 16   Text type 3: "bass"
BA   16   CR         3   TR  2   CH  2   NT  A--         19/96   voff=99
BA   16   CR         3   TR  2   CH  2   NT  F--         19/96   voff=99
BA   16   CR         3   TR  3   CH  3   NT  G#-         19/96   voff=99
BA   16   CR         3   TR  3   CH  3   NT  B-          19/96   voff=99
BA   16   CR     3+1/2   TR  1   CH  1   NT  C--         47/96   voff=99
BA   16   CR     3+1/2   TR  7   CH 10   NT  Bb          23/96   voff=102
BA   16   CR     3+1/2   TR  7   CH 10   NT  Eb'         23/96   voff=102
BA   16   CR     3+3/4   TR  4   CH  4   NT  D-          23/96   voff=99

BA   17   CR         0   TR  1   CH  1   NT  F--         95/96   voff=99
BA   17   CR         0   TR  4   CH  4   NT  Eb-         71/96   voff=99
BA   17   CR       1/2   TR  2   CH  2   NT  A--          5/32   voff=99
BA   17   CR       1/2   TR  2   CH  2   NT  F--          5/32   voff=99
BA   17   CR       1/2   TR  3   CH  3   NT  A-           5/32   voff=99
BA   17   CR       1/2   TR  3   CH  3   NT  F-           5/32   voff=99
BA   17   CR       1/2   TR  7   CH 10   NT  Bb          23/96   von=99   voff=99
BA   17   CR       3/4   TR  2   CH  2   NT  F--          5/32   voff=99
BA   17   CR       3/4   TR  2   CH  2   NT  A--          5/32   voff=99
BA   17   CR       3/4   TR  3   CH  3   NT  F-           5/32   voff=99
BA   17   CR       3/4   TR  3   CH  3   NT  A-           5/32   voff=99
BA   17   CR       3/4   TR  4   CH  4   NT  D-          23/96   voff=99
BA   17   CR         1   TR  2   CH  2   NT  F--          5/32   voff=99
BA   17   CR         1   TR  2   CH  2   NT  A--          5/32   voff=99
BA   17   CR         1   TR  3   CH  3   NT  F-           5/32   voff=99
BA   17   CR         1   TR  3   CH  3   NT  A-           5/32   voff=99
BA   17   CR         1   TR  4   CH  4   NT  Eb-         71/96   voff=99
BA   17   CR     1+1/2   TR  1   CH  1   NT  F--         47/96   voff=99
BA   17   CR     1+1/2   TR  2   CH  2   NT  F--          5/32   voff=99
BA   17   CR     1+1/2   TR  2   CH  2   NT  A--          5/32   voff=99
BA   17   CR     1+1/2   TR  3   CH  3   NT  F-           5/32   voff=99
BA   17   CR     1+1/2   TR  3   CH  3   NT  A-           5/32   voff=99
BA   17   CR     1+1/2   TR  7   CH 10   NT  Bb          23/96   voff=99
BA   17   CR     1+3/4   TR  4   CH  4   NT  D-          23/96   voff=99
BA   17   CR         2   TR  1   CH  1   NT  C--         95/96   voff=99
BA   17   CR         2   TR  4   CH  4   NT  Eb-         23/96   voff=99
BA   17   CR     2+1/2   TR  2   CH  2   NT  C-          19/96   voff=99
BA   17   CR     2+1/2   TR  2   CH  2   NT  Eb-         19/96   voff=99
BA   17   CR     2+1/2   TR  3   CH  3   NT  C           19/96   voff=99
BA   17   CR     2+1/2   TR  3   CH  3   NT  Eb          19/96   voff=99
BA   17   CR     2+1/2   TR  4   CH  4   NT  Eb-         23/96   voff=99
BA   17   CR     2+1/2   TR  7   CH 10   NT  Bb          23/96   voff=99
BA   17   CR         3   TR  2   CH  2   NT  Eb-         19/96   voff=99
BA   17   CR         3   TR  2   CH  2   NT  C-          19/96   voff=99
BA   17   CR         3   TR  3   CH  3   NT  C           19/96   voff=99
BA   17   CR         3   TR  3   CH  3   NT  Eb          19/96   voff=99
BA   17   CR         3   TR  4   CH  4   NT  D-          23/96   voff=99
BA   17   CR         3   TR  7   CH 10   NT  Eb'         23/96   voff=99
BA   17   CR     3+1/2   TR  1   CH  1   NT  C--         47/96   voff=99
BA   17   CR     3+1/2   TR  4   CH  4   NT  C-          23/96   voff=99
BA   17   CR     3+1/2   TR  7   CH 10   NT  Bb          23/96   von=102   voff=102

BA   18   CR         0   TR  1   CH  1   NT  F--         95/96   voff=99
BA   18   CR         0   TR  4   CH  4   NT  G#--      1+95/96   voff=99
BA   18   CR       1/2   TR  2   CH  2   NT  A--          5/32   voff=99
BA   18   CR       1/2   TR  2   CH  2   NT  F--          5/32   voff=99
BA   18   CR       1/2   TR  3   CH  3   NT  A-           5/32   voff=99
BA   18   CR       1/2   TR  3   CH  3   NT  F-           5/32   voff=99
BA   18   CR       1/2   TR  7   CH 10   NT  Bb          23/96   voff=102
BA   18   CR       3/4   TR  2   CH  2   NT  F--          5/32   voff=99
BA   18   CR       3/4   TR  2   CH  2   NT  A--          5/32   voff=99
BA   18   CR       3/4   TR  3   CH  3   NT  F-           5/32   voff=99
BA   18   CR       3/4   TR  3   CH  3   NT  A-           5/32   voff=99
BA   18   CR         1   TR  2   CH  2   NT  F--          5/32   voff=99
BA   18   CR         1   TR  2   CH  2   NT  A--          5/32   voff=99
BA   18   CR         1   TR  3   CH  3   NT  F-           5/32   voff=99
BA   18   CR         1   TR  3   CH  3   NT  A-           5/32   voff=99
BA   18   CR     1+1/2   TR  1   CH  1   NT  F--         47/96   voff=99
BA   18   CR     1+1/2   TR  2   CH  2   NT  F--          5/32   voff=99
BA   18   CR     1+1/2   TR  2   CH  2   NT  A--          5/32   voff=99
BA   18   CR     1+1/2   TR  3   CH  3   NT  F-           5/32   voff=99
BA   18   CR     1+1/2   TR  3   CH  3   NT  A-           5/32   voff=99
BA   18   CR     1+1/2   TR  7   CH 10   NT  Bb          23/96   voff=102
BA   18   CR         2   TR  1   CH  1   NT  C--         95/96   voff=99
BA   18   CR         2   TR  4   CH  4   NT  A--         23/96   voff=99
BA   18   CR     2+1/2   TR  2   CH  2   NT  A--         19/96   voff=99
BA   18   CR     2+1/2   TR  2   CH  2   NT  F--         19/96   voff=99
BA   18   CR     2+1/2   TR  3   CH  3   NT  G#-         19/96   voff=99
BA   18   CR     2+1/2   TR  3   CH  3   NT  B-          19/96   voff=99
BA   18   CR     2+1/2   TR  4   CH  4   NT  F--         23/96   voff=99
BA   18   CR     2+1/2   TR  7   CH 10   NT  Bb          23/96   voff=102
BA   18   CR         3   TR  2   CH  2   NT  A--         19/96   voff=99
BA   18   CR         3   TR  2   CH  2   NT  F--         19/96   voff=99
BA   18   CR         3   TR  3   CH  3   NT  G#-         19/96   voff=99
BA   18   CR         3   TR  3   CH  3   NT  B-          19/96   voff=99
BA   18   CR         3   TR  4   CH  4   NT  C--         23/96   voff=99
BA   18   CR     3+1/2   TR  1   CH  1   NT  C--         47/96   voff=99
BA   18   CR     3+1/2   TR  7   CH 10   NT  Bb          23/96   voff=102
BA   18   CR     3+1/2   TR  7   CH 10   NT  Eb'         23/96   voff=102

BA   19   CR         0   TR  1   CH  1   NT  F--         95/96   voff=99
BA   19   CR         0   TR  4   CH  4   NT  A--         71/96   voff=99
BA   19   CR       1/2   TR  2   CH  2   NT  A--          5/32   voff=99
BA   19   CR       1/2   TR  2   CH  2   NT  F--          5/32   voff=99
BA   19   CR       1/2   TR  3   CH  3   NT  A-           5/32   voff=99
BA   19   CR       1/2   TR  3   CH  3   NT  F-           5/32   voff=99
BA   19   CR       1/2   TR  7   CH 10   NT  Bb          23/96   von=99   voff=99
BA   19   CR       3/4   TR  2   CH  2   NT  F--          5/32   voff=99
BA   19   CR       3/4   TR  2   CH  2   NT  A--          5/32   voff=99
BA   19   CR       3/4   TR  3   CH  3   NT  F-           5/32   voff=99
BA   19   CR       3/4   TR  3   CH  3   NT  A-           5/32   voff=99
BA   19   CR       3/4   TR  4   CH  4   NT  G#--        23/96   voff=99
BA   19   CR         1   TR  2   CH  2   NT  F--          5/32   voff=99
BA   19   CR         1   TR  2   CH  2   NT  A--          5/32   voff=99
BA   19   CR         1   TR  3   CH  3   NT  F-           5/32   voff=99
BA   19   CR         1   TR  3   CH  3   NT  A-           5/32   voff=99
BA   19   CR         1   TR  4   CH  4   NT  A--         71/96   voff=99
BA   19   CR     1+1/2   TR  1   CH  1   NT  F--         47/96   voff=99
BA   19   CR     1+1/2   TR  2   CH  2   NT  F--          5/32   voff=99
BA   19   CR     1+1/2   TR  2   CH  2   NT  A--          5/32   voff=99
BA   19   CR     1+1/2   TR  3   CH  3   NT  F-           5/32   voff=99
BA   19   CR     1+1/2   TR  3   CH  3   NT  A-           5/32   voff=99
BA   19   CR     1+1/2   TR  7   CH 10   NT  Bb          23/96   voff=99
BA   19   CR     1+3/4   TR  4   CH  4   NT  G#--        23/96   voff=99
BA   19   CR         2   TR  1   CH  1   NT  C--         95/96   voff=99
BA   19   CR         2   TR  4   CH  4   NT  A--         23/96   voff=99
BA   19   CR     2+1/2   TR  2   CH  2   NT  C-          19/96   voff=99
BA   19   CR     2+1/2   TR  2   CH  2   NT  Eb-         19/96   voff=99
BA   19   CR     2+1/2   TR  3   CH  3   NT  C           19/96   voff=99
BA   19   CR     2+1/2   TR  3   CH  3   NT  Eb          19/96   voff=99
BA   19   CR     2+1/2   TR  4   CH  4   NT  A--         23/96   voff=99
BA   19   CR     2+1/2   TR  7   CH 10   NT  Bb          23/96   voff=99
BA   19   CR         3   TR  2   CH  2   NT  Eb-         19/96   voff=99
BA   19   CR         3   TR  2   CH  2   NT  C-          19/96   voff=99
BA   19   CR         3   TR  3   CH  3   NT  C           19/96   voff=99
BA   19   CR         3   TR  3   CH  3   NT  Eb          19/96   voff=99
BA   19   CR         3   TR  4   CH  4   NT  F--         23/96   voff=99
BA   19   CR         3   TR  7   CH 10   NT  Eb'         23/96   voff=99
BA   19   CR     3+1/2   TR  1   CH  1   NT  C--         47/96   voff=99
BA   19   CR     3+1/2   TR  4   CH  4   NT  C--         23/96   voff=99
BA   19   CR     3+1/2   TR  7   CH 10   NT  Bb          23/96   von=102   voff=102

BA   20   CR         0   TR  1   CH  1   NT  F--         95/96   voff=99
BA   20   CR         0   TR  4   CH  4   NT  C-        2+95/96   voff=99
BA   20   CR       1/2   TR  2   CH  2   NT  F--          5/32   voff=99
BA   20   CR       1/2   TR  2   CH  2   NT  A--          5/32   voff=99
BA   20   CR       1/2   TR  3   CH  3   NT  F-           5/32   voff=99
BA   20   CR       1/2   TR  3   CH  3   NT  A-           5/32   voff=99
BA   20   CR       1/2   TR  7   CH 10   NT  Bb          23/96   voff=102
BA   20   CR       3/4   TR  2   CH  2   NT  A--          5/32   voff=99
BA   20   CR       3/4   TR  2   CH  2   NT  F--          5/32   voff=99
BA   20   CR       3/4   TR  3   CH  3   NT  A-           5/32   voff=99
BA   20   CR       3/4   TR  3   CH  3   NT  F-           5/32   voff=99
BA   20   CR         1   TR  2   CH  2   NT  F--          5/32   voff=99
BA   20   CR         1   TR  2   CH  2   NT  A--          5/32   voff=99
BA   20   CR         1   TR  3   CH  3   NT  F-           5/32   voff=99
BA   20   CR         1   TR  3   CH  3   NT  A-           5/32   voff=99
BA   20   CR     1+1/2   TR  1   CH  1   NT  F--         47/96   voff=99
BA   20   CR     1+1/2   TR  2   CH  2   NT  A--          5/32   voff=99
BA   20   CR     1+1/2   TR  2   CH  2   NT  F--          5/32   voff=99
BA   20   CR     1+1/2   TR  3   CH  3   NT  A-           5/32   voff=99
BA   20   CR     1+1/2   TR  3   CH  3   NT  F-           5/32   voff=99
BA   20   CR     1+1/2   TR  7   CH 10   NT  Bb          23/96   voff=102
BA   20   CR         2   TR  1   CH  1   NT  C--         95/96   voff=99
BA   20   CR     2+1/2   TR  2   CH  2   NT  A--         19/96   voff=99
BA   20   CR     2+1/2   TR  2   CH  2   NT  F--         19/96   voff=99
BA   20   CR     2+1/2   TR  3   CH  3   NT  G#-         19/96   voff=99
BA   20   CR     2+1/2   TR  3   CH  3   NT  B-          19/96   voff=99
BA   20   CR     2+1/2   TR  7   CH 10   NT  Bb          23/96   voff=102
BA   20   CR         3   TR  2   CH  2   NT  F--         19/96   voff=99
BA   20   CR         3   TR  2   CH  2   NT  A--         19/96   voff=99
BA   20   CR         3   TR  3   CH  3   NT  B-          19/96   voff=99
BA   20   CR         3   TR  3   CH  3   NT  G#-         19/96   voff=99
BA   20   CR     3+1/2   TR  1   CH  1   NT  C--         47/96   voff=99
BA   20   CR     3+1/2   TR  7   CH 10   NT  Bb          23/96   voff=102
BA   20   CR     3+1/2   TR  7   CH 10   NT  Eb'         23/96   voff=102
BA   20   CR     3+3/4   TR  4   CH  4   NT  D-          23/96   voff=99

BA   21   CR         0   TR  1   CH  1   NT  F--         95/96   voff=99
BA   21   CR         0   TR  4   CH  4   NT  Eb-         71/96   voff=99
BA   21   CR       1/2   TR  2   CH  2   NT  A--          5/32   voff=99
BA   21   CR       1/2   TR  2   CH  2   NT  F--          5/32   voff=99
BA   21   CR       1/2   TR  3   CH  3   NT  A-           5/32   voff=99
BA   21   CR       1/2   TR  3   CH  3   NT  F-           5/32   voff=99
BA   21   CR       1/2   TR  7   CH 10   NT  Bb          23/96   von=99   voff=99
BA   21   CR       3/4   TR  2   CH  2   NT  A--          5/32   voff=99
BA   21   CR       3/4   TR  2   CH  2   NT  F--          5/32   voff=99
BA   21   CR       3/4   TR  3   CH  3   NT  F-           5/32   voff=99
BA   21   CR       3/4   TR  3   CH  3   NT  A-           5/32   voff=99
BA   21   CR       3/4   TR  4   CH  4   NT  D-          23/96   voff=99
BA   21   CR         1   TR  2   CH  2   NT  F--          5/32   voff=99
BA   21   CR         1   TR  2   CH  2   NT  A--          5/32   voff=99
BA   21   CR         1   TR  3   CH  3   NT  F-           5/32   voff=99
BA   21   CR         1   TR  3   CH  3   NT  A-           5/32   voff=99
BA   21   CR         1   TR  4   CH  4   NT  C-          71/96   voff=99
BA   21   CR     1+1/2   TR  1   CH  1   NT  F--         47/96   voff=99
BA   21   CR     1+1/2   TR  2   CH  2   NT  F--          5/32   voff=99
BA   21   CR     1+1/2   TR  2   CH  2   NT  A--          5/32   voff=99
BA   21   CR     1+1/2   TR  3   CH  3   NT  F-           5/32   voff=99
BA   21   CR     1+1/2   TR  3   CH  3   NT  A-           5/32   voff=99
BA   21   CR     1+1/2   TR  7   CH 10   NT  Bb          23/96   voff=99
BA   21   CR     1+3/4   TR  4   CH  4   NT  G#--        23/96   voff=99
BA   21   CR         2   TR  1   CH  1   NT  C--         95/96   voff=99
BA   21   CR         2   TR  4   CH  4   NT  A--         23/96   voff=99
BA   21   CR     2+1/2   TR  2   CH  2   NT  C-          19/96   voff=99
BA   21   CR     2+1/2   TR  2   CH  2   NT  Eb-         19/96   voff=99
BA   21   CR     2+1/2   TR  3   CH  3   NT  C           19/96   voff=99
BA   21   CR     2+1/2   TR  3   CH  3   NT  Eb          19/96   voff=99
BA   21   CR     2+1/2   TR  4   CH  4   NT  C-          23/96   voff=99
BA   21   CR     2+1/2   TR  7   CH 10   NT  Bb          23/96   voff=99
BA   21   CR         3   TR  2   CH  2   NT  Eb-         19/96   voff=99
BA   21   CR         3   TR  2   CH  2   NT  C-          19/96   voff=99
BA   21   CR         3   TR  3   CH  3   NT  C           19/96   voff=99
BA   21   CR         3   TR  3   CH  3   NT  Eb          19/96   voff=99
BA   21   CR         3   TR  4   CH  4   NT  G#--        23/96   voff=99
BA   21   CR         3   TR  7   CH 10   NT  Eb'         23/96   voff=99
BA   21   CR     3+1/2   TR  1   CH  1   NT  C--         47/96   voff=99
BA   21   CR     3+1/2   TR  4   CH  4   NT  A--         23/96   voff=99
BA   21   CR     3+1/2   TR  7   CH 10   NT  Bb          23/96   von=102   voff=102

BA   22   CR         0   TR  1   CH  1   NT  F--         95/96   voff=99
BA   22   CR         0   TR  4   CH  4   NT  F--       2+95/96   voff=99
BA   22   CR       1/2   TR  2   CH  2   NT  A--          5/32   voff=99
BA   22   CR       1/2   TR  2   CH  2   NT  F--          5/32   voff=99
BA   22   CR       1/2   TR  3   CH  3   NT  F-           5/32   voff=99
BA   22   CR       1/2   TR  3   CH  3   NT  A-           5/32   voff=99
BA   22   CR       1/2   TR  7   CH 10   NT  Bb          23/96   voff=102
BA   22   CR       3/4   TR  2   CH  2   NT  F--          5/32   voff=99
BA   22   CR       3/4   TR  2   CH  2   NT  A--          5/32   voff=99
BA   22   CR       3/4   TR  3   CH  3   NT  A-           5/32   voff=99
BA   22   CR       3/4   TR  3   CH  3   NT  F-           5/32   voff=99
BA   22   CR         1   TR  2   CH  2   NT  F--          5/32   voff=99
BA   22   CR         1   TR  2   CH  2   NT  A--          5/32   voff=99
BA   22   CR         1   TR  3   CH  3   NT  F-           5/32   voff=99
BA   22   CR         1   TR  3   CH  3   NT  A-           5/32   voff=99
BA   22   CR     1+1/2   TR  1   CH  1   NT  F--         47/96   voff=99
BA   22   CR     1+1/2   TR  2   CH  2   NT  F--          5/32   voff=99
BA   22   CR     1+1/2   TR  2   CH  2   NT  A--          5/32   voff=99
BA   22   CR     1+1/2   TR  3   CH  3   NT  A-           5/32   voff=99
BA   22   CR     1+1/2   TR  3   CH  3   NT  F-           5/32   voff=99
BA   22   CR     1+1/2   TR  7   CH 10   NT  Bb          23/96   voff=102
BA   22   CR         2   TR  1   CH  1   NT  C--         95/96   voff=99
BA   22   CR     2+1/2   TR  2   CH  2   NT  A--         19/96   voff=99
BA   22   CR     2+1/2   TR  2   CH  2   NT  F--         19/96   voff=99
BA   22   CR     2+1/2   TR  3   CH  3   NT  G#-         19/96   voff=99
BA   22   CR     2+1/2   TR  3   CH  3   NT  B-          19/96   voff=99
BA   22   CR     2+1/2   TR  7   CH 10   NT  Bb          23/96   voff=102
BA   22   CR         3   TR  2   CH  2   NT  A--         19/96   voff=99
BA   22   CR         3   TR  2   CH  2   NT  F--         19/96   voff=99
BA   22   CR         3   TR  3   CH  3   NT  B-          19/96   voff=99
BA   22   CR         3   TR  3   CH  3   NT  G#-         19/96   voff=99
BA   22   CR     3+1/2   TR  1   CH  1   NT  C--         47/96   voff=99
BA   22   CR     3+1/2   TR  7   CH 10   NT  Bb          23/96   voff=102
BA   22   CR     3+1/2   TR  7   CH 10   NT  Eb'         23/96   voff=102

BA   23   CR         0   TR  1   CH  1   NT  Bb---       95/96   voff=99
BA   23   CR       1/2   TR  5   CH  5   NT  D'           5/32   voff=99
BA   23   CR       1/2   TR  6   CH  6   NT  F            5/32   von=99   voff=99
BA   23   CR       1/2   TR  7   CH 10   NT  Bb          23/96   von=99   voff=99
BA   23   CR       3/4   TR  5   CH  5   NT  D'           5/32   voff=99
BA   23   CR       3/4   TR  6   CH  6   NT  F            5/32   voff=99
BA   23   CR         1   TR  5   CH  5   NT  D'           5/32   voff=99
BA   23   CR         1   TR  6   CH  6   NT  F            5/32   voff=99
BA   23   CR     1+1/2   TR  1   CH  1   NT  Bb---       47/96   voff=99
BA   23   CR     1+1/2   TR  5   CH  5   NT  Bb          23/96   voff=99
BA   23   CR     1+1/2   TR  6   CH  6   NT  D           23/96   voff=99
BA   23   CR     1+1/2   TR  7   CH 10   NT  Bb          23/96   voff=99
BA   23   CR         2   TR  1   CH  1   NT  Bb---       95/96   voff=99
BA   23   CR         2   TR  5   CH  5   NT  F           47/96   voff=99
BA   23   CR         2   TR  6   CH  6   NT  Bb-         95/96   voff=99
BA   23   CR     2+1/2   TR  7   CH 10   NT  Bb          23/96   voff=99
BA   23   CR     2+3/4   TR  5   CH  5   NT  F            5/32   voff=99
BA   23   CR         3   TR  5   CH  5   NT  Bb           5/32   voff=99
BA   23   CR         3   TR  6   CH  6   NT  D           23/96   voff=99
BA   23   CR         3   TR  7   CH 10   NT  Eb'         23/96   voff=99
BA   23   CR     3+1/2   TR  5   CH  5   NT  D'          23/96   voff=99
BA   23   CR     3+1/2   TR  6   CH  6   NT  F           23/96   voff=99
BA   23   CR     3+1/2   TR  7   CH 10   NT  Bb          23/96   von=102   voff=102

BA   24   CR         0   TR  1   CH  1   NT  A---        95/96   voff=99
BA   24   CR         0   TR  5   CH  5   NT  C'        3+95/96   voff=99
BA   24   CR         0   TR  6   CH  6   NT  F         1+95/96   voff=99
BA   24   CR       1/2   TR  7   CH 10   NT  Bb          23/96   voff=102
BA   24   CR     1+1/2   TR  1   CH  1   NT  A---        47/96   voff=99
BA   24   CR     1+1/2   TR  7   CH 10   NT  Bb          23/96   voff=102
BA   24   CR         2   TR  1   CH  1   NT  A---        95/96   voff=99
BA   24   CR         2   TR  6   CH  6   NT  C         1+47/96   voff=99
BA   24   CR     2+1/2   TR  7   CH 10   NT  Bb          23/96   voff=102
BA   24   CR     3+1/2   TR  6   CH  6   NT  D           47/96   voff=99
BA   24   CR     3+1/2   TR  7   CH 10   NT  Bb          23/96   voff=102
BA   24   CR     3+1/2   TR  7   CH 10   NT  Eb'         23/96   voff=102

BA   25   CR         0   TR  1   CH  1   NT  G#---       95/96   voff=99
BA   25   CR         0   TR  6   CH  6   NT  Eb          21/32   voff=99
BA   25   CR       1/2   TR  5   CH  5   NT  C'           5/32   voff=99
BA   25   CR       1/2   TR  7   CH 10   NT  Bb          23/96   von=99   voff=99
BA   25   CR       3/4   TR  5   CH  5   NT  C'           5/32   voff=99
BA   25   CR       3/4   TR  6   CH  6   NT  Eb           5/32   voff=99
BA   25   CR         1   TR  5   CH  5   NT  C'           5/32   voff=99
BA   25   CR         1   TR  6   CH  6   NT  Eb           5/32   voff=99
BA   25   CR     1+1/2   TR  1   CH  1   NT  G#---       47/96   voff=99
BA   25   CR     1+1/2   TR  5   CH  5   NT  G#          23/96   voff=99
BA   25   CR     1+1/2   TR  6   CH  6   NT  C           23/96   voff=99
BA   25   CR     1+1/2   TR  7   CH 10   NT  Bb          23/96   voff=99
BA   25   CR         2   TR  1   CH  1   NT  G#---       95/96   voff=99
BA   25   CR         2   TR  5   CH  5   NT  Eb          47/96   voff=99
BA   25   CR         2   TR  6   CH  6   NT  G#-         95/96   voff=99
BA   25   CR     2+1/2   TR  7   CH 10   NT  Bb          23/96   voff=99
BA   25   CR     2+3/4   TR  5   CH  5   NT  Eb           5/32   voff=99
BA   25   CR         3   TR  5   CH  5   NT  G#           5/32   voff=99
BA   25   CR         3   TR  6   CH  6   NT  C           23/96   voff=99
BA   25   CR         3   TR  7   CH 10   NT  Eb'         23/96   voff=99
BA   25   CR     3+1/2   TR  5   CH  5   NT  C'          23/96   voff=99
BA   25   CR     3+1/2   TR  6   CH  6   NT  Eb          23/96   voff=99
BA   25   CR     3+1/2   TR  7   CH 10   NT  Bb          23/96   von=102   voff=102

BA   26   CR         0   TR  1   CH  1   NT  Eb--        95/96   voff=99
BA   26   CR         0   TR  5   CH  5   NT  Bb        3+95/96   voff=99
BA   26   CR         0   TR  6   CH  6   NT  Eb        1+95/96   voff=99
BA   26   CR       1/2   TR  7   CH 10   NT  Bb          23/96   voff=102
BA   26   CR     1+1/2   TR  1   CH  1   NT  Eb--        47/96   voff=99
BA   26   CR     1+1/2   TR  7   CH 10   NT  Bb          23/96   voff=102
BA   26   CR         2   TR  1   CH  1   NT  Eb--        95/96   voff=99
BA   26   CR         2   TR  6   CH  6   NT  Bb-       1+95/96   voff=99
BA   26   CR     2+1/2   TR  7   CH 10   NT  Bb          23/96   voff=102
BA   26   CR         3   TR  1   CH  1   NT  Eb--        47/96   voff=99
BA   26   CR     3+1/2   TR  1   CH  1   NT  Eb--        47/96   voff=99
BA   26   CR     3+1/2   TR  7   CH 10   NT  Bb          23/96   voff=102
BA   26   CR     3+1/2   TR  7   CH 10   NT  Eb'         23/96   voff=102

BA   27   CR         0   TR  1   CH  1   NT  Bb---       95/96   voff=99
BA   27   CR       1/2   TR  5   CH  5   NT  D'           5/32   voff=99
BA   27   CR       1/2   TR  6   CH  6   NT  F            5/32   voff=99
BA   27   CR       1/2   TR  7   CH 10   NT  Bb          23/96   von=99   voff=99
BA   27   CR       3/4   TR  5   CH  5   NT  D'           5/32   voff=99
BA   27   CR       3/4   TR  6   CH  6   NT  F            5/32   voff=99
BA   27   CR         1   TR  5   CH  5   NT  D'           5/32   voff=99
BA   27   CR         1   TR  6   CH  6   NT  F            5/32   voff=99
BA   27   CR     1+1/2   TR  1   CH  1   NT  Bb---       47/96   voff=99
BA   27   CR     1+1/2   TR  5   CH  5   NT  Bb          23/96   voff=99
BA   27   CR     1+1/2   TR  6   CH  6   NT  D           23/96   voff=99
BA   27   CR     1+1/2   TR  7   CH 10   NT  Bb          23/96   voff=99
BA   27   CR         2   TR  1   CH  1   NT  Bb---       95/96   voff=99
BA   27   CR         2   TR  5   CH  5   NT  F           47/96   voff=99
BA   27   CR         2   TR  6   CH  6   NT  Bb-         95/96   voff=99
BA   27   CR     2+1/2   TR  7   CH 10   NT  Bb          23/96   voff=99
BA   27   CR     2+3/4   TR  5   CH  5   NT  F            5/32   voff=99
BA   27   CR         3   TR  5   CH  5   NT  Bb           5/32   voff=99
BA   27   CR         3   TR  6   CH  6   NT  D           23/96   voff=99
BA   27   CR         3   TR  7   CH 10   NT  Eb'         23/96   voff=99
BA   27   CR     3+1/2   TR  5   CH  5   NT  D'          23/96   voff=99
BA   27   CR     3+1/2   TR  6   CH  6   NT  F           23/96   voff=99
BA   27   CR     3+1/2   TR  7   CH 10   NT  Bb          23/96   von=102   voff=102

BA   28   CR         0   TR  1   CH  1   NT  A---        95/96   voff=99
BA   28   CR         0   TR  5   CH  5   NT  C'        1+47/96   voff=99
BA   28   CR         0   TR  6   CH  6   NT  F         1+71/96   voff=99
BA   28   CR       1/2   TR  7   CH 10   NT  Bb          23/96   voff=102
BA   28   CR     1+1/2   TR  1   CH  1   NT  A---        47/96   voff=99
BA   28   CR     1+1/2   TR  5   CH  5   NT  F'          23/96   voff=99
BA   28   CR     1+1/2   TR  7   CH 10   NT  Bb          23/96   voff=102
BA   28   CR         2   TR  1   CH  1   NT  F--         95/96   voff=99
BA   28   CR         2   TR  5   CH  5   NT  F         1+95/96   voff=99
BA   28   CR         2   TR  6   CH  6   NT  D         1+95/96   voff=99
BA   28   CR     2+1/2   TR  7   CH 10   NT  Bb          23/96   voff=102
BA   28   CR     3+1/2   TR  1   CH  1   NT  F--         47/96   voff=99
BA   28   CR     3+1/2   TR  7   CH 10   NT  Bb          23/96   voff=102
BA   28   CR     3+1/2   TR  7   CH 10   NT  Eb'         23/96   voff=102

BA   29   CR         0   TR  1   CH  1   NT  C#--        95/96   voff=99
BA   29   CR       1/2   TR  5   CH  5   NT  F            5/32   voff=99
BA   29   CR       1/2   TR  6   CH  6   NT  C#           5/32   voff=99
BA   29   CR       1/2   TR  7   CH 10   NT  Bb          23/96   von=99   voff=99
BA   29   CR       3/4   TR  5   CH  5   NT  F            5/32   voff=99
BA   29   CR       3/4   TR  6   CH  6   NT  C#           5/32   voff=99
BA   29   CR         1   TR  5   CH  5   NT  F            5/32   voff=99
BA   29   CR         1   TR  6   CH  6   NT  C#           5/32   voff=99
BA   29   CR     1+1/2   TR  1   CH  1   NT  C#--        47/96   voff=99
BA   29   CR     1+1/2   TR  5   CH  5   NT  G            5/32   voff=99
BA   29   CR     1+1/2   TR  6   CH  6   NT  Eb           5/32   voff=99
BA   29   CR     1+1/2   TR  7   CH 10   NT  Bb          23/96   voff=99
BA   29   CR         2   TR  1   CH  1   NT  C#--        95/96   voff=99
BA   29   CR         2   TR  5   CH  5   NT  G#        1+95/96   voff=99
BA   29   CR         2   TR  6   CH  6   NT  F         1+95/96   voff=99
BA   29   CR     2+1/2   TR  7   CH 10   NT  Bb          23/96   voff=99
BA   29   CR         3   TR  7   CH 10   NT  Eb'         23/96   voff=99
BA   29   CR     3+1/2   TR  1   CH  1   NT  C#--        47/96   voff=99
BA   29   CR     3+1/2   TR  7   CH 10   NT  Bb          23/96   von=102   voff=102

BA   30   CR         0   TR  1   CH  1   NT  Eb--        95/96   voff=99
BA   30   CR       1/2   TR  5   CH  5   NT  G            5/32   voff=99
BA   30   CR       1/2   TR  6   CH  6   NT  Eb           5/32   voff=99
BA   30   CR       1/2   TR  7   CH 10   NT  Bb          23/96   voff=102
