
BA    1   CR         0   TR  0   CH 16   Time signature 2/4, clocks/mtick 24, crotchets/32ndnote 8
BA    1   CR         0   TR  0   CH 16   Key F minor
BA    1   CR         0   TR  0   CH 16   Tempo 55
BA    1   CR         0   TR  0   CH 16   Text type 3: "Timid Love"
BA    1   CR         0   TR  0   CH 16   Text type 1: "Hirofumi Taniguchi"
BA   27   CR  3+45/128   TR  4   CH  4   Channel volume 44
BA   27   CR  3+45/128   TR  5   CH  5   Channel volume 44
BA   27   CR  3+93/256   TR  4   CH  4   Channel volume 45
BA   27   CR  3+93/256   TR  5   CH  5   Channel volume 45
BA   27   CR     3+3/8   TR  4   CH  4   Channel volume 46
BA   27   CR     3+3/8   TR  5   CH  5   Channel volume 46
BA   27   CR  3+99/256   TR  4   CH  4   Channel volume 47
BA   27   CR  3+99/256   TR  5   CH  5   Channel volume 47
BA   27   CR  3+51/128   TR  4   CH  4   Channel volume 48
BA   27   CR  3+51/128   TR  5   CH  5   Channel volume 48
BA   27   CR 3+105/256   TR  4   CH  4   Channel volume 49
BA   27   CR 3+105/256   TR  5   CH  5   Channel volume 49
BA   27   CR   3+27/64   TR  4   CH  4   Channel volume 50
BA   27   CR   3+27/64   TR  5   CH  5   Channel volume 50
BA   27   CR 3+111/256   TR  4   CH  4   Channel volume 51
BA   27   CR 3+111/256   TR  5   CH  5   Channel volume 51
BA   27   CR  3+57/128   TR  4   CH  4   Channel volume 52
BA   27   CR  3+57/128   TR  5   CH  5   Channel volume 52
BA   27   CR 3+117/256   TR  4   CH  4   Channel volume 53
BA   27   CR 3+117/256   TR  5   CH  5   Channel volume 53
BA   27   CR   3+15/32   TR  4   CH  4   Channel volume 54
BA   27   CR   3+15/32   TR  5   CH  5   Channel volume 54
BA   27   CR 3+123/256   TR  4   CH  4   Channel volume 55
BA   27   CR 3+123/256   TR  5   CH  5   Channel volume 55
BA   27   CR  3+63/128   TR  4   CH  4   Channel volume 56
BA   27   CR  3+63/128   TR  5   CH  5   Channel volume 56
BA   27   CR 3+129/256   TR  4   CH  4   Channel volume 57
BA   27   CR 3+129/256   TR  5   CH  5   Channel volume 57
BA   27   CR   3+33/64   TR  4   CH  4   Channel volume 58
BA   27   CR   3+33/64   TR  5   CH  5   Channel volume 58
BA   27   CR 3+135/256   TR  4   CH  4   Channel volume 59
BA   27   CR 3+135/256   TR  5   CH  5   Channel volume 59
BA   27   CR  3+69/128   TR  4   CH  4   Channel volume 60
BA   27   CR  3+69/128   TR  5   CH  5   Channel volume 60
BA   27   CR 3+141/256   TR  4   CH  4   Channel volume 61
BA   27   CR 3+141/256   TR  5   CH  5   Channel volume 61
BA   27   CR    3+9/16   TR  4   CH  4   Channel volume 62
BA   27   CR    3+9/16   TR  5   CH  5   Channel volume 62
BA   27   CR 3+147/256   TR  4   CH  4   Channel volume 63
BA   27   CR 3+147/256   TR  5   CH  5   Channel volume 63
BA   27   CR  3+75/128   TR  4   CH  4   Channel volume 64
BA   27   CR  3+75/128   TR  5   CH  5   Channel volume 64
BA   27   CR 3+153/256   TR  4   CH  4   Channel volume 65
BA   27   CR 3+153/256   TR  5   CH  5   Channel volume 65
BA   27   CR   3+39/64   TR  4   CH  4   Channel volume 66
BA   27   CR   3+39/64   TR  5   CH  5   Channel volume 66
BA   27   CR 3+159/256   TR  4   CH  4   Channel volume 67
BA   27   CR 3+159/256   TR  5   CH  5   Channel volume 67
BA   27   CR  3+81/128   TR  4   CH  4   Channel volume 68
BA   27   CR  3+81/128   TR  5   CH  5   Channel volume 68
BA   27   CR 3+165/256   TR  4   CH  4   Channel volume 69
BA   27   CR 3+165/256   TR  5   CH  5   Channel volume 69
BA   27   CR   3+21/32   TR  4   CH  4   Channel volume 70
BA   27   CR   3+21/32   TR  5   CH  5   Channel volume 70
BA   27   CR 3+171/256   TR  4   CH  4   Channel volume 71
BA   27   CR 3+171/256   TR  5   CH  5   Channel volume 71
BA   27   CR  3+87/128   TR  4   CH  4   Channel volume 72
BA   27   CR  3+87/128   TR  5   CH  5   Channel volume 72
BA   27   CR 3+177/256   TR  4   CH  4   Channel volume 73
BA   27   CR 3+177/256   TR  5   CH  5   Channel volume 73
BA   27   CR   3+45/64   TR  4   CH  4   Channel volume 74
BA   27   CR   3+45/64   TR  5   CH  5   Channel volume 74
BA   27   CR 3+183/256   TR  4   CH  4   Channel volume 75
BA   27   CR 3+183/256   TR  5   CH  5   Channel volume 75
BA   27   CR  3+93/128   TR  4   CH  4   Channel volume 76
BA   27   CR  3+93/128   TR  5   CH  5   Channel volume 76
BA   27   CR 3+189/256   TR  4   CH  4   Channel volume 77
BA   27   CR 3+189/256   TR  5   CH  5   Channel volume 77
BA   27   CR     3+3/4   TR  4   CH  4   Channel volume 78
BA   27   CR     3+3/4   TR  5   CH  5   Channel volume 78
BA   27   CR 3+195/256   TR  4   CH  4   Channel volume 79
BA   27   CR 3+195/256   TR  5   CH  5   Channel volume 79
BA   27   CR  3+99/128   TR  4   CH  4   Channel volume 80
BA   27   CR  3+99/128   TR  5   CH  5   Channel volume 80
BA   27   CR 3+201/256   TR  4   CH  4   Channel volume 81
BA   27   CR 3+201/256   TR  5   CH  5   Channel volume 81
BA   27   CR   3+51/64   TR  4   CH  4   Channel volume 82
BA   27   CR   3+51/64   TR  5   CH  5   Channel volume 82
BA   27   CR 3+207/256   TR  4   CH  4   Channel volume 83
BA   27   CR 3+207/256   TR  5   CH  5   Channel volume 83
BA   27   CR 3+105/128   TR  4   CH  4   Channel volume 84
BA   27   CR 3+105/128   TR  5   CH  5   Channel volume 84
BA   27   CR 3+213/256   TR  4   CH  4   Channel volume 85
BA   27   CR 3+213/256   TR  5   CH  5   Channel volume 85
BA   27   CR   3+27/32   TR  4   CH  4   Channel volume 86
BA   27   CR   3+27/32   TR  5   CH  5   Channel volume 86
BA   27   CR 3+219/256   TR  4   CH  4   Channel volume 87
BA   27   CR 3+219/256   TR  5   CH  5   Channel volume 87
BA   27   CR 3+111/128   TR  4   CH  4   Channel volume 88
BA   27   CR 3+111/128   TR  5   CH  5   Channel volume 88
BA   27   CR 3+225/256   TR  4   CH  4   Channel volume 88
BA   27   CR 3+225/256   TR  5   CH  5   Channel volume 88
BA   27   CR   3+57/64   TR  4   CH  4   Channel volume 88
BA   27   CR   3+57/64   TR  5   CH  5   Channel volume 88
BA   27   CR 3+231/256   TR  4   CH  4   Channel volume 88
BA   27   CR 3+231/256   TR  5   CH  5   Channel volume 88
BA   27   CR 3+117/128   TR  4   CH  4   Channel volume 88
BA   27   CR 3+117/128   TR  5   CH  5   Channel volume 88
BA   27   CR 3+237/256   TR  4   CH  4   Channel volume 88
BA   27   CR 3+237/256   TR  5   CH  5   Channel volume 88
BA   27   CR   3+15/16   TR  4   CH  4   Channel volume 88
BA   27   CR   3+15/16   TR  5   CH  5   Channel volume 88
BA   27   CR 3+243/256   TR  4   CH  4   Channel volume 88
BA   27   CR 3+243/256   TR  5   CH  5   Channel volume 88
BA   27   CR 3+123/128   TR  4   CH  4   Channel volume 88
BA   27   CR 3+123/128   TR  5   CH  5   Channel volume 88
BA   27   CR 3+249/256   TR  4   CH  4   Channel volume 88
BA   27   CR 3+249/256   TR  5   CH  5   Channel volume 88
BA   27   CR   3+63/64   TR  4   CH  4   Channel volume 88
BA   27   CR   3+63/64   TR  5   CH  5   Channel volume 88
BA   27   CR 3+255/256   TR  4   CH  4   Channel volume 88
BA   27   CR 3+255/256   TR  5   CH  5   Channel volume 88

BA   28   CR         0   TR  2   CH  2   NT  E'              2   von=74   voff=0
BA   28   CR         0   TR  2   CH  2   NT  G'              4   voff=0
BA   28   CR         0   TR  2   CH  2   NT  Cb''            2   voff=0
BA   28   CR         0   TR  2   CH  2   NT  C               2   von=82   voff=0
BA   28   CR         0   TR  3   CH  3   NT  D'            1/2   von=122   voff=0
BA   28   CR         0   TR  4   CH  4   NT  G               8   von=81   voff=0
BA   28   CR         0   TR  5   CH  5   NT  D               2   von=97   voff=0
BA   28   CR         0   TR  5   CH  5   NT  Cb'             2   voff=0
BA   28   CR       1/2   TR  3   CH  3   NT  A'            1/2   von=127   voff=0
BA   28   CR         1   TR  3   CH  3   NT  E'         85/128   von=99   voff=0
BA   28   CR  1+85/128   TR  3   CH  3   NT  Cb''      171/256   von=127   voff=0
BA   28   CR         2   TR  1   CH  1   NT  F--             2   voff=0
BA   28   CR         2   TR  2   CH  2   NT  C'              2   von=74   voff=0
BA   28   CR         2   TR  2   CH  2   NT  A'              2   voff=0
BA   28   CR         2   TR  2   CH  2   NT  F-              2   von=70   voff=0
BA   28   CR         2   TR  5   CH  5   NT  C               2   von=84   voff=0
BA   28   CR         2   TR  5   CH  5   NT  A               2   voff=0
BA   28   CR  2+85/256   TR  3   CH  3   NT  C''       171/256   von=118   voff=0
BA   28   CR         3   TR  3   CH  3   NT  A'         85/128   von=102   voff=0
BA   28   CR  3+85/128   TR  3   CH  3   NT  E''             3   von=124   voff=0

BA   29   CR         0   TR  1   CH  1   NT  A--             2   von=41   voff=0
BA   29   CR         0   TR  2   CH  2   NT  E'              2   von=82   voff=0
BA   29   CR         0   TR  2   CH  2   NT  F'              2   voff=0
BA   29   CR         0   TR  2   CH  2   NT  A'              2   voff=0
BA   29   CR         0   TR  2   CH  2   NT  C''             2   voff=0
BA   29   CR         0   TR  2   CH  2   NT  A-              2   von=80   voff=0
BA   29   CR         0   TR  5   CH  5   NT  E               2   von=92   voff=0
BA   29   CR         0   TR  5   CH  5   NT  C'              2   voff=0
BA   29   CR         2   TR  1   CH  1   NT  C-              2   von=45   voff=0
BA   29   CR         2   TR  2   CH  2   NT  D'              2   von=73   voff=0
BA   29   CR         2   TR  2   CH  2   NT  G'              2   voff=0
BA   29   CR         2   TR  2   CH  2   NT  Cb''            2   voff=0
BA   29   CR         2   TR  2   CH  2   NT  C               2   von=81   voff=0
BA   29   CR         2   TR  5   CH  5   NT  D               2   von=77   voff=0
BA   29   CR         2   TR  5   CH  5   NT  Cb'             2   voff=0
BA   29   CR         2   TR  6   CH  6   NT  D               5   von=80   voff=0
BA   29   CR  2+85/128   TR  3   CH  3   NT  D''       171/256   von=107   voff=0
BA   29   CR  3+85/256   TR  3   CH  3   NT  C''       171/256   von=106   voff=0

BA   30   CR         0   TR  1   CH  1   NT  Bb--            2   von=37   voff=0
BA   30   CR         0   TR  2   CH  2   NT  D''             1   von=79   voff=0
BA   30   CR         0   TR  2   CH  2   NT  Bb-             4   voff=0
BA   30   CR         0   TR  3   CH  3   NT  D''         2+1/2   von=117   voff=0
BA   30   CR         0   TR  5   CH  5   NT  C'              3   von=86   voff=0
BA   30   CR         0   TR  5   CH  5   NT  F               6   von=67   voff=0
BA   30   CR     1/256   TR  4   CH 16   End of track
BA   30   CR       1/2   TR  2   CH  2   NT  C''             1   voff=0
BA   30   CR         1   TR  2   CH  2   NT  Bb'           1/2   von=74   voff=0
BA   30   CR     1+1/2   TR  2   CH  2   NT  A'          2+1/2   von=70   voff=0
BA   30   CR         2   TR  1   CH  1   NT  D               1   von=33   voff=0
BA   30   CR         3   TR  1   CH  1   NT  C               1   von=37   voff=0
BA   30   CR         3   TR  3   CH  3   NT  Bb'        85/256   von=101   voff=0
BA   30   CR         3   TR  5   CH  5   NT  A               1   von=81   voff=0
BA   30   CR         3   TR  6   CH  6   NT  C               1   von=81   voff=0
BA   30   CR  3+85/256   TR  3   CH  3   NT  E'         85/256   von=94   voff=0
BA   30   CR  3+85/128   TR  3   CH  3   NT  G'         43/128   von=122   voff=0

BA   31   CR         0   TR  1   CH  1   NT  Bb-             1   von=47   voff=0
BA   31   CR         0   TR  2   CH  2   NT  F'              2   von=76   voff=0
BA   31   CR         0   TR  2   CH  2   NT  G'              4   voff=0
BA   31   CR         0   TR  2   CH  2   NT  C               2   von=84   voff=0
BA   31   CR         0   TR  3   CH  3   NT  F'              2   von=106   voff=0
BA   31   CR         0   TR  5   CH  5   NT  Bb-             2   von=75   voff=0
BA   31   CR         0   TR  5   CH  5   NT  G               2   voff=0
BA   31   CR         0   TR  6   CH  6   NT  Bb-             4   von=83   voff=0
BA   31   CR      5/64   TR  1   CH  1   NT  D           59/64   voff=0
BA   31   CR      5/32   TR  1   CH  1   NT  F           27/32   voff=0
BA   31   CR         2   TR  2   CH  2   NT  E'              2   von=75   voff=0
BA   31   CR         2   TR  2   CH  2   NT  C               2   von=81   voff=0
BA   31   CR         2   TR  5   CH  5   NT  C               2   von=77   voff=0
BA   31   CR         2   TR  5   CH  5   NT  E               2   voff=0
BA   31   CR   2+1/256   TR  3   CH 16   End of track

BA   32   CR         0   TR  2   CH  2   NT  F'              2   von=95   voff=0
BA   32   CR         0   TR  2   CH  2   NT  Ab'             2   voff=0
BA   32   CR         0   TR  2   CH  2   NT  C''             2   voff=0
BA   32   CR         0   TR  2   CH  2   NT  Db''            2   voff=0
BA   32   CR         0   TR  2   CH  2   NT  F''             2   voff=0
BA   32   CR         0   TR  2   CH  2   NT  Db              2   von=77   voff=0
BA   32   CR     1/256   TR  5   CH 16   End of track
BA   32   CR     1/256   TR  6   CH 16   End of track
BA   32   CR    21/128   TR  1   CH  1   NT  Db-        43/256   von=80   voff=0
BA   32   CR    85/256   TR  1   CH  1   NT  C          43/256   von=105   voff=0
BA   32   CR       1/2   TR  1   CH  1   NT  Db         21/128   von=92   voff=0
BA   32   CR    85/128   TR  1   CH  1   NT  F          43/256   von=93   voff=0
BA   32   CR   213/256   TR  1   CH  1   NT  Ab         43/256   von=92   voff=0
BA   32   CR         1   TR  1   CH  1   NT  Db'        21/128   von=91   voff=0
BA   32   CR  1+21/128   TR  1   CH  1   NT  Eb'        43/256   von=92   voff=0
BA   32   CR         2   TR  2   CH  2   NT  Eb'             2   von=80   voff=0
BA   32   CR         2   TR  2   CH  2   NT  G'              2   voff=0
BA   32   CR         2   TR  2   CH  2   NT  Bb'             2   voff=0
BA   32   CR         2   TR  2   CH  2   NT  C''             2   voff=0
BA   32   CR         2   TR  2   CH  2   NT  Eb''            2   voff=0
BA   32   CR         2   TR  2   CH  2   NT  Ab              2   von=84   voff=0
BA   32   CR  2+21/128   TR  1   CH  1   NT  Ab-        43/256   von=73   voff=0
BA   32   CR  2+85/256   TR  1   CH  1   NT  Eb         43/256   von=100   voff=0
BA   32   CR     2+1/2   TR  1   CH  1   NT  G          21/128   von=96   voff=0
BA   32   CR  2+85/128   TR  1   CH  1   NT  Bb         43/256   von=91   voff=0
BA   32   CR 2+213/256   TR  1   CH  1   NT  C'         43/256   von=93   voff=0
BA   32   CR         3   TR  1   CH  1   NT  F'         85/256   von=91   voff=0

BA   33   CR         0   TR  2   CH  2   NT  D'              2   von=73   voff=0
BA   33   CR         0   TR  2   CH  2   NT  Gb'             2   voff=0
BA   33   CR         0   TR  2   CH  2   NT  G'              2   voff=0
BA   33   CR         0   TR  2   CH  2   NT  Cb''            2   voff=0
BA   33   CR         0   TR  2   CH  2   NT  D''             2   voff=0
BA   33   CR         0   TR  2   CH  2   NT  G               2   von=79   voff=0
BA   33   CR    21/128   TR  1   CH  1   NT  G-         43/256   von=73   voff=0
BA   33   CR    85/256   TR  1   CH  1   NT  G          43/256   von=105   voff=0
BA   33   CR       1/2   TR  1   CH  1   NT  D          21/128   von=75   voff=0
BA   33   CR    85/128   TR  1   CH  1   NT  A          43/256   von=93   voff=0
BA   33   CR   213/256   TR  1   CH  1   NT  Cb'        43/256   von=91   voff=0
BA   33   CR         1   TR  1   CH  1   NT  D'         21/128   von=86   voff=0
BA   33   CR         2   TR  2   CH  2   NT  Db'             2   von=75   voff=0
BA   33   CR         2   TR  2   CH  2   NT  F'              2   voff=0
BA   33   CR         2   TR  2   CH  2   NT  Gb'             2   voff=0
BA   33   CR         2   TR  2   CH  2   NT  Bb'             2   voff=0
BA   33   CR         2   TR  2   CH  2   NT  Db''            2   voff=0
BA   33   CR         2   TR  2   CH  2   NT  Gb              2   von=69   voff=0
BA   33   CR  2+21/128   TR  1   CH  1   NT  Gb-        43/256   von=74   voff=0
BA   33   CR  2+85/256   TR  1   CH  1   NT  Gb         43/256   von=105   voff=0
BA   33   CR     2+1/2   TR  1   CH  1   NT  Db         21/128   von=77   voff=0
BA   33   CR  2+85/128   TR  1   CH  1   NT  Ab         43/256   von=94   voff=0
BA   33   CR 2+213/256   TR  1   CH  1   NT  Bb         43/256   von=88   voff=0
BA   33   CR         3   TR  1   CH  1   NT  Db'        21/128   von=92   voff=0

BA   34   CR         0   TR  2   CH  2   NT  Gb'             2   von=74   voff=0
BA   34   CR         0   TR  2   CH  2   NT  Bb'             2   voff=0
BA   34   CR         0   TR  2   CH  2   NT  Db''            2   voff=0
BA   34   CR         0   TR  2   CH  2   NT  Cb              2   von=70   voff=0
BA   34   CR    21/128   TR  1   CH  1   NT  Cb-        43/256   von=70   voff=0
BA   34   CR    85/256   TR  1   CH  1   NT  Bb-        43/256   von=92   voff=0
BA   34   CR       1/2   TR  1   CH  1   NT  Db         21/128   von=93   voff=0
BA   34   CR    85/128   TR  1   CH  1   NT  Gb         43/256   von=95   voff=0
BA   34   CR   213/256   TR  1   CH  1   NT  Bb         43/256   von=93   voff=0
BA   34   CR         1   TR  1   CH  1   NT  Db'        21/128   von=94   voff=0
BA   34   CR  1+21/128   TR  1   CH  1   NT  Eb'        43/256   von=90   voff=0
BA   34   CR         2   TR  2   CH  2   NT  Gb'             2   von=80   voff=0
BA   34   CR         2   TR  2   CH  2   NT  Cb''            2   voff=0
BA   34   CR         2   TR  2   CH  2   NT  Db''            2   voff=0
BA   34   CR         2   TR  2   CH  2   NT  Eb''            2   voff=0
BA   34   CR         2   TR  2   CH  2   NT  E               2   von=88   voff=0
BA   34   CR  2+21/128   TR  1   CH  1   NT  E-         43/256   von=77   voff=0
BA   34   CR  2+85/256   TR  1   CH  1   NT  Eb         43/256   von=104   voff=0
BA   34   CR     2+1/2   TR  1   CH  1   NT  Gb         21/128   von=94   voff=0
BA   34   CR  2+85/128   TR  1   CH  1   NT  Bb         43/256   von=95   voff=0
BA   34   CR 2+213/256   TR  1   CH  1   NT  Cb'        43/256   von=88   voff=0
BA   34   CR         3   TR  1   CH  1   NT  Eb'        21/128   von=90   voff=0
BA   34   CR  3+21/128   TR  1   CH  1   NT  Ab'        43/256   von=98   voff=0

BA   35   CR         0   TR  2   CH  2   NT  Ab'             2   von=82   voff=0
BA   35   CR         0   TR  2   CH  2   NT  Cb''            2   voff=0
BA   35   CR         0   TR  2   CH  2   NT  Eb''            2   voff=0
BA   35   CR         0   TR  2   CH  2   NT  Gb''            2   voff=0
BA   35   CR         0   TR  2   CH  2   NT  Db              2   von=72   voff=0
BA   35   CR    21/128   TR  1   CH  1   NT  Db-        43/256   von=74   voff=0
BA   35   CR    85/256   TR  1   CH  1   NT  Db         43/256   von=104   voff=0
BA   35   CR       1/2   TR  1   CH  1   NT  Gb         21/128   von=100   voff=0
BA   35   CR    85/128   TR  1   CH  1   NT  Db'        43/256   von=97   voff=0
BA   35   CR   213/256   TR  1   CH  1   NT  Eb'        43/256   von=93   voff=0
BA   35   CR         1   TR  0   CH 16   Tempo 60
BA   35   CR         1   TR  1   CH  1   NT  F'         21/128   von=91   voff=0
BA   35   CR  1+15/128   TR  0   CH 16   Tempo 59.11769
BA   35   CR  1+21/128   TR  1   CH  1   NT  Bb'        43/256   von=96   voff=0
BA   35   CR   1+15/64   TR  0   CH 16   Tempo 58.2353
BA   35   CR  1+45/128   TR  0   CH 16   Tempo 57.353
BA   35   CR   1+15/32   TR  0   CH 16   Tempo 56.4706
BA   35   CR  1+75/128   TR  0   CH 16   Tempo 55.58826
BA   35   CR   1+45/64   TR  0   CH 16   Tempo 54.7059
BA   35   CR 1+105/128   TR  0   CH 16   Tempo 53.82355
BA   35   CR   1+15/16   TR  0   CH 16   Tempo 52.9412
BA   35   CR         2   TR  2   CH  2   NT  Gb'             2   voff=0
BA   35   CR         2   TR  2   CH  2   NT  Bb'             2   voff=0
BA   35   CR         2   TR  2   CH  2   NT  Db''            2   voff=0
BA   35   CR         2   TR  2   CH  2   NT  F''             2   voff=0
BA   35   CR         2   TR  2   CH  2   NT  Gb              2   von=92   voff=0
BA   35   CR   2+7/128   TR  0   CH 16   Tempo 52.05886
BA   35   CR  2+21/128   TR  1   CH  1   NT  Gb-        43/256   von=81   voff=0
BA   35   CR   2+11/64   TR  0   CH 16   Tempo 51.1765
BA   35   CR  2+37/128   TR  0   CH 16   Tempo 50.29415
BA   35   CR  2+85/256   TR  1   CH  1   NT  Eb         43/256   von=99   voff=0
BA   35   CR   2+13/32   TR  0   CH 16   Tempo 49.4118
BA   35   CR     2+1/2   TR  1   CH  1   NT  Bb-        21/128   von=80   voff=0
BA   35   CR  2+67/128   TR  0   CH 16   Tempo 48.52945
BA   35   CR   2+41/64   TR  0   CH 16   Tempo 47.64708
BA   35   CR  2+85/128   TR  1   CH  1   NT  F          43/256   von=99   voff=0
BA   35   CR  2+97/128   TR  0   CH 16   Tempo 46.76475
BA   35   CR 2+213/256   TR  1   CH  1   NT  Ab         43/256   von=96   voff=0
BA   35   CR     2+7/8   TR  0   CH 16   Tempo 45.88238
BA   35   CR         3   TR  1   CH  1   NT  Bb         21/128   von=90   voff=0
BA   35   CR  3+21/128   TR  1   CH  1   NT  Db'        43/256   von=88   voff=0
BA   35   CR  3+85/256   TR  0   CH 16   Tempo 60
BA   35   CR  3+43/128   TR  0   CH 16   End of track
BA   35   CR  3+85/128   TR  1   CH  1   NT  Bb         43/256   von=58   voff=0
BA   35   CR 3+213/256   TR  1   CH  1   NT  Db'        43/256   von=70   voff=0

BA   36   CR     1/256   TR  2   CH 16   End of track
BA   36   CR    85/256   TR  1   CH  1   NT  Bb         43/256   von=20   voff=0
BA   36   CR       1/2   TR  1   CH  1   NT  Db'        21/128   voff=0
BA   36   CR   171/256   TR  1   CH 16   End of track
