
BA    1   CR         0   TR  0   CH 16   Tempo 129
BA    1   CR         0   TR  0   CH 16   Tempo 129
BA    1   CR         0   TR  0   CH 16   Tempo 129
BA    1   CR         0   TR  1   CH 16   Text type 3: "Tremelo Strings Pan Right"
BA   17   CR    1+3/32   TR  4   CH  4   ST &B3 &0A &44
BA   17   CR     1+1/8   TR  4   CH  4   Channel volume 54
BA   17   CR     1+1/8   TR  4   CH  4   ST &B3 &0A &45
BA   17   CR     1+1/8   TR  6   CH  6   NT  E-          59/96   von=93   voff=93
BA   17   CR    1+5/32   TR  4   CH  4   Channel volume 55
BA   17   CR    1+5/32   TR  4   CH  4   ST &B3 &0A &46
BA   17   CR    1+3/16   TR  4   CH  4   Channel volume 56
BA   17   CR    1+3/16   TR  4   CH  4   ST &B3 &0A &47
BA   17   CR    1+7/32   TR  4   CH  4   Channel volume 57
BA   17   CR   1+11/48   TR  4   CH  4   ST &B3 &0A &48
BA   17   CR     1+1/4   TR  4   CH  4   Channel volume 58
BA   17   CR     1+1/4   TR  6   CH  6   NT  C#--        59/96   voff=93
BA   17   CR     1+1/4   TR 16   CH 16   NT  Eb          23/96   von=102   voff=102
BA   17   CR   1+25/96   TR  4   CH  4   ST &B3 &0A &49
BA   17   CR    1+9/32   TR  4   CH  4   Channel volume 59
BA   17   CR    1+7/24   TR  4   CH  4   ST &B3 &0A &4A
BA   17   CR    1+5/16   TR  4   CH  4   Channel volume 60
BA   17   CR   1+31/96   TR  4   CH  4   ST &B3 &0A &4B
BA   17   CR   1+11/32   TR  4   CH  4   Channel volume 61
BA   17   CR   1+35/96   TR  4   CH  4   ST &B3 &0A &4C
BA   17   CR     1+3/8   TR  4   CH  4   Channel volume 62
BA   17   CR     1+3/8   TR  6   CH  6   NT  Bb--        59/96   von=87   voff=87
BA   17   CR   1+19/48   TR  4   CH  4   ST &B3 &0A &4D
BA   17   CR   1+13/32   TR  4   CH  4   Channel volume 63
BA   17   CR   1+41/96   TR  4   CH  4   ST &B3 &0A &4E
BA   17   CR    1+7/16   TR  4   CH  4   Channel volume 64
BA   17   CR   1+11/24   TR  4   CH  4   ST &B3 &0A &4F
BA   17   CR   1+15/32   TR  4   CH  4   Channel volume 65
BA   17   CR     1+1/2   TR  4   CH  4   Channel volume 66
BA   17   CR     1+1/2   TR  4   CH  4   ST &B3 &0A &50
BA   17   CR     1+1/2   TR 10   CH 10   NT  F#--        23/96   von=57   voff=57
BA   17   CR     1+1/2   TR 16   CH 16   NT  G#--        47/96   von=81   voff=81
BA   17   CR     1+1/2   TR 16   CH 16   NT  E           23/96   von=109   voff=109
BA   17   CR   1+17/32   TR  4   CH  4   Channel volume 67
BA   17   CR   1+17/32   TR  4   CH  4   ST &B3 &0A &51
BA   17   CR    1+9/16   TR  4   CH  4   Channel volume 68
BA   17   CR    1+9/16   TR  4   CH  4   ST &B3 &0A &52
BA   17   CR   1+19/32   TR  4   CH  4   Channel volume 69
BA   17   CR   1+19/32   TR  4   CH  4   ST &B3 &0A &53
BA   17   CR     1+5/8   TR  4   CH  4   Channel volume 70
BA   17   CR     1+5/8   TR  6   CH  6   NT  C#-         59/96   von=84   voff=84
BA   17   CR   1+61/96   TR  4   CH  4   ST &B3 &0A &54
BA   17   CR   1+21/32   TR  4   CH  4   Channel volume 71
BA   17   CR     1+2/3   TR  4   CH  4   ST &B3 &0A &55
BA   17   CR   1+11/16   TR  4   CH  4   Channel volume 72
BA   17   CR   1+67/96   TR  4   CH  4   ST &B3 &0A &56
BA   17   CR   1+23/32   TR  4   CH  4   Channel volume 73
BA   17   CR   1+35/48   TR  4   CH  4   ST &B3 &0A &57
BA   17   CR     1+3/4   TR  4   CH  4   Channel volume 74
BA   17   CR     1+3/4   TR  6   CH  6   NT  G#-         59/96   von=85   voff=85
BA   17   CR     1+3/4   TR  6   CH  6   NT  G--         59/96   voff=85
BA   17   CR     1+3/4   TR 16   CH 16   NT  B-          23/96   von=94   voff=94
BA   17   CR   1+37/48   TR  4   CH  4   ST &B3 &0A &58
BA   17   CR   1+77/96   TR  4   CH  4   ST &B3 &0A &59
BA   17   CR     1+5/6   TR  4   CH  4   ST &B3 &0A &5A
BA   17   CR   1+83/96   TR  4   CH  4   ST &B3 &0A &5B
BA   17   CR   1+29/32   TR  4   CH  4   ST &B3 &0A &5C
BA   17   CR   1+15/16   TR  4   CH  4   ST &B3 &0A &5D
BA   17   CR   1+31/32   TR  4   CH  4   ST &B3 &0A &5E
BA   17   CR         2   TR  4   CH  4   ST &B3 &0A &5F
BA   17   CR         2   TR  6   CH  6   NT  Bb--        59/96   von=81   voff=81
BA   17   CR         2   TR 10   CH 10   NT  Bb          23/96   von=81   voff=81
BA   17   CR         2   TR 16   CH 16   NT  A--         47/96   von=92   voff=92
BA   17   CR         2   TR 16   CH 16   NT  C           23/96   von=105   voff=105
BA   17   CR    2+1/24   TR  4   CH  4   ST &B3 &0A &5E
BA   17   CR    2+7/96   TR  4   CH  4   ST &B3 &0A &5D
BA   17   CR    2+5/48   TR  4   CH  4   ST &B3 &0A &5C
BA   17   CR     2+1/8   TR  6   CH  6   NT  Bb--        47/96   von=80   voff=81
BA   17   CR   2+13/96   TR  4   CH  4   ST &B3 &0A &5B
BA   17   CR     2+1/6   TR  4   CH  4   ST &B3 &0A &5A
BA   17   CR   2+19/96   TR  4   CH  4   ST &B3 &0A &59
BA   17   CR   2+11/48   TR  4   CH  4   ST &B3 &0A &58
BA   17   CR     2+1/4   TR 16   CH 16   NT  A-          23/96   von=95   voff=95
BA   17   CR   2+25/96   TR  4   CH  4   ST &B3 &0A &57
BA   17   CR    2+7/24   TR  4   CH  4   ST &B3 &0A &56
BA   17   CR   2+31/96   TR  4   CH  4   ST &B3 &0A &55
BA   17   CR   2+17/48   TR  4   CH  4   ST &B3 &0A &54
BA   17   CR     2+3/8   TR  6   CH  6   NT  G#-         59/96   von=79   voff=79
BA   17   CR   2+37/96   TR  4   CH  4   ST &B3 &0A &53
BA   17   CR    2+5/12   TR  4   CH  4   ST &B3 &0A &52
BA   17   CR   2+43/96   TR  4   CH  4   ST &B3 &0A &51
BA   17   CR   2+23/48   TR  4   CH  4   ST &B3 &0A &50
BA   17   CR     2+1/2   TR  6   CH  6   NT  D--         59/96   von=77   voff=77
BA   17   CR     2+1/2   TR  6   CH  6   NT  Bb--        11/96   voff=81
BA   17   CR     2+1/2   TR 10   CH 10   NT  C#          23/96   von=96   voff=96
BA   17   CR     2+1/2   TR 16   CH 16   NT  F#--        47/96   von=76   voff=76
BA   17   CR     2+1/2   TR 16   CH 16   NT  A-          23/96   von=81   voff=81
BA   17   CR   2+49/96   TR  4   CH  4   ST &B3 &0A &4F
BA   17   CR   2+13/24   TR  4   CH  4   ST &B3 &0A &4E
BA   17   CR   2+55/96   TR  4   CH  4   ST &B3 &0A &4D
BA   17   CR   2+29/48   TR  4   CH  4   ST &B3 &0A &4C
BA   17   CR   2+61/96   TR  4   CH  4   ST &B3 &0A &4B
BA   17   CR     2+2/3   TR  4   CH  4   ST &B3 &0A &4A
BA   17   CR   2+17/24   TR  4   CH  4   ST &B3 &0A &49
BA   17   CR   2+71/96   TR  4   CH  4   ST &B3 &0A &48
BA   17   CR     2+3/4   TR  6   CH  6   NT  Eb-         59/96   voff=77
BA   17   CR     2+3/4   TR 10   CH 10   NT  C#          23/96   von=83   voff=83
BA   17   CR     2+3/4   TR 16   CH 16   NT  D           23/96   von=96   voff=96
BA   17   CR   2+37/48   TR  4   CH  4   ST &B3 &0A &47
BA   17   CR   2+77/96   TR  4   CH  4   ST &B3 &0A &46
BA   17   CR     2+5/6   TR  4   CH  4   ST &B3 &0A &45
BA   17   CR   2+83/96   TR  4   CH  4   ST &B3 &0A &44
BA   17   CR     2+7/8   TR  6   CH  6   NT  Eb--        59/96   von=75   voff=75
BA   17   CR   2+43/48   TR  4   CH  4   ST &B3 &0A &43
BA   17   CR   2+89/96   TR  4   CH  4   ST &B3 &0A &42
BA   17   CR   2+23/24   TR  4   CH  4   ST &B3 &0A &41
BA   17   CR   2+95/96   TR  4   CH  4   ST &B3 &0A &40
BA   17   CR         3   TR  4   CH  4   Channel volume 38
BA   17   CR         3   TR  4   CH  4   NT  E-          95/96   von=61   voff=61
BA   17   CR         3   TR  4   CH  4   NT  G#-         95/96   von=119   voff=119
BA   17   CR         3   TR  4   CH  4   NT  G#          95/96   von=104   voff=104
BA   17   CR         3   TR  4   CH  4   NT  E           95/96   von=61   voff=61
BA   17   CR         3   TR  6   CH  6   NT  E-          59/96   von=71   voff=71
BA   17   CR         3   TR  6   CH  6   NT  D--         11/96   voff=77
BA   17   CR         3   TR  6   CH  6   NT  G-          59/96   voff=71
BA   17   CR         3   TR 10   CH 10   NT  E--         23/96   von=95   voff=95
BA   17   CR         3   TR 16   CH 16   NT  G#--        47/96   von=88   voff=88
BA   17   CR         3   TR 16   CH 16   NT  G#          23/96   von=101   voff=101
BA   17   CR    3+1/48   TR  4   CH  4   ST &B3 &0A &3F
BA   17   CR    3+1/32   TR  4   CH  4   Channel volume 39
BA   17   CR    3+5/96   TR  4   CH  4   ST &B3 &0A &3E
BA   17   CR    3+1/16   TR  4   CH  4   Channel volume 40
BA   17   CR    3+1/12   TR  4   CH  4   Channel volume 41
BA   17   CR    3+1/12   TR  4   CH  4   ST &B3 &0A &3D
BA   17   CR   3+11/96   TR  4   CH  4   Channel volume 42
BA   17   CR   3+11/96   TR  4   CH  4   ST &B3 &0A &3C
BA   17   CR   3+13/96   TR  4   CH  4   Channel volume 43
BA   17   CR    3+7/48   TR  4   CH  4   ST &B3 &0A &3B
BA   17   CR     3+1/6   TR  4   CH  4   Channel volume 44
BA   17   CR   3+17/96   TR  4   CH  4   ST &B3 &0A &3A
BA   17   CR    3+3/16   TR  4   CH  4   Channel volume 45
BA   17   CR    3+5/24   TR  4   CH  4   ST &B3 &0A &39
BA   17   CR    3+7/32   TR  4   CH  4   Channel volume 46
BA   17   CR   3+23/96   TR  4   CH  4   Channel volume 47
BA   17   CR   3+23/96   TR  4   CH  4   ST &B3 &0A &38
BA   17   CR     3+1/4   TR  6   CH  6   NT  C#-         59/96   von=72   voff=72
BA   17   CR     3+1/4   TR 10   CH 10   NT  E--         23/96   von=72   voff=72
BA   17   CR     3+1/4   TR 16   CH 16   NT  B           23/96   von=109   voff=109
BA   17   CR   3+13/48   TR  4   CH  4   Channel volume 48
BA   17   CR   3+13/48   TR  4   CH  4   ST &B3 &0A &37
BA   17   CR    3+7/24   TR  4   CH  4   Channel volume 49
BA   17   CR   3+29/96   TR  4   CH  4   ST &B3 &0A &36
BA   17   CR   3+31/96   TR  4   CH  4   Channel volume 50
BA   17   CR     3+1/3   TR  4   CH  4   ST &B3 &0A &35
BA   17   CR   3+11/32   TR  4   CH  4   Channel volume 51
BA   17   CR     3+3/8   TR  4   CH  4   Channel volume 52
BA   17   CR     3+3/8   TR  4   CH  4   ST &B3 &0A &34
BA   17   CR     3+3/8   TR  6   CH  6   NT  G--         59/96   von=68   voff=68
BA   17   CR   3+19/48   TR  4   CH  4   Channel volume 53
BA   17   CR   3+13/32   TR  4   CH  4   ST &B3 &0A &33
BA   17   CR   3+41/96   TR  4   CH  4   Channel volume 54
BA   17   CR    3+7/16   TR  4   CH  4   ST &B3 &0A &32
BA   17   CR   3+43/96   TR  4   CH  4   Channel volume 55
BA   17   CR   3+15/32   TR  4   CH  4   ST &B3 &0A &31
BA   17   CR   3+23/48   TR  4   CH  4   Channel volume 56
BA   17   CR     3+1/2   TR  4   CH  4   Channel volume 57
BA   17   CR     3+1/2   TR  4   CH  4   ST &B3 &0A &30
BA   17   CR     3+1/2   TR 10   CH 10   NT  D--         23/96   von=87   voff=87
BA   17   CR     3+1/2   TR 10   CH 10   NT  C#--        23/96   von=95   voff=95
BA   17   CR     3+1/2   TR 16   CH 16   NT  F--         47/96   von=80   voff=80
BA   17   CR     3+1/2   TR 16   CH 16   NT  A           23/96   von=101   voff=101
BA   17   CR   3+17/32   TR  4   CH  4   Channel volume 58
BA   17   CR   3+17/32   TR  4   CH  4   ST &B3 &0A &2F
BA   17   CR    3+9/16   TR  4   CH  4   Channel volume 59
BA   17   CR    3+9/16   TR  4   CH  4   ST &B3 &0A &2E
BA   17   CR    3+7/12   TR  4   CH  4   Channel volume 60
BA   17   CR   3+19/32   TR  4   CH  4   ST &B3 &0A &2D
BA   17   CR   3+59/96   TR  4   CH  4   Channel volume 61
BA   17   CR     3+5/8   TR  4   CH  4   ST &B3 &0A &2C
BA   17   CR     3+5/8   TR  6   CH  6   NT  A--         59/96   von=69   voff=69
BA   17   CR   3+61/96   TR  4   CH  4   Channel volume 62
BA   17   CR   3+21/32   TR  4   CH  4   ST &B3 &0A &2B
BA   17   CR     3+2/3   TR  4   CH  4   Channel volume 63
BA   17   CR   3+11/16   TR  4   CH  4   Channel volume 64
BA   17   CR   3+11/16   TR  4   CH  4   ST &B3 &0A &2A
BA   17   CR   3+23/32   TR  4   CH  4   Channel volume 65
BA   17   CR   3+23/32   TR  4   CH  4   ST &B3 &0A &29
BA   17   CR   3+71/96   TR  4   CH  4   Channel volume 66
BA   17   CR     3+3/4   TR  4   CH  4   ST &B3 &0A &28
BA   17   CR     3+3/4   TR 16   CH 16   NT  F           23/96   von=94   voff=94
BA   17   CR   3+37/48   TR  4   CH  4   Channel volume 67
BA   17   CR   3+25/32   TR  4   CH  4   ST &B3 &0A &27
BA   17   CR   3+19/24   TR  4   CH  4   Channel volume 68
BA   17   CR   3+13/16   TR  4   CH  4   ST &B3 &0A &26
BA   17   CR   3+79/96   TR  4   CH  4   Channel volume 69
BA   17   CR   3+27/32   TR  4   CH  4   Channel volume 70
BA   17   CR   3+27/32   TR  4   CH  4   ST &B3 &0A &25
BA   17   CR     3+7/8   TR  4   CH  4   Channel volume 71
BA   17   CR     3+7/8   TR  4   CH  4   ST &B3 &0A &24
BA   17   CR   3+43/48   TR  4   CH  4   Channel volume 72
BA   17   CR   3+89/96   TR  4   CH  4   Channel volume 73
BA   17   CR   3+91/96   TR  4   CH  4   Channel volume 74
BA   17   CR   3+47/48   TR  4   CH  4   Channel volume 75

BA   18   CR         0   TR  4   CH  4   Channel volume 76
BA   18   CR         0   TR  4   CH  4   Instrument 80
BA   18   CR         0   TR  4   CH  4   ST &B3 &0A &22
BA   18   CR         0   TR  6   CH  6   NT  E--         59/96   voff=69
BA   18   CR         0   TR 10   CH 10   NT  E--         11/96   von=80   voff=80
BA   18   CR         0   TR 16   CH 16   NT  B           23/96   von=104   voff=104
BA   18   CR       1/8   TR  6   CH  6   NT  C-          59/96   von=68   voff=68
BA   18   CR       1/8   TR  6   CH  6   NT  F-          59/96   voff=68
BA   18   CR       1/8   TR 10   CH 10   NT  E--         11/96   von=74   voff=74
BA   18   CR       1/4   TR  6   CH  6   NT  G#--        59/96   von=62   voff=62
BA   18   CR       1/4   TR 10   CH 10   NT  E--         11/96   von=71   voff=71
BA   18   CR       1/4   TR 16   CH 16   NT  D--         23/96   von=71   voff=71
BA   18   CR       1/4   TR 16   CH 16   NT  D           23/96   von=88   voff=88
BA   18   CR       3/8   TR  6   CH  6   NT  C-          35/96   von=68   voff=68
BA   18   CR       3/8   TR 10   CH 10   NT  E--         11/96   von=68   voff=68
BA   18   CR       1/2   TR 10   CH 10   NT  E--         11/96   von=53   voff=53
BA   18   CR       1/2   TR 16   CH 16   NT  F--         23/96   von=73   voff=73
BA   18   CR       1/2   TR 16   CH 16   NT  F           23/96   von=95   voff=95
BA   18   CR       5/8   TR  6   CH  6   NT  C#          59/96   von=69   voff=69
BA   18   CR       5/8   TR 10   CH 10   NT  E--         11/96   voff=53
BA   18   CR       3/4   TR 10   CH 10   NT  E--         11/96   von=61   voff=61
BA   18   CR       3/4   TR 16   CH 16   NT  G#--        23/96   von=77   voff=77
BA   18   CR       3/4   TR 16   CH 16   NT  G#          23/96   von=99   voff=99
BA   18   CR       7/8   TR  6   CH  6   NT  D-          59/96   von=72   voff=72
BA   18   CR       7/8   TR 10   CH 10   NT  E--         11/96   von=67   voff=67
BA   18   CR         1   TR  6   CH  6   NT  G#--        59/96   von=61   voff=61
BA   18   CR         1   TR 16   CH 16   NT  B--         23/96   von=83   voff=83
BA   18   CR         1   TR 16   CH 16   NT  B           23/96   von=105   voff=105
BA   18   CR     1+1/8   TR  6   CH  6   NT  E--         59/96   von=74   voff=74
BA   18   CR     1+1/8   TR 10   CH 10   NT  E--         11/96   von=73   voff=73
BA   18   CR     1+1/4   TR  6   CH  6   NT  G#-         59/96   von=61   voff=61
BA   18   CR     1+1/4   TR 10   CH 10   NT  E--         11/96   von=72   voff=72
BA   18   CR     1+1/4   TR 16   CH 16   NT  G#--        23/96   von=86   voff=86
BA   18   CR     1+1/4   TR 16   CH 16   NT  G#          23/96   von=96   voff=96
BA   18   CR     1+3/8   TR  6   CH  6   NT  B--         59/96   von=77   voff=77
BA   18   CR     1+3/8   TR 10   CH 10   NT  E--         11/96   von=70   voff=70
BA   18   CR     1+1/2   TR 10   CH 10   NT  E--         11/96   von=68   voff=68
BA   18   CR     1+1/2   TR 16   CH 16   NT  B--         23/96   von=91   voff=91
BA   18   CR     1+1/2   TR 16   CH 16   NT  F           23/96   von=90   voff=90
BA   18   CR     1+5/8   TR  6   CH  6   NT  Bb-         59/96   von=81   voff=81
BA   18   CR     1+5/8   TR 10   CH 10   NT  E--         11/96   von=66   voff=66
BA   18   CR     1+3/4   TR  6   CH  6   NT  E-          59/96   von=84   voff=84
BA   18   CR     1+3/4   TR 10   CH 10   NT  E--         11/96   von=53   voff=53
BA   18   CR     1+3/4   TR 16   CH 16   NT  D-          23/96   von=88   voff=88
BA   18   CR     1+3/4   TR 16   CH 16   NT  D           23/96   von=89   voff=89
BA   18   CR     1+7/8   TR 10   CH 10   NT  E--         11/96   von=61   voff=61
BA   18   CR         2   TR 16   CH 16   NT  F-          23/96   von=88   voff=88
BA   18   CR         2   TR 16   CH 16   NT  B-          23/96   von=89   voff=89
BA   18   CR     2+1/8   TR  6   CH  6   NT  A--         59/96   von=88   voff=88
BA   18   CR     2+1/4   TR 16   CH 16   NT  G#-         23/96   von=88   voff=88
BA   18   CR     2+3/8   TR  6   CH  6   NT  E--         59/96   von=92   voff=92
BA   18   CR     2+1/2   TR 16   CH 16   NT  B-          23/96   von=80   voff=80
BA   18   CR     2+1/2   TR 16   CH 16   NT  F-          23/96   von=88   voff=88
BA   18   CR     2+5/8   TR  6   CH  6   NT  C-          59/96   von=94   voff=94
BA   18   CR     2+5/8   TR  6   CH  6   NT  G-          59/96   voff=94
BA   18   CR     2+3/4   TR 16   CH 16   NT  G#-         23/96   von=75   voff=75
BA   18   CR     2+3/4   TR 16   CH 16   NT  D-          23/96   von=88   voff=88
BA   18   CR     2+7/8   TR  6   CH  6   NT  F#--        59/96   voff=94
BA   18   CR         3   TR 16   CH 16   NT  F-          23/96   von=70   voff=70
BA   18   CR         3   TR 16   CH 16   NT  B--         23/96   von=88   voff=88
BA   18   CR     3+1/8   TR  6   CH  6   NT  Bb--        59/96   von=88   voff=88
BA   18   CR     3+1/4   TR 16   CH 16   NT  D-          23/96   von=66   voff=66
BA   18   CR     3+1/4   TR 16   CH 16   NT  G#--        23/96   von=88   voff=88
BA   18   CR     3+3/8   TR  6   CH  6   NT  A-          59/96   von=72   voff=72
BA   18   CR     3+1/2   TR  6   CH  6   NT  F#--        59/96   von=84   voff=84
BA   18   CR     3+1/2   TR  6   CH  6   NT  D-          59/96   voff=84
BA   18   CR     3+1/2   TR 16   CH 16   NT  B--         23/96   von=63   voff=63
BA   18   CR     3+1/2   TR 16   CH 16   NT  F--         23/96   von=88   voff=88
BA   18   CR     3+3/4   TR 16   CH 16   NT  G#--        23/96   von=57   voff=57
BA   18   CR     3+3/4   TR 16   CH 16   NT  D--         23/96   von=91   voff=91

BA   19   CR         0   TR  5   CH  5   Instrument 82
BA   19   CR         0   TR  5   CH  5   NT  A---        23/96   von=92   voff=92
BA   19   CR         0   TR 10   CH 10   NT  A           23/96   von=57   voff=57
BA   19   CR         0   TR 10   CH 10   NT  C--         23/96   von=95   voff=95
BA   19   CR         0   TR 12   CH 12   NT  F#        7+95/96   von=127   voff=127
BA   19   CR      1/32   TR 12   CH 12   ST &BB &0A &6C
BA   19   CR      5/96   TR 12   CH 12   ST &BB &0A &6B
BA   19   CR      7/96   TR 12   CH 12   ST &BB &0A &6A
BA   19   CR      3/32   TR 12   CH 12   ST &BB &0A &69
BA   19   CR     11/96   TR 12   CH 12   ST &BB &0A &68
BA   19   CR       1/8   TR 12   CH 12   ST &EB &73 &3F
BA   19   CR     13/96   TR 12   CH 12   ST &BB &0A &67
BA   19   CR      5/32   TR 12   CH 12   ST &BB &0A &66
BA   19   CR      3/16   TR 12   CH 12   ST &BB &0A &65
BA   19   CR      5/24   TR 12   CH 12   ST &BB &0A &64
BA   19   CR     11/48   TR 12   CH 12   ST &BB &0A &63
BA   19   CR       1/4   TR  5   CH  5   NT  B---        23/96   von=96   voff=96
BA   19   CR       1/4   TR 10   CH 10   NT  C--         23/96   von=49   voff=49
BA   19   CR       1/4   TR 12   CH 12   ST &BB &0A &62
BA   19   CR       1/4   TR 12   CH 12   ST &EB &6C &3F
BA   19   CR     13/48   TR 12   CH 12   ST &BB &0A &61
BA   19   CR      7/24   TR 12   CH 12   ST &BB &0A &60
BA   19   CR      5/16   TR 12   CH 12   ST &BB &0A &5F
BA   19   CR       1/3   TR 12   CH 12   ST &BB &0A &5E
BA   19   CR     35/96   TR 12   CH 12   ST &BB &0A &5D
BA   19   CR       3/8   TR  6   CH  6   NT  E-          59/96   von=67   voff=67
BA   19   CR       3/8   TR  6   CH  6   NT  A--         59/96   voff=67
BA   19   CR     37/96   TR 12   CH 12   ST &BB &0A &5C
BA   19   CR     13/32   TR 12   CH 12   ST &BB &0A &5B
BA   19   CR     41/96   TR 12   CH 12   ST &BB &0A &5A
BA   19   CR     43/96   TR 12   CH 12   ST &BB &0A &59
BA   19   CR     15/32   TR 12   CH 12   ST &BB &0A &58
BA   19   CR     47/96   TR 12   CH 12   ST &BB &0A &57
BA   19   CR       1/2   TR  5   CH  5   NT  A---        23/96   von=98   voff=98
BA   19   CR       1/2   TR  6   CH  6   NT  A-          59/96   von=66   voff=66
BA   19   CR       1/2   TR 10   CH 10   NT  Bb          23/96   voff=49
BA   19   CR       1/2   TR 10   CH 10   NT  C           23/96   von=86   voff=86
BA   19   CR       1/2   TR 12   CH 12   ST &EB &65 &3F
BA   19   CR     25/48   TR 12   CH 12   ST &BB &0A &56
BA   19   CR     13/24   TR 12   CH 12   ST &BB &0A &55
BA   19   CR      9/16   TR 12   CH 12   ST &BB &0A &54
BA   19   CR      7/12   TR 12   CH 12   ST &BB &0A &53
BA   19   CR     29/48   TR 12   CH 12   ST &BB &0A &52
BA   19   CR       5/8   TR 12   CH 12   ST &BB &0A &51
BA   19   CR       5/8   TR 12   CH 12   ST &EB &5E &3F
BA   19   CR     31/48   TR 12   CH 12   ST &BB &0A &50
BA   19   CR       2/3   TR 12   CH 12   ST &BB &0A &4F
BA   19   CR     67/96   TR 12   CH 12   ST &BB &0A &4E
BA   19   CR     23/32   TR 12   CH 12   ST &BB &0A &4D
BA   19   CR     71/96   TR 12   CH 12   ST &BB &0A &4C
BA   19   CR       3/4   TR  5   CH  5   NT  G#---       23/96   von=101   voff=101
BA   19   CR       3/4   TR  6   CH  6   NT  G-          59/96   voff=66
BA   19   CR       3/4   TR  6   CH  6   NT  D-          59/96   voff=66
BA   19   CR       3/4   TR 10   CH 10   NT  C#          23/96   von=97   voff=97
BA   19   CR       3/4   TR 12   CH 12   ST &EB &58 &3F
BA   19   CR     73/96   TR 12   CH 12   ST &BB &0A &4B
BA   19   CR     25/32   TR 12   CH 12   ST &BB &0A &4A
BA   19   CR     77/96   TR 12   CH 12   ST &BB &0A &49
BA   19   CR     79/96   TR 12   CH 12   ST &BB &0A &48
BA   19   CR     41/48   TR 12   CH 12   ST &BB &0A &47
BA   19   CR       7/8   TR  6   CH  6   NT  Bb-         59/96   voff=66
BA   19   CR       7/8   TR 12   CH 12   ST &BB &0A &46
BA   19   CR       7/8   TR 12   CH 12   ST &EB &51 &3F
BA   19   CR     43/48   TR 12   CH 12   ST &BB &0A &45
BA   19   CR     11/12   TR 12   CH 12   ST &BB &0A &44
BA   19   CR     15/16   TR 12   CH 12   ST &BB &0A &43
BA   19   CR     23/24   TR 12   CH 12   ST &BB &0A &42
BA   19   CR     47/48   TR 12   CH 12   ST &BB &0A &41
BA   19   CR         1   TR  5   CH  5   NT  A---        23/96   von=100   voff=100
BA   19   CR         1   TR 10   CH 10   NT  A           23/96   von=57   voff=57
BA   19   CR         1   TR 12   CH 12   ST &BB &0A &40
BA   19   CR    1+1/32   TR 12   CH 12   ST &BB &0A &3F
BA   19   CR    1+5/96   TR 12   CH 12   ST &BB &0A &3E
BA   19   CR    1+7/96   TR 12   CH 12   ST &BB &0A &3D
BA   19   CR    1+3/32   TR 12   CH 12   ST &BB &0A &3C
BA   19   CR   1+11/96   TR 12   CH 12   ST &BB &0A &3B
BA   19   CR     1+1/8   TR 12   CH 12   ST &EB &4A &3F
BA   19   CR   1+13/96   TR 12   CH 12   ST &BB &0A &3A
BA   19   CR    1+5/32   TR 12   CH 12   ST &BB &0A &39
BA   19   CR    1+3/16   TR 12   CH 12   ST &BB &0A &38
BA   19   CR    1+5/24   TR 12   CH 12   ST &BB &0A &37
BA   19   CR   1+11/48   TR 12   CH 12   ST &BB &0A &36
BA   19   CR     1+1/4   TR  5   CH  5   NT  B---        23/96   von=96   voff=96
BA   19   CR     1+1/4   TR  6   CH  6   NT  G#--        59/96   von=68   voff=68
BA   19   CR     1+1/4   TR 12   CH 12   ST &BB &0A &35
BA   19   CR     1+1/4   TR 12   CH 12   ST &EB &3C &3F
BA   19   CR   1+13/48   TR 12   CH 12   ST &BB &0A &34
BA   19   CR    1+7/24   TR 12   CH 12   ST &BB &0A &33
BA   19   CR    1+5/16   TR 12   CH 12   ST &BB &0A &32
BA   19   CR     1+1/3   TR 12   CH 12   ST &BB &0A &31
BA   19   CR   1+35/96   TR 12   CH 12   ST &BB &0A &30
BA   19   CR     1+3/8   TR 12   CH 12   ST &EB &35 &3F
BA   19   CR   1+37/96   TR 12   CH 12   ST &BB &0A &2F
BA   19   CR   1+13/32   TR 12   CH 12   ST &BB &0A &2E
BA   19   CR   1+41/96   TR 12   CH 12   ST &BB &0A &2D
BA   19   CR   1+43/96   TR 12   CH 12   ST &BB &0A &2C
BA   19   CR   1+15/32   TR 12   CH 12   ST &BB &0A &2B
BA   19   CR   1+47/96   TR 12   CH 12   ST &BB &0A &2A
BA   19   CR     1+1/2   TR  5   CH  5   NT  A---        23/96   von=93   voff=93
BA   19   CR     1+1/2   TR  6   CH  6   NT  Bb--        59/96   von=70   voff=70
BA   19   CR     1+1/2   TR 10   CH 10   NT  Bb          23/96   von=49   voff=49
BA   19   CR     1+1/2   TR 12   CH 12   ST &EB &1A &3F
BA   19   CR   1+25/48   TR 12   CH 12   ST &BB &0A &29
BA   19   CR   1+13/24   TR 12   CH 12   ST &BB &0A &28
BA   19   CR    1+9/16   TR 12   CH 12   ST &BB &0A &27
BA   19   CR    1+7/12   TR 12   CH 12   ST &BB &0A &26
BA   19   CR   1+29/48   TR 12   CH 12   ST &BB &0A &25
BA   19   CR     1+5/8   TR 12   CH 12   ST &BB &0A &24
BA   19   CR     1+5/8   TR 12   CH 12   ST &EB &06 &3F
BA   19   CR   1+31/48   TR 12   CH 12   ST &BB &0A &23
BA   19   CR     1+2/3   TR 12   CH 12   ST &BB &0A &22
BA   19   CR   1+67/96   TR 12   CH 12   ST &BB &0A &21
