
BA    1   CR         0   TR  0   CH 16   Tempo 138
BA    1   CR         0   TR  0   CH 16   Tempo 138
BA    1   CR         0   TR  0   CH 16   Tempo 138
BA    1   CR         0   TR  1   CH 16   Text type 3: "Piano Beginning"
BA   25   CR     2+1/2   TR  8   CH  8   NT  D'          23/96   von=92   voff=92
BA   25   CR     2+1/2   TR  9   CH  9   NT  D'          23/96   von=92   voff=92
BA   25   CR     2+1/2   TR 10   CH 10   NT  Bb--        11/96   von=58   voff=58
BA   25   CR     2+3/4   TR  4   CH  4   NT  F#--        23/96   voff=82
BA   25   CR     2+3/4   TR 10   CH 10   NT  C#          23/96   von=61   voff=61
BA   25   CR         3   TR 10   CH 10   NT  E--         11/96   von=40   voff=40
BA   25   CR         3   TR 10   CH 10   NT  F#--        11/96   von=59   voff=59
BA   25   CR         3   TR 10   CH 10   NT  G#--        11/96   von=71   voff=71
BA   25   CR         3   TR 10   CH 10   NT  Eb--        11/96   voff=71
BA   25   CR     3+1/4   TR  5   CH  5   NT  D           23/96   von=77   voff=77
BA   25   CR     3+1/4   TR  5   CH  5   NT  A-          23/96   voff=77
BA   25   CR     3+1/4   TR  6   CH  6   NT  D           23/96   von=77   voff=77
BA   25   CR     3+1/4   TR  6   CH  6   NT  A-          23/96   voff=77
BA   25   CR     3+1/4   TR  8   CH  8   NT  A           23/96   von=78   voff=78
BA   25   CR     3+1/4   TR  9   CH  9   NT  A           23/96   von=78   voff=78
BA   25   CR     3+1/4   TR 10   CH 10   NT  G#--        11/96   voff=71
BA   25   CR     3+1/2   TR  4   CH  4   NT  G--         23/96   voff=82
BA   25   CR     3+1/2   TR 10   CH 10   NT  C           23/96   von=61   voff=61
BA   25   CR     3+1/2   TR 10   CH 10   NT  C--         11/96   von=77   voff=77
BA   25   CR     3+1/2   TR 10   CH 10   NT  Bb--        11/96   von=58   voff=58
BA   25   CR     3+3/4   TR  8   CH  8   NT  F#          23/96   voff=78
BA   25   CR     3+3/4   TR  9   CH  9   NT  F#          23/96   voff=78

BA   26   CR         0   TR  4   CH  4   NT  G--         23/96   von=67   voff=67
BA   26   CR         0   TR  5   CH  5   NT  A-          23/96   von=81   voff=81
BA   26   CR         0   TR  5   CH  5   NT  C#          23/96   voff=81
BA   26   CR         0   TR  6   CH  6   NT  A-          23/96   von=81   voff=81
BA   26   CR         0   TR  6   CH  6   NT  C#          23/96   voff=81
BA   26   CR         0   TR  8   CH  8   NT  B           23/96   voff=78
BA   26   CR         0   TR  9   CH  9   NT  B           23/96   voff=78
BA   26   CR         0   TR 10   CH 10   NT  C--         11/96   von=77   voff=77
BA   26   CR         0   TR 10   CH 10   NT  G#--        11/96   von=71   voff=71
BA   26   CR       1/4   TR  4   CH  4   NT  G#--        23/96   von=82   voff=82
BA   26   CR       1/4   TR  5   CH  5   NT  D           23/96   von=93   voff=93
BA   26   CR       1/4   TR  5   CH  5   NT  A-          23/96   voff=93
BA   26   CR       1/4   TR  6   CH  6   NT  D           23/96   von=93   voff=93
BA   26   CR       1/4   TR  6   CH  6   NT  A-          23/96   voff=93
BA   26   CR       1/4   TR  8   CH  8   NT  B           23/96   voff=78
BA   26   CR       1/4   TR  9   CH  9   NT  B           23/96   voff=78
BA   26   CR       1/4   TR 10   CH 10   NT  G#--        11/96   voff=71
BA   26   CR       1/2   TR 10   CH 10   NT  Bb--        11/96   von=58   voff=58
BA   26   CR       3/4   TR  4   CH  4   NT  G#--        23/96   von=57   voff=57
BA   26   CR       3/4   TR  5   CH  5   NT  D           23/96   von=100   voff=100
BA   26   CR       3/4   TR  5   CH  5   NT  A-          23/96   voff=100
BA   26   CR       3/4   TR  6   CH  6   NT  D           23/96   von=100   voff=100
BA   26   CR       3/4   TR  6   CH  6   NT  A-          23/96   voff=100
BA   26   CR       3/4   TR  8   CH  8   NT  B           23/96   voff=78
BA   26   CR       3/4   TR  9   CH  9   NT  B           23/96   voff=78
BA   26   CR       3/4   TR 10   CH 10   NT  C#          23/96   von=61   voff=61
BA   26   CR       3/4   TR 10   CH 10   NT  C--         11/96   von=76   voff=76
BA   26   CR         1   TR  4   CH  4   NT  A--         23/96   von=82   voff=82
BA   26   CR         1   TR 10   CH 10   NT  E--         11/96   von=40   voff=40
BA   26   CR         1   TR 10   CH 10   NT  F#--        11/96   von=59   voff=59
BA   26   CR         1   TR 10   CH 10   NT  G#--        11/96   von=71   voff=71
BA   26   CR         1   TR 10   CH 10   NT  Eb--        11/96   von=72   voff=72
BA   26   CR     1+1/4   TR  5   CH  5   NT  D           23/96   von=101   voff=101
BA   26   CR     1+1/4   TR  5   CH  5   NT  A-          23/96   voff=101
BA   26   CR     1+1/4   TR  6   CH  6   NT  D           23/96   von=101   voff=101
BA   26   CR     1+1/4   TR  6   CH  6   NT  A-          23/96   voff=101
BA   26   CR     1+1/4   TR  8   CH  8   NT  B           23/96   von=55   voff=55
BA   26   CR     1+1/4   TR  9   CH  9   NT  B           23/96   von=55   voff=55
BA   26   CR     1+1/4   TR 10   CH 10   NT  G#--        11/96   von=71   voff=71
BA   26   CR     1+1/2   TR  4   CH  4   NT  A--         23/96   voff=82
BA   26   CR     1+1/2   TR  5   CH  5   NT  A-          23/96   voff=101
BA   26   CR     1+1/2   TR  5   CH  5   NT  D           23/96   voff=101
BA   26   CR     1+1/2   TR  6   CH  6   NT  A-          23/96   voff=101
BA   26   CR     1+1/2   TR  6   CH  6   NT  D           23/96   voff=101
BA   26   CR     1+1/2   TR  8   CH  8   NT  Bb          23/96   von=78   voff=78
BA   26   CR     1+1/2   TR  9   CH  9   NT  Bb          23/96   von=78   voff=78
BA   26   CR     1+1/2   TR 10   CH 10   NT  C           23/96   von=61   voff=61
BA   26   CR     1+1/2   TR 10   CH 10   NT  Bb--        11/96   von=58   voff=58
BA   26   CR     1+3/4   TR  8   CH  8   NT  B           23/96   voff=78
BA   26   CR     1+3/4   TR  9   CH  9   NT  B           23/96   voff=78
BA   26   CR         2   TR  4   CH  4   NT  C--         23/96   voff=82
BA   26   CR         2   TR 10   CH 10   NT  C--         11/96   von=77   voff=77
BA   26   CR         2   TR 10   CH 10   NT  G#--        11/96   von=71   voff=71
BA   26   CR     2+1/4   TR 10   CH 10   NT  G#--        11/96   voff=71
BA   26   CR     2+1/2   TR  5   CH  5   NT  C           23/96   von=78   voff=78
BA   26   CR     2+1/2   TR  5   CH  5   NT  G-          23/96   voff=78
BA   26   CR     2+1/2   TR  6   CH  6   NT  C           23/96   von=78   voff=78
BA   26   CR     2+1/2   TR  6   CH  6   NT  G-          23/96   voff=78
BA   26   CR     2+1/2   TR  8   CH  8   NT  C'          23/96   von=102   voff=102
BA   26   CR     2+1/2   TR  9   CH  9   NT  C'          23/96   von=102   voff=102
BA   26   CR     2+1/2   TR 10   CH 10   NT  Bb--        11/96   von=58   voff=58
BA   26   CR     2+3/4   TR  4   CH  4   NT  E--         23/96   voff=82
BA   26   CR     2+3/4   TR 10   CH 10   NT  C#          23/96   von=61   voff=61
BA   26   CR         3   TR 10   CH 10   NT  E--         11/96   von=40   voff=40
BA   26   CR         3   TR 10   CH 10   NT  F#--        11/96   von=59   voff=59
BA   26   CR         3   TR 10   CH 10   NT  G#--        11/96   von=71   voff=71
BA   26   CR         3   TR 10   CH 10   NT  Eb--        11/96   von=68   voff=68
BA   26   CR     3+1/4   TR  5   CH  5   NT  G-          23/96   von=74   voff=74
BA   26   CR     3+1/4   TR  5   CH  5   NT  C           23/96   voff=74
BA   26   CR     3+1/4   TR  6   CH  6   NT  G-          23/96   von=74   voff=74
BA   26   CR     3+1/4   TR  6   CH  6   NT  C           23/96   voff=74
BA   26   CR     3+1/4   TR  8   CH  8   NT  G           23/96   von=78   voff=78
BA   26   CR     3+1/4   TR  9   CH  9   NT  G           23/96   von=78   voff=78
BA   26   CR     3+1/4   TR 10   CH 10   NT  G#--        11/96   von=71   voff=71
BA   26   CR     3+1/2   TR  4   CH  4   NT  G--         23/96   voff=82
BA   26   CR     3+1/2   TR 10   CH 10   NT  C           23/96   von=61   voff=61
BA   26   CR     3+1/2   TR 10   CH 10   NT  C--         11/96   von=78   voff=78
BA   26   CR     3+1/2   TR 10   CH 10   NT  Bb--        11/96   von=58   voff=58
BA   26   CR     3+3/4   TR  8   CH  8   NT  E           23/96   voff=78
BA   26   CR     3+3/4   TR  9   CH  9   NT  E           23/96   voff=78

BA   27   CR         0   TR  4   CH  4   NT  G--         23/96   voff=82
BA   27   CR         0   TR  5   CH  5   NT  G-          23/96   von=81   voff=81
BA   27   CR         0   TR  5   CH  5   NT  B-          23/96   voff=81
BA   27   CR         0   TR  6   CH  6   NT  G-          23/96   von=81   voff=81
BA   27   CR         0   TR  6   CH  6   NT  B-          23/96   voff=81
BA   27   CR         0   TR  8   CH  8   NT  G           23/96   voff=78
BA   27   CR         0   TR  9   CH  9   NT  G           23/96   voff=78
BA   27   CR         0   TR 10   CH 10   NT  C--         11/96   von=77   voff=77
BA   27   CR         0   TR 10   CH 10   NT  G#--        11/96   von=71   voff=71
BA   27   CR       1/4   TR  4   CH  4   NT  G--         23/96   voff=82
BA   27   CR       1/4   TR  5   CH  5   NT  G-          23/96   von=93   voff=93
BA   27   CR       1/4   TR  5   CH  5   NT  C           23/96   voff=93
BA   27   CR       1/4   TR  6   CH  6   NT  G-          23/96   von=93   voff=93
BA   27   CR       1/4   TR  6   CH  6   NT  C           23/96   voff=93
BA   27   CR       1/4   TR  8   CH  8   NT  G           23/96   voff=78
BA   27   CR       1/4   TR  9   CH  9   NT  G           23/96   voff=78
BA   27   CR       1/4   TR 10   CH 10   NT  G#--        11/96   voff=71
BA   27   CR       1/2   TR 10   CH 10   NT  Bb--        11/96   von=58   voff=58
BA   27   CR       3/4   TR  4   CH  4   NT  C-          23/96   voff=82
BA   27   CR       3/4   TR  5   CH  5   NT  C           23/96   von=99   voff=99
BA   27   CR       3/4   TR  5   CH  5   NT  G-          23/96   voff=99
BA   27   CR       3/4   TR  6   CH  6   NT  C           23/96   von=99   voff=99
BA   27   CR       3/4   TR  6   CH  6   NT  G-          23/96   voff=99
BA   27   CR       3/4   TR  8   CH  8   NT  G           23/96   voff=78
BA   27   CR       3/4   TR  9   CH  9   NT  G           23/96   voff=78
BA   27   CR       3/4   TR 10   CH 10   NT  C#          23/96   von=61   voff=61
BA   27   CR       3/4   TR 10   CH 10   NT  C--         11/96   von=76   voff=76
BA   27   CR         1   TR 10   CH 10   NT  E--         11/96   von=40   voff=40
BA   27   CR         1   TR 10   CH 10   NT  F#--        11/96   von=59   voff=59
BA   27   CR         1   TR 10   CH 10   NT  G#--        11/96   von=71   voff=71
BA   27   CR         1   TR 10   CH 10   NT  Eb--        11/96   von=72   voff=72
BA   27   CR     1+1/4   TR  2   CH  2   NT  E           23/96   von=83   voff=83
BA   27   CR     1+1/4   TR  3   CH  3   NT  E           23/96   von=83   voff=83
BA   27   CR     1+1/4   TR  4   CH  4   NT  G--         23/96   voff=82
BA   27   CR     1+1/4   TR  5   CH  5   NT  G-          23/96   von=90   voff=90
BA   27   CR     1+1/4   TR  5   CH  5   NT  C           23/96   voff=90
BA   27   CR     1+1/4   TR  6   CH  6   NT  G-          23/96   von=90   voff=90
BA   27   CR     1+1/4   TR  6   CH  6   NT  C           23/96   voff=90
BA   27   CR     1+1/4   TR 10   CH 10   NT  G#--        11/96   von=71   voff=71
BA   27   CR     1+1/2   TR  2   CH  2   NT  F           23/96   von=82   voff=82
BA   27   CR     1+1/2   TR  3   CH  3   NT  F           23/96   von=82   voff=82
BA   27   CR     1+1/2   TR  4   CH  4   NT  E--         23/96   von=71   voff=71
BA   27   CR     1+1/2   TR  5   CH  5   NT  G-          23/96   von=77   voff=77
BA   27   CR     1+1/2   TR  5   CH  5   NT  C           23/96   voff=77
BA   27   CR     1+1/2   TR  6   CH  6   NT  G-          23/96   von=77   voff=77
BA   27   CR     1+1/2   TR  6   CH  6   NT  C           23/96   voff=77
BA   27   CR     1+1/2   TR 10   CH 10   NT  C           23/96   von=61   voff=61
BA   27   CR     1+1/2   TR 10   CH 10   NT  Bb--        11/96   von=58   voff=58
BA   27   CR     1+3/4   TR  2   CH  2   NT  F#          23/96   von=83   voff=83
BA   27   CR     1+3/4   TR  3   CH  3   NT  F#          23/96   von=83   voff=83
BA   27   CR         2   TR  2   CH  2   NT  G           23/96   voff=83
BA   27   CR         2   TR  3   CH  3   NT  G           23/96   voff=83
BA   27   CR         2   TR  4   CH  4   NT  E--         23/96   von=82   voff=82
BA   27   CR         2   TR 10   CH 10   NT  C--         11/96   von=77   voff=77
BA   27   CR         2   TR 10   CH 10   NT  G#--        11/96   von=71   voff=71
BA   27   CR     2+1/4   TR 10   CH 10   NT  G#--        11/96   voff=71
BA   27   CR     2+1/2   TR  2   CH  2   NT  F#          23/96   von=73   voff=73
BA   27   CR     2+1/2   TR  3   CH  3   NT  F#          23/96   von=73   voff=73
BA   27   CR     2+1/2   TR 10   CH 10   NT  Bb--        11/96   von=58   voff=58
BA   27   CR     2+3/4   TR  2   CH  2   NT  G           23/96   von=84   voff=84
BA   27   CR     2+3/4   TR  3   CH  3   NT  G           23/96   von=84   voff=84
BA   27   CR     2+3/4   TR  4   CH  4   NT  G--         23/96   voff=82
BA   27   CR     2+3/4   TR  5   CH  5   NT  G           23/96   von=105   voff=105
BA   27   CR     2+3/4   TR  6   CH  6   NT  G           23/96   von=105   voff=105
BA   27   CR     2+3/4   TR 10   CH 10   NT  C#          23/96   von=61   voff=61
BA   27   CR         3   TR 10   CH 10   NT  E--         11/96   von=40   voff=40
BA   27   CR         3   TR 10   CH 10   NT  F#--        11/96   von=59   voff=59
BA   27   CR         3   TR 10   CH 10   NT  G#--        11/96   von=71   voff=71
BA   27   CR         3   TR 10   CH 10   NT  Eb--        11/96   voff=71
BA   27   CR     3+1/4   TR 10   CH 10   NT  G#--        11/96   voff=71
BA   27   CR     3+1/2   TR  2   CH  2   NT  G           23/96   von=52   voff=52
BA   27   CR     3+1/2   TR  2   CH  2   NT  B           23/96   von=87   voff=87
BA   27   CR     3+1/2   TR  3   CH  3   NT  G           23/96   von=52   voff=52
BA   27   CR     3+1/2   TR  3   CH  3   NT  B           23/96   von=87   voff=87
BA   27   CR     3+1/2   TR  4   CH  4   NT  B--         23/96   voff=82
BA   27   CR     3+1/2   TR  5   CH  5   NT  G           23/96   voff=105
BA   27   CR     3+1/2   TR  6   CH  6   NT  G           23/96   voff=105
BA   27   CR     3+1/2   TR 10   CH 10   NT  C           23/96   von=61   voff=61
BA   27   CR     3+1/2   TR 10   CH 10   NT  C--         11/96   von=77   voff=77
BA   27   CR     3+1/2   TR 10   CH 10   NT  Bb--        11/96   von=58   voff=58

BA   28   CR         0   TR  2   CH  2   NT  F#          23/96   von=51   voff=51
BA   28   CR         0   TR  2   CH  2   NT  Bb          23/96   von=80   voff=80
BA   28   CR         0   TR  3   CH  3   NT  F#          23/96   von=51   voff=51
BA   28   CR         0   TR  3   CH  3   NT  Bb          23/96   von=80   voff=80
BA   28   CR         0   TR  4   CH  4   NT  E--         23/96   voff=82
BA   28   CR         0   TR  5   CH  5   NT  F#          23/96   von=94   voff=94
BA   28   CR         0   TR  6   CH  6   NT  F#          23/96   von=94   voff=94
BA   28   CR         0   TR 10   CH 10   NT  G#--        11/96   von=71   voff=71
BA   28   CR         0   TR 10   CH 10   NT  C--         11/96   von=78   voff=78
BA   28   CR       1/4   TR  2   CH  2   NT  G           23/96   von=51   voff=51
BA   28   CR       1/4   TR  2   CH  2   NT  B           23/96   von=87   voff=87
BA   28   CR       1/4   TR  3   CH  3   NT  G           23/96   von=51   voff=51
BA   28   CR       1/4   TR  3   CH  3   NT  B           23/96   von=87   voff=87
BA   28   CR       1/4   TR  4   CH  4   NT  E--         23/96   voff=82
BA   28   CR       1/4   TR  5   CH  5   NT  G           23/96   von=106   voff=106
BA   28   CR       1/4   TR  6   CH  6   NT  G           23/96   von=106   voff=106
BA   28   CR       1/4   TR 10   CH 10   NT  G#--        11/96   von=71   voff=71
BA   28   CR       1/2   TR 10   CH 10   NT  E--         11/96   von=40   voff=40
BA   28   CR       1/2   TR 10   CH 10   NT  Bb--        11/96   von=58   voff=58
BA   28   CR       1/2   TR 10   CH 10   NT  F#--        11/96   von=59   voff=59
BA   28   CR       1/2   TR 10   CH 10   NT  Eb--        11/96   von=71   voff=71
BA   28   CR       3/4   TR  2   CH  2   NT  G           23/96   von=51   voff=51
BA   28   CR       3/4   TR  2   CH  2   NT  B           23/96   von=87   voff=87
BA   28   CR       3/4   TR  3   CH  3   NT  G           23/96   von=51   voff=51
BA   28   CR       3/4   TR  3   CH  3   NT  B           23/96   von=87   voff=87
BA   28   CR       3/4   TR  4   CH  4   NT  G--         23/96   voff=82
BA   28   CR       3/4   TR  5   CH  5   NT  G           23/96   von=105   voff=105
BA   28   CR       3/4   TR  6   CH  6   NT  G           23/96   von=105   voff=105
BA   28   CR       3/4   TR 10   CH 10   NT  C#          23/96   von=61   voff=61
BA   28   CR       3/4   TR 10   CH 10   NT  C--         11/96   von=78   voff=78
BA   28   CR         1   TR  2   CH  2   NT  E           23/96   von=51   voff=51
BA   28   CR         1   TR  3   CH  3   NT  E           23/96   von=51   voff=51
BA   28   CR         1   TR  5   CH  5   NT  E           23/96   von=91   voff=91
BA   28   CR         1   TR  6   CH  6   NT  E           23/96   von=91   voff=91
BA   28   CR         1   TR 10   CH 10   NT  E--         11/96   von=40   voff=40
BA   28   CR         1   TR 10   CH 10   NT  F#--        11/96   von=59   voff=59
BA   28   CR         1   TR 10   CH 10   NT  G#--        11/96   von=63   voff=63
BA   28   CR         1   TR 10   CH 10   NT  Eb--        11/96   von=71   voff=71
BA   28   CR     1+1/4   TR  2   CH  2   NT  E           23/96   von=52   voff=52
BA   28   CR     1+1/4   TR  2   CH  2   NT  E'          23/96   von=78   voff=78
BA   28   CR     1+1/4   TR  3   CH  3   NT  E           23/96   von=52   voff=52
BA   28   CR     1+1/4   TR  3   CH  3   NT  E'          23/96   von=78   voff=78
BA   28   CR     1+1/4   TR  5   CH  5   NT  E           23/96   von=95   voff=95
BA   28   CR     1+1/4   TR  6   CH  6   NT  E           23/96   von=95   voff=95
BA   28   CR     1+1/4   TR 10   CH 10   NT  E--         11/96   von=40   voff=40
BA   28   CR     1+1/4   TR 10   CH 10   NT  Eb--        11/96   von=71   voff=71
BA   28   CR     1+1/4   TR 10   CH 10   NT  F#--        11/96   von=59   voff=59
BA   28   CR     1+1/4   TR 10   CH 10   NT  G#--        11/96   von=63   voff=63
BA   28   CR     1+1/2   TR  2   CH  2   NT  F           23/96   von=52   voff=52
BA   28   CR     1+1/2   TR  2   CH  2   NT  F'          23/96   von=79   voff=79
BA   28   CR     1+1/2   TR  3   CH  3   NT  F           23/96   von=52   voff=52
BA   28   CR     1+1/2   TR  3   CH  3   NT  F'          23/96   von=79   voff=79
BA   28   CR     1+1/2   TR  4   CH  4   NT  B--         23/96   voff=82
BA   28   CR     1+1/2   TR  5   CH  5   NT  F           23/96   von=97   voff=97
BA   28   CR     1+1/2   TR  6   CH  6   NT  F           23/96   von=97   voff=97
BA   28   CR     1+1/2   TR 10   CH 10   NT  C           23/96   von=61   voff=61
BA   28   CR     1+1/2   TR 10   CH 10   NT  Bb--        11/96   von=58   voff=58
BA   28   CR     1+3/4   TR  2   CH  2   NT  F#          23/96   von=55   voff=55
BA   28   CR     1+3/4   TR  2   CH  2   NT  F#'         23/96   von=80   voff=80
BA   28   CR     1+3/4   TR  3   CH  3   NT  F#          23/96   von=55   voff=55
BA   28   CR     1+3/4   TR  3   CH  3   NT  F#'         23/96   von=80   voff=80
BA   28   CR     1+3/4   TR  5   CH  5   NT  F#          23/96   von=102   voff=102
BA   28   CR     1+3/4   TR  6   CH  6   NT  F#          23/96   von=102   voff=102
BA   28   CR         2   TR  2   CH  2   NT  E'          23/96   von=41   voff=41
BA   28   CR         2   TR  2   CH  2   NT  G'          23/96   von=83   voff=83
BA   28   CR         2   TR  3   CH  3   NT  E'          23/96   von=41   voff=41
BA   28   CR         2   TR  3   CH  3   NT  G'          23/96   von=83   voff=83
BA   28   CR         2   TR  4   CH  4   NT  E--         23/96   voff=82
BA   28   CR         2   TR  5   CH  5   NT  E           23/96   von=75   voff=75
BA   28   CR         2   TR  5   CH  5   NT  G           23/96   von=104   voff=104
BA   28   CR         2   TR  6   CH  6   NT  E           23/96   von=41   voff=41
BA   28   CR         2   TR  6   CH  6   NT  G           23/96   von=104   voff=104
BA   28   CR         2   TR 10   CH 10   NT  C#          23/96   von=61   voff=61
BA   28   CR         2   TR 10   CH 10   NT  C--         11/96   von=68   voff=68
BA   28   CR         2   TR 10   CH 10   NT  F#--        11/96   von=47   voff=47
BA   28   CR         2   TR 10   CH 10   NT  E--         11/96   voff=47
BA   28   CR         2   TR 10   CH 10   NT  Eb--        11/96   von=87   voff=87
BA   28   CR     2+1/4   TR  2   CH  2   NT  E'          23/96   von=44   voff=44
BA   28   CR     2+1/4   TR  2   CH  2   NT  G'          23/96   von=86   voff=86
BA   28   CR     2+1/4   TR  3   CH  3   NT  E'          23/96   von=44   voff=44
BA   28   CR     2+1/4   TR  3   CH  3   NT  G'          23/96   von=86   voff=86
BA   28   CR     2+1/4   TR  4   CH  4   NT  E--         23/96   voff=82
BA   28   CR     2+1/4   TR  5   CH  5   NT  E           23/96   von=76   voff=76
BA   28   CR     2+1/4   TR  5   CH  5   NT  G           23/96   von=106   voff=106
BA   28   CR     2+1/4   TR  6   CH  6   NT  E           23/96   von=44   voff=44
BA   28   CR     2+1/4   TR  6   CH  6   NT  G           23/96   von=106   voff=106
BA   28   CR     2+1/4   TR 10   CH 10   NT  C           23/96   von=61   voff=61
BA   28   CR     2+1/4   TR 10   CH 10   NT  C--         11/96   voff=61
BA   28   CR     2+1/4   TR 10   CH 10   NT  F#--        11/96   von=43   voff=43
BA   28   CR     2+1/4   TR 10   CH 10   NT  E--         11/96   voff=43
BA   28   CR     2+1/4   TR 10   CH 10   NT  Eb--        11/96   von=79   voff=79
BA   28   CR     2+1/2   TR  2   CH  2   NT  E'          23/96   von=48   voff=48
BA   28   CR     2+1/2   TR  2   CH  2   NT  G'          23/96   von=90   voff=90
BA   28   CR     2+1/2   TR  3   CH  3   NT  E'          23/96   von=48   voff=48
BA   28   CR     2+1/2   TR  3   CH  3   NT  G'          23/96   von=90   voff=90
BA   28   CR     2+1/2   TR  4   CH  4   NT  E--         23/96   voff=82
BA   28   CR     2+1/2   TR  5   CH  5   NT  E           23/96   von=76   voff=76
BA   28   CR     2+1/2   TR  5   CH  5   NT  G           23/96   von=106   voff=106
BA   28   CR     2+1/2   TR  6   CH  6   NT  E           23/96   von=48   voff=48
BA   28   CR     2+1/2   TR  6   CH  6   NT  G           23/96   von=106   voff=106
BA   28   CR     2+1/2   TR 10   CH 10   NT  C           23/96   von=61   voff=61
BA   28   CR     2+1/2   TR 10   CH 10   NT  C--         11/96   von=58   voff=58
BA   28   CR     2+1/2   TR 10   CH 10   NT  F#--        11/96   von=37   voff=37
BA   28   CR     2+1/2   TR 10   CH 10   NT  E--         11/96   voff=37
BA   28   CR     2+1/2   TR 10   CH 10   NT  Eb--        11/96   von=80   voff=80
BA   28   CR     2+3/4   TR  2   CH  2   NT  D'          23/96   von=51   voff=51
BA   28   CR     2+3/4   TR  2   CH  2   NT  G#'         23/96   von=93   voff=93
BA   28   CR     2+3/4   TR  3   CH  3   NT  D'          23/96   von=51   voff=51
BA   28   CR     2+3/4   TR  3   CH  3   NT  G#'         23/96   von=93   voff=93
BA   28   CR     2+3/4   TR  4   CH  4   NT  E--         23/96   voff=82
BA   28   CR     2+3/4   TR  5   CH  5   NT  D           23/96   von=74   voff=74
BA   28   CR     2+3/4   TR  5   CH  5   NT  G#          23/96   von=111   voff=111
BA   28   CR     2+3/4   TR  6   CH  6   NT  D           23/96   von=51   voff=51
BA   28   CR     2+3/4   TR  6   CH  6   NT  G#          23/96   von=111   voff=111
BA   28   CR     2+3/4   TR 10   CH 10   NT  C           23/96   von=61   voff=61
BA   28   CR     2+3/4   TR 10   CH 10   NT  C--         11/96   von=62   voff=62
BA   28   CR     2+3/4   TR 10   CH 10   NT  F#--        11/96   von=36   voff=36
BA   28   CR     2+3/4   TR 10   CH 10   NT  E--         11/96   voff=36
BA   28   CR     2+3/4   TR 10   CH 10   NT  Eb--        11/96   von=79   voff=79
BA   28   CR     3+1/4   TR  2   CH  2   NT  D'          23/96   von=43   voff=43
BA   28   CR     3+1/4   TR  2   CH  2   NT  G#'         23/96   von=87   voff=87
BA   28   CR     3+1/4   TR  3   CH  3   NT  D'          23/96   von=43   voff=43
BA   28   CR     3+1/4   TR  3   CH  3   NT  G#'         23/96   von=87   voff=87
BA   28   CR     3+1/4   TR  4   CH  4   NT  E--         23/96   voff=82
BA   28   CR     3+1/4   TR  5   CH  5   NT  D           23/96   von=79   voff=79
BA   28   CR     3+1/4   TR  5   CH  5   NT  G#          23/96   von=112   voff=112
BA   28   CR     3+1/4   TR  6   CH  6   NT  D           23/96   von=43   voff=43
BA   28   CR     3+1/4   TR  6   CH  6   NT  G#          23/96   von=112   voff=112
BA   28   CR     3+1/4   TR 10   CH 10   NT  C#          23/96   von=61   voff=61
BA   28   CR     3+1/4   TR 10   CH 10   NT  C--         11/96   von=59   voff=59
BA   28   CR     3+1/4   TR 10   CH 10   NT  F#--        11/96   von=43   voff=43
BA   28   CR     3+1/4   TR 10   CH 10   NT  E--         11/96   voff=43
BA   28   CR     3+1/4   TR 10   CH 10   NT  Eb--        11/96   von=80   voff=80
BA   28   CR     3+3/4   TR  2   CH  2   NT  C#'         23/96   von=49   voff=49
BA   28   CR     3+3/4   TR  2   CH  2   NT  A'          23/96   von=97   voff=97
BA   28   CR     3+3/4   TR  3   CH  3   NT  C#'         23/96   von=49   voff=49
BA   28   CR     3+3/4   TR  3   CH  3   NT  A'          23/96   von=97   voff=97
BA   28   CR     3+3/4   TR  4   CH  4   NT  A--         23/96   voff=82
BA   28   CR     3+3/4   TR  5   CH  5   NT  C#          23/96   von=80   voff=80
BA   28   CR     3+3/4   TR  5   CH  5   NT  A           23/96   von=114   voff=114
BA   28   CR     3+3/4   TR  6   CH  6   NT  C#          23/96   von=49   voff=49
BA   28   CR     3+3/4   TR  6   CH  6   NT  A           23/96   von=114   voff=114
BA   28   CR     3+3/4   TR 10   CH 10   NT  C#          23/96   von=61   voff=61
BA   28   CR     3+3/4   TR 10   CH 10   NT  C--         11/96   von=63   voff=63
BA   28   CR     3+3/4   TR 10   CH 10   NT  F#--        11/96   von=44   voff=44
BA   28   CR     3+3/4   TR 10   CH 10   NT  E--         11/96   voff=44
BA   28   CR     3+3/4   TR 10   CH 10   NT  Eb--        11/96   von=82   voff=82

BA   29   CR       1/4   TR  2   CH  2   NT  C#'         23/96   von=51   voff=51
BA   29   CR       1/4   TR  2   CH  2   NT  A'          23/96   von=103   voff=103
BA   29   CR       1/4   TR  3   CH  3   NT  C#'         23/96   von=51   voff=51
BA   29   CR       1/4   TR  3   CH  3   NT  A'          23/96   von=103   voff=103
BA   29   CR       1/4   TR  4   CH  4   NT  A--         23/96   voff=82
BA   29   CR       1/4   TR  5   CH  5   NT  C#          23/96   von=81   voff=81
BA   29   CR       1/4   TR  5   CH  5   NT  A           23/96   von=116   voff=116
BA   29   CR       1/4   TR  6   CH  6   NT  C#          23/96   von=51   voff=51
BA   29   CR       1/4   TR  6   CH  6   NT  A           23/96   von=116   voff=116
BA   29   CR       1/4   TR 10   CH 10   NT  C           23/96   von=61   voff=61
BA   29   CR       1/4   TR 10   CH 10   NT  C--         11/96   von=63   voff=63
BA   29   CR       1/4   TR 10   CH 10   NT  F#--        11/96   von=38   voff=38
