
BA    1   CR         0   TR  0   CH 16   Time signature 4/4, clocks/mtick 24, crotchets/32ndnote 8
BA    1   CR         0   TR  0   CH 16   Tempo 160
BA   35   CR     3+1/2   TR  2   CH  2   NT  G---          1/4
BA   35   CR     3+3/4   TR  1   CH  1   NT  G             1/4

BA   36   CR         0   TR  1   CH  1   NT  C--           1/4
BA   36   CR         0   TR  1   CH  1   NT  E'            1/4
BA   36   CR         0   TR  2   CH  2   NT  C--           1/4
BA   36   CR      5/12   TR  1   CH  1   NT  C-            1/4
BA   36   CR      5/12   TR  1   CH  1   NT  E-            1/4
BA   36   CR       1/2   TR  2   CH  2   NT  C--           1/4
BA   36   CR         1   TR  1   CH  1   NT  E--           1/4
BA   36   CR         1   TR  1   CH  1   NT  C'            1/4
BA   36   CR         1   TR  2   CH  2   NT  E--           1/4
BA   36   CR     1+1/2   TR  1   CH  1   NT  C-            1/4
BA   36   CR     1+1/2   TR  1   CH  1   NT  E-            1/4
BA   36   CR     1+1/2   TR  2   CH  2   NT  E--           1/4
BA   36   CR     1+3/4   TR  1   CH  1   NT  G             1/4
BA   36   CR         2   TR  1   CH  1   NT  F--           1/4
BA   36   CR         2   TR  1   CH  1   NT  A             1/4
BA   36   CR         2   TR  2   CH  2   NT  F--           1/4
BA   36   CR     2+1/4   TR  1   CH  1   NT  C'            1/4
BA   36   CR     2+1/2   TR  1   CH  1   NT  C-            1/4
BA   36   CR     2+1/2   TR  1   CH  1   NT  F-            1/4
BA   36   CR     2+1/2   TR  2   CH  2   NT  F--           1/4
BA   36   CR     2+3/4   TR  1   CH  1   NT  C'            1/4
BA   36   CR         3   TR  1   CH  1   NT  F#--          1/4
BA   36   CR         3   TR  2   CH  2   NT  F#--          1/4
BA   36   CR     3+1/2   TR  1   CH  1   NT  C-            1/4
BA   36   CR     3+1/2   TR  1   CH  1   NT  F#-           1/4
BA   36   CR     3+1/2   TR  2   CH  2   NT  F#--          1/4
BA   36   CR     3+3/4   TR  1   CH  1   NT  A             1/4

BA   37   CR         0   TR  1   CH  1   NT  F--           1/4
BA   37   CR         0   TR  1   CH  1   NT  G             1/4
BA   37   CR         0   TR  2   CH  2   NT  D--           1/4
BA   37   CR       1/2   TR  1   CH  1   NT  C-            1/4
BA   37   CR       1/2   TR  1   CH  1   NT  F-            1/4
BA   37   CR       1/2   TR  1   CH  1   NT  C'            1/4
BA   37   CR       1/2   TR  2   CH  2   NT  D--           1/4
BA   37   CR         1   TR  1   CH  1   NT  G--           1/4
BA   37   CR         1   TR  1   CH  1   NT  F'            1/4
BA   37   CR         1   TR  2   CH  2   NT  G--           1/4
BA   37   CR     1+1/4   TR  1   CH  1   NT  E'            1/4
BA   37   CR     1+1/2   TR  1   CH  1   NT  B--           1/4
BA   37   CR     1+1/2   TR  1   CH  1   NT  D-            1/4
BA   37   CR     1+1/2   TR  1   CH  1   NT  D'            1/4
BA   37   CR     1+1/2   TR  2   CH  2   NT  G--           1/4
BA   37   CR     1+3/4   TR  1   CH  1   NT  C'            1/4
BA   37   CR         2   TR  1   CH  1   NT  C--           1/4
BA   37   CR         2   TR  2   CH  2   NT  C--           1/4
BA   37   CR     2+1/2   TR  1   CH  1   NT  C-            1/4
BA   37   CR     2+1/2   TR  1   CH  1   NT  G--           1/4
BA   37   CR     2+1/2   TR  2   CH  2   NT  C--           1/4
BA   37   CR         3   TR  1   CH  1   NT  C--           1/4
BA   37   CR         3   TR  2   CH  2   NT  C--           1/4
BA   37   CR     3+1/2   TR  1   CH  1   NT  C-            1/4
BA   37   CR     3+1/2   TR  1   CH  1   NT  G--           1/4
BA   37   CR     3+1/2   TR  2   CH  2   NT  C--           1/4

BA   38   CR         0   TR  1   CH  1   NT  C--           1/4
BA   38   CR         0   TR  1   CH  1   NT  E'            1/4
BA   38   CR         0   TR  2   CH  2   NT  C--           1/4
BA   38   CR       1/2   TR  1   CH  1   NT  E-            1/4
BA   38   CR       1/2   TR  1   CH  1   NT  C-            1/4
BA   38   CR       1/2   TR  2   CH  2   NT  C--           1/4
BA   38   CR         1   TR  1   CH  1   NT  E--           1/4
BA   38   CR         1   TR  1   CH  1   NT  C'            1/4
BA   38   CR         1   TR  2   CH  2   NT  E--           1/4
BA   38   CR     1+1/2   TR  1   CH  1   NT  E-            1/4
BA   38   CR     1+1/2   TR  1   CH  1   NT  C-            1/4
BA   38   CR     1+1/2   TR  2   CH  2   NT  E--           1/4
BA   38   CR     1+3/4   TR  1   CH  1   NT  G             1/4
BA   38   CR         2   TR  1   CH  1   NT  F--           1/4
BA   38   CR         2   TR  1   CH  1   NT  A             1/4
BA   38   CR         2   TR  2   CH  2   NT  F--           1/4
BA   38   CR     2+1/4   TR  1   CH  1   NT  C'            1/4
BA   38   CR     2+1/2   TR  1   CH  1   NT  F-            1/4
BA   38   CR     2+1/2   TR  1   CH  1   NT  C-            1/4
BA   38   CR     2+1/2   TR  2   CH  2   NT  F--           1/4
BA   38   CR     2+3/4   TR  1   CH  1   NT  C'            1/4
BA   38   CR         3   TR  1   CH  1   NT  F#--          1/4
BA   38   CR         3   TR  2   CH  2   NT  F#--          1/4
BA   38   CR     3+1/2   TR  1   CH  1   NT  F#-           1/4
BA   38   CR     3+1/2   TR  1   CH  1   NT  C-            1/4
BA   38   CR     3+1/2   TR  2   CH  2   NT  F#--          1/4
BA   38   CR     3+3/4   TR  1   CH  1   NT  A             1/4

BA   39   CR         0   TR  1   CH  1   NT  E--           1/4
BA   39   CR         0   TR  1   CH  1   NT  G             1/4
BA   39   CR         0   TR  2   CH  2   NT  E--           1/4
BA   39   CR       1/2   TR  1   CH  1   NT  C-            1/4
BA   39   CR       1/2   TR  1   CH  1   NT  E-            1/4
BA   39   CR       1/2   TR  1   CH  1   NT  C'            1/4
BA   39   CR       1/2   TR  2   CH  2   NT  E--           1/4
BA   39   CR         1   TR  1   CH  1   NT  Eb--          1/4
BA   39   CR         1   TR  1   CH  1   NT  C'            1/4
BA   39   CR         1   TR  2   CH  2   NT  Eb--          1/4
BA   39   CR     1+1/2   TR  1   CH  1   NT  C-            1/4
BA   39   CR     1+1/2   TR  1   CH  1   NT  Eb-           1/4
BA   39   CR     1+1/2   TR  1   CH  1   NT  G'            1/4
BA   39   CR     1+1/2   TR  2   CH  2   NT  Eb--          1/4
BA   39   CR         2   TR  1   CH  1   NT  D--           1/4
BA   39   CR         2   TR  1   CH  1   NT  E'            1/4
BA   39   CR         2   TR  2   CH  2   NT  D--           1/4
BA   39   CR     2+1/2   TR  1   CH  1   NT  B--           1/4
BA   39   CR     2+1/2   TR  1   CH  1   NT  D-            1/4
BA   39   CR     2+1/2   TR  2   CH  2   NT  D--           1/4
BA   39   CR     2+3/4   TR  1   CH  1   NT  D'            1/4
BA   39   CR         3   TR  1   CH  1   NT  G---          1/4
BA   39   CR         3   TR  2   CH  2   NT  G---          1/4
BA   39   CR     3+1/2   TR  1   CH  1   NT  B--           1/4
BA   39   CR     3+1/2   TR  1   CH  1   NT  D-            1/4
BA   39   CR     3+1/2   TR  2   CH  2   NT  G---          1/4
BA   39   CR     3+3/4   TR  1   CH  1   NT  G             1/4

BA   40   CR         0   TR  1   CH  1   NT  C--           1/4
BA   40   CR         0   TR  1   CH  1   NT  E'            1/4
BA   40   CR         0   TR  2   CH  2   NT  C--           1/4
BA   40   CR      5/12   TR  1   CH  1   NT  C-            1/4
BA   40   CR      5/12   TR  1   CH  1   NT  E-            1/4
BA   40   CR       1/2   TR  2   CH  2   NT  C--           1/4
BA   40   CR         1   TR  1   CH  1   NT  E--           1/4
BA   40   CR         1   TR  1   CH  1   NT  C'            1/4
BA   40   CR         1   TR  2   CH  2   NT  E--           1/4
BA   40   CR     1+1/2   TR  1   CH  1   NT  C-            1/4
BA   40   CR     1+1/2   TR  1   CH  1   NT  E-            1/4
BA   40   CR     1+1/2   TR  2   CH  2   NT  E--           1/4
BA   40   CR     1+3/4   TR  1   CH  1   NT  G             1/4
BA   40   CR         2   TR  1   CH  1   NT  F--           1/4
BA   40   CR         2   TR  1   CH  1   NT  A             1/4
BA   40   CR         2   TR  2   CH  2   NT  F--           1/4
BA   40   CR     2+1/4   TR  1   CH  1   NT  C'            1/4
BA   40   CR     2+1/2   TR  1   CH  1   NT  C-            1/4
BA   40   CR     2+1/2   TR  1   CH  1   NT  F-            1/4
BA   40   CR     2+1/2   TR  2   CH  2   NT  F--           1/4
BA   40   CR     2+3/4   TR  1   CH  1   NT  C'            1/4
BA   40   CR         3   TR  1   CH  1   NT  F#--          1/4
BA   40   CR         3   TR  2   CH  2   NT  F#--          1/4
BA   40   CR     3+1/2   TR  1   CH  1   NT  C-            1/4
BA   40   CR     3+1/2   TR  1   CH  1   NT  F#-           1/4
BA   40   CR     3+1/2   TR  2   CH  2   NT  F#--          1/4
BA   40   CR     3+3/4   TR  1   CH  1   NT  A             1/4

BA   41   CR         0   TR  1   CH  1   NT  G             1/4
BA   41   CR         0   TR  1   CH  1   NT  F--           1/4
BA   41   CR         0   TR  2   CH  2   NT  D--           1/4
BA   41   CR       1/2   TR  1   CH  1   NT  C-            1/4
BA   41   CR       1/2   TR  1   CH  1   NT  F-            1/4
BA   41   CR       1/2   TR  1   CH  1   NT  C'            1/4
BA   41   CR       1/2   TR  2   CH  2   NT  D--           1/4
BA   41   CR         1   TR  1   CH  1   NT  G--           1/4
BA   41   CR         1   TR  1   CH  1   NT  F'            1/4
BA   41   CR         1   TR  2   CH  2   NT  G--           1/4
BA   41   CR     1+1/4   TR  1   CH  1   NT  E'            1/4
BA   41   CR     1+1/2   TR  1   CH  1   NT  B--           1/4
BA   41   CR     1+1/2   TR  1   CH  1   NT  D-            1/4
BA   41   CR     1+1/2   TR  1   CH  1   NT  D'            1/4
BA   41   CR     1+1/2   TR  2   CH  2   NT  G--           1/4
BA   41   CR     1+3/4   TR  1   CH  1   NT  C'            1/4
BA   41   CR         2   TR  1   CH  1   NT  C--           1/4
BA   41   CR         2   TR  2   CH  2   NT  C--           1/4
BA   41   CR     2+1/2   TR  1   CH  1   NT  C-            1/4
BA   41   CR     2+1/2   TR  1   CH  1   NT  G--           1/4
BA   41   CR     2+1/2   TR  2   CH  2   NT  C--           1/4
BA   41   CR         3   TR  1   CH  1   NT  C--           1/4
BA   41   CR         3   TR  2   CH  2   NT  C--           1/4
BA   41   CR     3+1/2   TR  1   CH  1   NT  C-            1/4
BA   41   CR     3+1/2   TR  1   CH  1   NT  G--           1/4
BA   41   CR     3+1/2   TR  2   CH  2   NT  C--           1/4

BA   42   CR         0   TR  1   CH  1   NT  E'            1/4
BA   42   CR         0   TR  2   CH  2   NT  F--           1/4
BA   42   CR       1/2   TR  1   CH  1   NT  F--           1/4
BA   42   CR       1/2   TR  1   CH  1   NT  C-            1/4
BA   42   CR       1/2   TR  2   CH  2   NT  F--           1/4
BA   42   CR       3/4   TR  1   CH  1   NT  C'            1/4
BA   42   CR         1   TR  2   CH  2   NT  F--           1/4
BA   42   CR     1+1/2   TR  1   CH  1   NT  F--           1/4
BA   42   CR     1+1/2   TR  1   CH  1   NT  C-            1/4
BA   42   CR     1+1/2   TR  1   CH  1   NT  G             1/4
BA   42   CR     1+1/2   TR  2   CH  2   NT  F--           1/4
BA   42   CR         2   TR  1   CH  1   NT  E'            1/4
BA   42   CR         2   TR  2   CH  2   NT  E--           1/4
BA   42   CR     2+1/2   TR  1   CH  1   NT  E--           1/4
BA   42   CR     2+1/2   TR  1   CH  1   NT  C-            1/4
BA   42   CR     2+1/2   TR  2   CH  2   NT  E--           1/4
BA   42   CR     2+3/4   TR  1   CH  1   NT  C'            1/4
BA   42   CR         3   TR  2   CH  2   NT  E--           1/4
BA   42   CR    3+5/12   TR  1   CH  1   NT  E--           1/4
BA   42   CR    3+5/12   TR  1   CH  1   NT  C-            1/4
BA   42   CR     3+1/2   TR  2   CH  2   NT  E--           1/4

BA   43   CR         0   TR  1   CH  1   NT  Eb'           1/4
BA   43   CR         0   TR  2   CH  2   NT  Eb--          1/4
BA   43   CR       1/4   TR  1   CH  1   NT  C'            1/4
BA   43   CR       1/2   TR  1   CH  1   NT  Eb--          1/4
BA   43   CR       1/2   TR  1   CH  1   NT  C-            1/4
BA   43   CR       1/2   TR  1   CH  1   NT  G             1/4
BA   43   CR       1/2   TR  2   CH  2   NT  Eb--          1/4
BA   43   CR         1   TR  1   CH  1   NT  Eb'           1/4
BA   43   CR         1   TR  2   CH  2   NT  Eb--          1/4
BA   43   CR     1+1/2   TR  1   CH  1   NT  Eb--          1/4
BA   43   CR     1+1/2   TR  1   CH  1   NT  C-            1/4
BA   43   CR     1+1/2   TR  2   CH  2   NT  Eb--          1/4
BA   43   CR     1+3/4   TR  1   CH  1   NT  D'            1/4
BA   43   CR         2   TR  2   CH  2   NT  D--           1/4
BA   43   CR     2+1/2   TR  1   CH  1   NT  F--           1/4
BA   43   CR     2+1/2   TR  1   CH  1   NT  C-            1/4
BA   43   CR     2+1/2   TR  2   CH  2   NT  D--           1/4
BA   43   CR         3   TR  2   CH  2   NT  G---          1/4
BA   43   CR     3+1/2   TR  1   CH  1   NT  F--           1/4
BA   43   CR     3+1/2   TR  1   CH  1   NT  C-            1/4
BA   43   CR     3+1/2   TR  2   CH  2   NT  G---          1/4

BA   44   CR         0   TR  1   CH  1   NT  E'            1/4
BA   44   CR         0   TR  2   CH  2   NT  F--           1/4
BA   44   CR       1/2   TR  1   CH  1   NT  F--           1/4
BA   44   CR       1/2   TR  1   CH  1   NT  C-            1/4
BA   44   CR       1/2   TR  2   CH  2   NT  F--           1/4
BA   44   CR       3/4   TR  1   CH  1   NT  C'            1/4
BA   44   CR         1   TR  2   CH  2   NT  F--           1/4
BA   44   CR     1+1/2   TR  1   CH  1   NT  F--           1/4
BA   44   CR     1+1/2   TR  1   CH  1   NT  C-            1/4
BA   44   CR     1+1/2   TR  1   CH  1   NT  G             1/4
BA   44   CR     1+1/2   TR  2   CH  2   NT  F--           1/4
BA   44   CR         2   TR  1   CH  1   NT  E'            1/4
BA   44   CR         2   TR  2   CH  2   NT  E--           1/4
BA   44   CR     2+1/2   TR  1   CH  1   NT  E--           1/4
BA   44   CR     2+1/2   TR  1   CH  1   NT  C-            1/4
BA   44   CR     2+1/2   TR  2   CH  2   NT  E--           1/4
BA   44   CR     2+3/4   TR  1   CH  1   NT  C'            1/4
BA   44   CR         3   TR  2   CH  2   NT  E--           1/4
BA   44   CR     3+1/2   TR  1   CH  1   NT  E--           1/4
BA   44   CR     3+1/2   TR  1   CH  1   NT  C-            1/4
BA   44   CR     3+1/2   TR  2   CH  2   NT  E--           1/4

BA   45   CR         0   TR  1   CH  1   NT  Eb'           1/4
BA   45   CR         0   TR  2   CH  2   NT  Eb--          1/4
BA   45   CR       1/4   TR  1   CH  1   NT  C'            1/4
BA   45   CR       1/2   TR  1   CH  1   NT  Eb--          1/4
BA   45   CR       1/2   TR  1   CH  1   NT  C-            1/4
BA   45   CR       1/2   TR  1   CH  1   NT  G             1/4
BA   45   CR       1/2   TR  2   CH  2   NT  Eb--          1/4
BA   45   CR         1   TR  1   CH  1   NT  G'            1/4
BA   45   CR         1   TR  2   CH  2   NT  Eb--          1/4
BA   45   CR     1+1/2   TR  1   CH  1   NT  Eb--          1/4
BA   45   CR     1+1/2   TR  1   CH  1   NT  C-            1/4
BA   45   CR     1+1/2   TR  2   CH  2   NT  Eb--          1/4
BA   45   CR         2   TR  2   CH  2   NT  D--           1/4
BA   45   CR     2+1/2   TR  1   CH  1   NT  F--           1/4
BA   45   CR     2+1/2   TR  1   CH  1   NT  C-            1/4
BA   45   CR     2+1/2   TR  2   CH  2   NT  D--           1/4
BA   45   CR         3   TR  2   CH  2   NT  G---          1/4
BA   45   CR     3+1/2   TR  1   CH  1   NT  F--           1/4
BA   45   CR     3+1/2   TR  1   CH  1   NT  C-            1/4
BA   45   CR     3+1/2   TR  2   CH  2   NT  G---          1/4

BA   46   CR         0   TR  1   CH  1   NT  C--           1/4
BA   46   CR         0   TR  1   CH  1   NT  E'            1/4
BA   46   CR         0   TR  2   CH  2   NT  C--           1/4
BA   46   CR       1/2   TR  1   CH  1   NT  G--           1/4
BA   46   CR       1/2   TR  1   CH  1   NT  C-            1/4
BA   46   CR       1/2   TR  2   CH  2   NT  C--           1/4
BA   46   CR         1   TR  1   CH  1   NT  C--           1/4
BA   46   CR         1   TR  1   CH  1   NT  C'            1/4
BA   46   CR         1   TR  2   CH  2   NT  C--           1/4
BA   46   CR     1+1/2   TR  1   CH  1   NT  G--           1/4
BA   46   CR     1+1/2   TR  1   CH  1   NT  C-            1/4
BA   46   CR     1+1/2   TR  2   CH  2   NT  C--           1/4
BA   46   CR     1+3/4   TR  1   CH  1   NT  G             1/4
BA   46   CR         2   TR  1   CH  1   NT  Bb---         1/4
BA   46   CR         2   TR  1   CH  1   NT  A             1/4
BA   46   CR         2   TR  2   CH  2   NT  Bb---         1/4
BA   46   CR     2+1/4   TR  1   CH  1   NT  C'            1/4
BA   46   CR     2+1/2   TR  1   CH  1   NT  F--           1/4
BA   46   CR     2+1/2   TR  1   CH  1   NT  D-            1/4
BA   46   CR     2+1/2   TR  2   CH  2   NT  Bb---         1/4
BA   46   CR     2+3/4   TR  1   CH  1   NT  C'            1/4
BA   46   CR         3   TR  1   CH  1   NT  Bb---         1/4
BA   46   CR         3   TR  2   CH  2   NT  Bb---         1/4
BA   46   CR     3+1/2   TR  1   CH  1   NT  F--           1/4
BA   46   CR     3+1/2   TR  1   CH  1   NT  D-            1/4
BA   46   CR     3+1/2   TR  2   CH  2   NT  Bb---         1/4
BA   46   CR     3+3/4   TR  1   CH  1   NT  D'            1/4

BA   47   CR         0   TR  1   CH  1   NT  A---          1/4
BA   47   CR         0   TR  1   CH  1   NT  E'            1/4
BA   47   CR         0   TR  2   CH  2   NT  A---          1/4
BA   47   CR       1/4   TR  1   CH  1   NT  C'            1/4
BA   47   CR       1/2   TR  1   CH  1   NT  A--           1/4
BA   47   CR       1/2   TR  1   CH  1   NT  C#-           1/4
BA   47   CR       1/2   TR  1   CH  1   NT  G             1/4
BA   47   CR       1/2   TR  2   CH  2   NT  A---          1/4
BA   47   CR         1   TR  1   CH  1   NT  A---          1/4
BA   47   CR         1   TR  1   CH  1   NT  A             1/4
BA   47   CR         1   TR  2   CH  2   NT  A---          1/4
BA   47   CR     1+1/2   TR  1   CH  1   NT  A--           1/4
BA   47   CR     1+1/2   TR  1   CH  1   NT  C#-           1/4
BA   47   CR     1+1/2   TR  2   CH  2   NT  A---          1/4
BA   47   CR     1+3/4   TR  1   CH  1   NT  C'            1/4
BA   47   CR         2   TR  1   CH  1   NT  G#---         1/4
BA   47   CR         2   TR  2   CH  2   NT  G#---         1/4
BA   47   CR     2+1/2   TR  1   CH  1   NT  G--           1/4
BA   47   CR     2+1/2   TR  1   CH  1   NT  C-            1/4
BA   47   CR     2+1/2   TR  2   CH  2   NT  G#---         1/4
BA   47   CR         3   TR  1   CH  1   NT  G#---         1/4
BA   47   CR         3   TR  2   CH  2   NT  G#---         1/4
BA   47   CR     3+1/2   TR  1   CH  1   NT  G--           1/4
BA   47   CR     3+1/2   TR  1   CH  1   NT  C-            1/4
BA   47   CR     3+1/2   TR  2   CH  2   NT  G#---         1/4
BA   47   CR     3+3/4   TR  1   CH  1   NT  A             1/4

BA   48   CR         0   TR  1   CH  1   NT  B--             2
BA   48   CR         0   TR  1   CH  1   NT  G---            2
BA   48   CR         0   TR  1   CH  1   NT  G--             2
BA   48   CR         0   TR  1   CH  1   NT  G'            1/4
BA   48   CR         0   TR  2   CH  2   NT  G---            2
BA   48   CR       1/2   TR  1   CH  1   NT  A'            1/4
BA   48   CR         1   TR  1   CH  1   NT  G'            1/4
BA   48   CR     1+1/2   TR  1   CH  1   NT  A'            1/4
BA   48   CR         2   TR  1   CH  1   NT  G'            1/4
BA   48   CR     2+1/2   TR  2   CH  2   NT  G---          1/4
BA   48   CR     2+3/4   TR  1   CH  1   NT  G             1/4
BA   48   CR         3   TR  1   CH  1   NT  F'            1/4
BA   48   CR         3   TR  2   CH  2   NT  A---          1/4
BA   48   CR     3+1/4   TR  1   CH  1   NT  E'            1/4
BA   48   CR     3+1/2   TR  1   CH  1   NT  D'            1/4
BA   48   CR     3+1/2   TR  2   CH  2   NT  B---          1/4
BA   48   CR     3+3/4   TR  2   CH 16   End of track

BA   49   CR         0   TR  1   CH  1   NT  C--           1/4
BA   49   CR         0   TR  1   CH  1   NT  C'            1/4
BA   49   CR       1/2   TR  1   CH  1   NT  C             1/4
BA   49   CR       1/2   TR  1   CH  1   NT  G-            1/4
BA   49   CR       3/4   TR  1   CH  1   NT  G-            1/4
BA   49   CR       3/4   TR  1   CH  1   NT  E-            1/4
BA   49   CR         1   TR  1   CH  1   NT  G---          1/4
BA   49   CR     1+1/4   TR  1   CH  1   NT  C             1/4
BA   49   CR     1+1/4   TR  1   CH  1   NT  G-            1/4
BA   49   CR     1+1/2   TR  1   CH  1   NT  G-            1/4
BA   49   CR     1+1/2   TR  1   CH  1   NT  E-            1/4
BA   49   CR         2   TR  1   CH  1   NT  C--           1/4
BA   49   CR         2   TR  1   CH  1   NT  G-            1/4
BA   49   CR         2   TR  1   CH  1   NT  C             1/4
BA   49   CR     2+1/4   TR  1   CH  1   NT  E-            1/4
BA   49   CR     2+1/4   TR  1   CH  1   NT  G-            1/4
BA   49   CR     2+1/2   TR  1   CH  1   NT  G-            1/4
BA   49   CR     2+3/4   TR  1   CH  1   NT  C             1/2
BA   49   CR     2+3/4   TR  1   CH  1   NT  G-            1/2
BA   49   CR         3   TR  1   CH  1   NT  G---          1/4
BA   49   CR     3+1/3   TR  1   CH  1   NT  E-            1/4
BA   49   CR     3+1/3   TR  1   CH  1   NT  G-            1/4
BA   49   CR     3+1/2   TR  1   CH  1   NT  A---          1/4
BA   49   CR     3+3/4   TR  1   CH  1   NT  A-            1/4

BA   50   CR         0   TR  1   CH  1   NT  A             1/4
BA   50   CR         0   TR  1   CH  1   NT  C#            1/4
BA   50   CR         0   TR  1   CH  1   NT  A---          1/4
BA   50   CR       1/4   TR  1   CH  1   NT  E             1/4
BA   50   CR       1/4   TR  1   CH  1   NT  A-            1/4
BA   50   CR       1/2   TR  1   CH  1   NT  E             1/4
BA   50   CR       1/2   TR  1   CH  1   NT  G             1/4
BA   50   CR       3/4   TR  1   CH  1   NT  C#--          1/4
BA   50   CR       3/4   TR  1   CH  1   NT  C#            1/2
BA   50   CR       3/4   TR  1   CH  1   NT  A             1/2
BA   50   CR     1+1/4   TR  1   CH  1   NT  A-            1/4
BA   50   CR     1+1/2   TR  1   CH  1   NT  E--           1/4
BA   50   CR     1+1/2   TR  1   CH  1   NT  C#            1/4
BA   50   CR     1+1/2   TR  1   CH  1   NT  A             1/4
BA   50   CR     1+3/4   TR  1   CH  1   NT  A-            1/4
BA   50   CR     1+3/4   TR  1   CH  1   NT  E             1/4
BA   50   CR         2   TR  1   CH  1   NT  E             1/4
BA   50   CR         2   TR  1   CH  1   NT  G             1/4
BA   50   CR     2+1/4   TR  1   CH  1   NT  C#--          1/4
BA   50   CR     2+1/4   TR  1   CH  1   NT  A             1/2
BA   50   CR     2+1/4   TR  1   CH  1   NT  C#            1/2
BA   50   CR     2+3/4   TR  1   CH  1   NT  A-            2/3
BA   50   CR     2+3/4   TR  1   CH  1   NT  C#            2/3
BA   50   CR         3   TR  1   CH  1   NT  A---          1/4
BA   50   CR     3+1/2   TR  1   CH  1   NT  E--           1/4
BA   50   CR     3+3/4   TR  1   CH  1   NT  A-            1/4

BA   51   CR         0   TR  1   CH  1   NT  D--           1/4
BA   51   CR         0   TR  1   CH  1   NT  D             1/4
BA   51   CR         0   TR  1   CH  1   NT  A             1/4
BA   51   CR       1/4   TR  1   CH  1   NT  A-            1/4
BA   51   CR       1/2   TR  1   CH  1   NT  F             1/4
BA   51   CR       3/4   TR  1   CH  1   NT  A---          1/4
BA   51   CR       3/4   TR  1   CH  1   NT  D             1/2
BA   51   CR       3/4   TR  1   CH  1   NT  A             1/2
BA   51   CR     1+1/4   TR  1   CH  1   NT  A-            1/4
BA   51   CR    1+5/12   TR  1   CH  1   NT  D--           1/4
BA   51   CR     1+1/2   TR  1   CH  1   NT  A             1/4
BA   51   CR     1+1/2   TR  1   CH  1   NT  D             1/4
BA   51   CR     1+3/4   TR  1   CH  1   NT  A-            1/4
BA   51   CR         2   TR  1   CH  1   NT  D             1/4
BA   51   CR         2   TR  1   CH  1   NT  F             1/4
BA   51   CR     2+1/4   TR  1   CH  1   NT  D             1/2
BA   51   CR     2+1/4   TR  1   CH  1   NT  A             1/2
BA   51   CR     2+1/4   TR  1   CH  1   NT  A---          1/4
BA   51   CR     2+3/4   TR  1   CH  1   NT  A-           7/12
BA   51   CR     2+3/4   TR  1   CH  1   NT  D            7/12
BA   51   CR         3   TR  1   CH  1   NT  A---          1/4
BA   51   CR     3+1/2   TR  1   CH  1   NT  G---          1/4
BA   51   CR     3+3/4   TR  1   CH  1   NT  G-            1/4

BA   52   CR         0   TR  1   CH  1   NT  B---          1/4
BA   52   CR         0   TR  1   CH  1   NT  B-            1/4
BA   52   CR         0   TR  1   CH  1   NT  G             1/4
BA   52   CR       1/4   TR  1   CH  1   NT  D             1/4
BA   52   CR       1/4   TR  1   CH  1   NT  G-            1/4
BA   52   CR       1/2   TR  1   CH  1   NT  B-            1/4
BA   52   CR       1/2   TR  1   CH  1   NT  D             1/4
BA   52   CR       3/4   TR  1   CH  1   NT  D--           1/4
BA   52   CR       3/4   TR  1   CH  1   NT  B-            1/2
BA   52   CR       3/4   TR  1   CH  1   NT  G             1/2
BA   52   CR     1+1/4   TR  1   CH  1   NT  G-            1/4
BA   52   CR     1+1/2   TR  1   CH  1   NT  B---          1/4
BA   52   CR     1+1/2   TR  1   CH  1   NT  G             1/4
BA   52   CR     1+1/2   TR  1   CH  1   NT  B-            1/4
BA   52   CR     1+3/4   TR  1   CH  1   NT  G-            1/4
BA   52   CR         2   TR  1   CH  1   NT  D             1/4
BA   52   CR         2   TR  1   CH  1   NT  B-            1/4
BA   52   CR     2+1/4   TR  1   CH  1   NT  G---          1/4
BA   52   CR     2+1/4   TR  1   CH  1   NT  G             1/2
BA   52   CR     2+1/4   TR  1   CH  1   NT  B-            1/2
BA   52   CR     2+3/4   TR  1   CH  1   NT  G-            3/4
BA   52   CR     2+3/4   TR  1   CH  1   NT  B-            3/4
BA   52   CR         3   TR  1   CH  1   NT  B---          1/4
BA   52   CR     3+1/2   TR  1   CH  1   NT  C--           1/4
BA   52   CR     3+3/4   TR  1   CH  1   NT  G-            1/4

BA   53   CR         0   TR  1   CH  1   NT  G             1/4
BA   53   CR         0   TR  1   CH  1   NT  C--           1/4
BA   53   CR         0   TR  1   CH  1   NT  C             1/4
BA   53   CR       1/4   TR  1   CH  1   NT  C             1/4
BA   53   CR       1/4   TR  1   CH  1   NT  G-            1/4
BA   53   CR       1/2   TR  1   CH  1   NT  C             1/4
BA   53   CR       1/2   TR  1   CH  1   NT  E             1/4
BA   53   CR       3/4   TR  1   CH  1   NT  G---          1/4
BA   53   CR       3/4   TR  1   CH  1   NT  C             1/2
BA   53   CR       3/4   TR  1   CH  1   NT  G             1/2
BA   53   CR     1+1/4   TR  1   CH  1   NT  G-            1/4
BA   53   CR     1+1/2   TR  1   CH  1   NT  C--           1/4
BA   53   CR     1+1/2   TR  1   CH  1   NT  C-            1/4
BA   53   CR     1+1/2   TR  1   CH  1   NT  G             1/4
BA   53   CR         2   TR  1   CH  1   NT  C--           1/4
BA   53   CR         2   TR  1   CH  1   NT  C-            1/4
BA   53   CR         2   TR  1   CH  1   NT  G             1/4
BA   53   CR     2+1/2   TR  1   CH  1   NT  B---          1/4
