
BA    1   CR         0   TR  0   CH 16   Tempo 115
BA    1   CR         0   TR  0   CH 16   Tempo 115
BA    1   CR         0   TR  0   CH 16   Tempo 115
BA    1   CR         0   TR  0   CH 16   End of track
BA    1   CR         0   TR  1   CH 16   Text type 3: "Violins (MIDI)"
BA   20   CR     1+1/4   TR 10   CH 10   NT  A'           3/32
BA   20   CR     1+3/8   TR 10   CH 10   NT  A'           3/32
BA   20   CR     1+1/2   TR 10   CH 10   NT  A'           3/32
BA   20   CR     1+5/8   TR 10   CH 10   NT  A'           3/32
BA   20   CR     1+3/4   TR 10   CH 10   NT  A'           3/32
BA   20   CR     1+7/8   TR 10   CH 10   NT  A'           3/32
BA   20   CR     1+7/8   TR 15   CH 16   NT  G            3/32   von=127
BA   20   CR         2   TR 10   CH 10   NT  F#-         31/32   von=61
BA   20   CR         2   TR 10   CH 10   NT  A'           3/32   von=82
BA   20   CR         2   TR 15   CH 16   NT  A            3/32   von=124
BA   20   CR     2+1/8   TR 10   CH 10   NT  A'           3/32
BA   20   CR     2+1/8   TR 15   CH 16   NT  B            3/32   von=122
BA   20   CR     2+1/4   TR 10   CH 10   NT  A'           3/32
BA   20   CR     2+1/4   TR 15   CH 16   NT  C'           3/32   von=120
BA   20   CR     2+3/8   TR 10   CH 10   NT  A'           3/32
BA   20   CR     2+3/8   TR 15   CH 16   NT  D'           3/32   von=118
BA   20   CR     2+1/2   TR 10   CH 10   NT  A'           3/32
BA   20   CR     2+1/2   TR 15   CH 16   NT  E'           3/32   von=115
BA   20   CR     2+5/8   TR 10   CH 10   NT  A'           3/32
BA   20   CR     2+5/8   TR 15   CH 16   NT  F'           3/32   von=113
BA   20   CR     2+3/4   TR 10   CH 10   NT  A'           3/32
BA   20   CR     2+3/4   TR 15   CH 16   NT  G'           3/32   von=110
BA   20   CR     2+7/8   TR 10   CH 10   NT  A'           3/32
BA   20   CR     2+7/8   TR 15   CH 16   NT  A'           3/32   von=108
BA   20   CR         3   TR 10   CH 10   NT  F#-         31/32   von=62
BA   20   CR         3   TR 15   CH 16   NT  B'           3/32   von=105
BA   20   CR     3+1/8   TR 15   CH 16   NT  C''          3/32   von=103
BA   20   CR     3+1/4   TR 15   CH 16   NT  E''          3/32   von=100
BA   20   CR     3+3/8   TR 15   CH 16   NT  G''          3/32   von=91

BA   21   CR         0   TR  7   CH  7   NT  C--       1+15/32
BA   21   CR         0   TR  8   CH  8   NT  C--       1+15/32
BA   21   CR         0   TR  9   CH  9   NT  C--       1+15/32
BA   21   CR         0   TR 10   CH 10   NT  F#-         31/32   von=96
BA   21   CR         1   TR 10   CH 10   NT  F#-         31/32   von=63
BA   21   CR         2   TR  6   CH  6   NT  G         1+15/32
BA   21   CR         2   TR  7   CH  7   NT  G-        1+15/32
BA   21   CR         2   TR  7   CH  7   NT  G--       1+15/32
BA   21   CR         2   TR  8   CH  8   NT  G-        1+15/32   von=127
BA   21   CR         2   TR  8   CH  8   NT  Eb--      1+15/32   von=96
BA   21   CR         2   TR  9   CH  9   NT  D--       1+15/32
BA   21   CR         2   TR 10   CH 10   NT  F#-         31/32   von=61
BA   21   CR         3   TR 10   CH 10   NT  F#-         31/32   von=62

BA   22   CR         0   TR  6   CH  6   NT  G#        1+15/32
BA   22   CR         0   TR  7   CH  7   NT  G#-       1+23/32
BA   22   CR         0   TR  7   CH  7   NT  G#--      1+23/32
BA   22   CR         0   TR  8   CH  8   NT  G#-       1+23/32   von=127
BA   22   CR         0   TR  8   CH  8   NT  F--       1+23/32   von=96
BA   22   CR         0   TR  9   CH  9   NT  Eb--      1+15/32
BA   22   CR         0   TR 10   CH 10   NT  F#-         31/32   von=96
BA   22   CR         0   TR 10   CH 10   NT  A'           3/32   von=82
BA   22   CR       1/8   TR 10   CH 10   NT  A'           3/32
BA   22   CR       1/4   TR 10   CH 10   NT  A'           3/32
BA   22   CR       3/8   TR 10   CH 10   NT  A'           3/32
BA   22   CR       1/2   TR 10   CH 10   NT  A'           3/32
BA   22   CR       5/8   TR 10   CH 10   NT  A'           3/32
BA   22   CR       3/4   TR 10   CH 10   NT  A'           3/32
BA   22   CR       7/8   TR 10   CH 10   NT  A'           3/32
BA   22   CR         1   TR 10   CH 10   NT  F#-         31/32   von=63
BA   22   CR         1   TR 10   CH 10   NT  A'           3/32   von=82
BA   22   CR     1+1/8   TR 10   CH 10   NT  A'           3/32
BA   22   CR     1+1/4   TR 10   CH 10   NT  A'           3/32
BA   22   CR     1+3/8   TR 10   CH 10   NT  A'           3/32
BA   22   CR     1+1/2   TR 10   CH 10   NT  A'           3/32
BA   22   CR     1+5/8   TR 10   CH 10   NT  A'           3/32
BA   22   CR     1+3/4   TR 10   CH 10   NT  A'           3/32
BA   22   CR     1+7/8   TR 10   CH 10   NT  A'           3/32
BA   22   CR     1+7/8   TR 15   CH 16   NT  G            3/32   von=127
BA   22   CR         2   TR  6   CH  6   NT  Bb        1+15/32
BA   22   CR         2   TR  7   CH  7   NT  Bb-       1+23/32
BA   22   CR         2   TR  7   CH  7   NT  Bb--      1+23/32
BA   22   CR         2   TR  8   CH  8   NT  Bb--      1+23/32
BA   22   CR         2   TR  8   CH  8   NT  Bb-       1+23/32   von=127
BA   22   CR         2   TR  9   CH  9   NT  C--       1+15/32
BA   22   CR         2   TR 10   CH 10   NT  F#-         31/32   von=61
BA   22   CR         2   TR 10   CH 10   NT  A'           3/32   von=82
BA   22   CR         2   TR 15   CH 16   NT  A            3/32   von=124
BA   22   CR     2+1/8   TR 10   CH 10   NT  A'           3/32
BA   22   CR     2+1/8   TR 15   CH 16   NT  B            3/32   von=122
BA   22   CR     2+1/4   TR 10   CH 10   NT  A'           3/32
BA   22   CR     2+1/4   TR 15   CH 16   NT  C'           3/32   von=120
BA   22   CR     2+3/8   TR 10   CH 10   NT  A'           3/32
BA   22   CR     2+3/8   TR 15   CH 16   NT  D'           3/32   von=118
BA   22   CR     2+1/2   TR 10   CH 10   NT  A'           3/32
BA   22   CR     2+1/2   TR 15   CH 16   NT  E'           3/32   von=115
BA   22   CR     2+5/8   TR 10   CH 10   NT  A'           3/32
BA   22   CR     2+5/8   TR 15   CH 16   NT  F'           3/32   von=113
BA   22   CR     2+3/4   TR 10   CH 10   NT  A'           3/32
BA   22   CR     2+3/4   TR 15   CH 16   NT  G'           3/32   von=110
BA   22   CR     2+7/8   TR 10   CH 10   NT  A'           3/32
BA   22   CR     2+7/8   TR 15   CH 16   NT  A'           3/32   von=108
BA   22   CR         3   TR 10   CH 10   NT  F#-         31/32   von=62
BA   22   CR         3   TR 15   CH 16   NT  B'           3/32   von=105
BA   22   CR     3+1/8   TR 15   CH 16   NT  C''          3/32   von=103
BA   22   CR     3+1/4   TR 15   CH 16   NT  E''          3/32   von=100
BA   22   CR     3+3/8   TR 15   CH 16   NT  G''          3/32   von=91

BA   23   CR         0   TR  1   CH  1   NT  G-        7+31/32   von=67
BA   23   CR         0   TR  6   CH  6   NT  G         2+31/32
BA   23   CR         0   TR  7   CH  7   NT  G--       2+31/32
BA   23   CR         0   TR  7   CH  7   NT  G-        2+31/32
BA   23   CR         0   TR  8   CH  8   NT  G--       2+31/32
BA   23   CR         0   TR  8   CH  8   NT  G-        2+31/32
BA   23   CR         0   TR  9   CH  9   NT  C--       1+15/32
BA   23   CR         0   TR 10   CH 10   NT  F#-         31/32   von=96
BA   23   CR         0   TR 10   CH 10   NT  A'           3/32   von=82
BA   23   CR         0   TR 12   CH 13   NT  G'        7+31/32   von=99
BA   23   CR       1/8   TR 10   CH 10   NT  A'           3/32
BA   23   CR       1/4   TR 10   CH 10   NT  A'           3/32
BA   23   CR       3/8   TR 10   CH 10   NT  A'           3/32
BA   23   CR       1/2   TR 10   CH 10   NT  A'           3/32
BA   23   CR       5/8   TR 10   CH 10   NT  A'           3/32
BA   23   CR       3/4   TR 10   CH 10   NT  A'           3/32
BA   23   CR       7/8   TR 10   CH 10   NT  A'           3/32
BA   23   CR         1   TR 10   CH 10   NT  F#-         31/32   von=63
BA   23   CR         1   TR 10   CH 10   NT  A'           3/32   von=82
BA   23   CR     1+1/8   TR 10   CH 10   NT  A'           3/32
BA   23   CR     1+1/4   TR 10   CH 10   NT  A'           3/32
BA   23   CR     1+3/8   TR 10   CH 10   NT  A'           3/32
BA   23   CR     1+1/2   TR 10   CH 10   NT  A'           3/32
BA   23   CR     1+5/8   TR 10   CH 10   NT  A'           3/32
BA   23   CR     1+3/4   TR 10   CH 10   NT  A'           3/32
BA   23   CR     1+7/8   TR 10   CH 10   NT  A'           3/32
BA   23   CR         2   TR  9   CH  9   NT  C--       1+15/32
BA   23   CR         2   TR 10   CH 10   NT  F#-         31/32   von=61
BA   23   CR         2   TR 10   CH 10   NT  A'           3/32   von=82
BA   23   CR         2   TR 15   CH 16   NT  G            3/32   von=127
BA   23   CR     2+1/8   TR 10   CH 10   NT  A'           3/32
BA   23   CR     2+1/8   TR 15   CH 16   NT  A            3/32   von=124
BA   23   CR     2+1/4   TR 10   CH 10   NT  A'           3/32
BA   23   CR     2+1/4   TR 15   CH 16   NT  B            3/32   von=122
BA   23   CR     2+3/8   TR 10   CH 10   NT  A'           3/32
BA   23   CR     2+3/8   TR 15   CH 16   NT  C'           3/32   von=120
BA   23   CR     2+1/2   TR 10   CH 10   NT  A'           3/32
BA   23   CR     2+1/2   TR 15   CH 16   NT  D'           3/32   von=118
BA   23   CR     2+5/8   TR 10   CH 10   NT  A'           3/32
BA   23   CR     2+5/8   TR 15   CH 16   NT  E'           3/32   von=115
BA   23   CR     2+3/4   TR 10   CH 10   NT  A'           3/32
BA   23   CR     2+3/4   TR 15   CH 16   NT  F'           3/32   von=113
BA   23   CR     2+7/8   TR 10   CH 10   NT  A'           3/32
BA   23   CR     2+7/8   TR 15   CH 16   NT  G'           3/32   von=110
BA   23   CR         3   TR 10   CH 10   NT  F#-         31/32   von=62
BA   23   CR         3   TR 15   CH 16   NT  A'           3/32   von=108
BA   23   CR     3+1/8   TR 15   CH 16   NT  B'           3/32   von=105
BA   23   CR     3+1/4   TR 15   CH 16   NT  C''          3/32   von=103
BA   23   CR     3+3/8   TR 15   CH 16   NT  E''          3/32   von=100
BA   23   CR     3+1/2   TR 15   CH 16   NT  G''          3/32   von=91

BA   24   CR         0   TR  9   CH  9   NT  C--       1+15/32
BA   24   CR         0   TR 10   CH 10   NT  F#-         31/32   von=96
BA   24   CR         1   TR 10   CH 10   NT  F#-         31/32   von=63
BA   24   CR         2   TR 10   CH 10   NT  F#-         31/32   von=61
BA   24   CR         3   TR 10   CH 10   NT  F#-         31/32   von=62

BA   25   CR         0   TR 10   CH 10   NT  F#-         31/32   von=96
BA   25   CR         0   TR 11   CH 12   NT  C--       2+31/32
BA   25   CR         0   TR 12   CH 13   NT  G'        3+31/32   von=67
BA   25   CR         1   TR  4   CH  4   NT  C           31/32   von=127
BA   25   CR         1   TR 10   CH 10   NT  F#-         31/32   von=63
BA   25   CR         2   TR  4   CH  4   NT  G         1+15/32
BA   25   CR         2   TR 10   CH 10   NT  F#-         31/32   von=61
BA   25   CR         3   TR 10   CH 10   NT  F#-         31/32   von=62
BA   25   CR     3+1/2   TR  4   CH  4   NT  Bb          15/32

BA   26   CR         0   TR  4   CH  4   NT  G#          15/32
BA   26   CR         0   TR 10   CH 10   NT  F#-         31/32   von=96
BA   26   CR         0   TR 11   CH 12   NT  D--       2+31/32
BA   26   CR         0   TR 12   CH 13   NT  G#'       3+31/32
BA   26   CR       1/2   TR  4   CH  4   NT  G           15/32
BA   26   CR         1   TR  4   CH  4   NT  G#        1+31/32
BA   26   CR         1   TR 10   CH 10   NT  F#-         31/32   von=63
BA   26   CR         2   TR 10   CH 10   NT  F#-         31/32   von=61
BA   26   CR         3   TR 10   CH 10   NT  F#-         31/32   von=62
BA   26   CR     3+1/2   TR  4   CH  4   NT  F           15/32

BA   27   CR         0   TR  4   CH  4   NT  G           15/32
BA   27   CR         0   TR 10   CH 10   NT  F#-         31/32   von=96
BA   27   CR         0   TR 11   CH 12   NT  Eb--      2+31/32
BA   27   CR         0   TR 12   CH 13   NT  C''       3+31/32
BA   27   CR       1/2   TR  4   CH  4   NT  G#          15/32
BA   27   CR         1   TR  4   CH  4   NT  G         1+31/32
BA   27   CR         1   TR 10   CH 10   NT  F#-         31/32   von=63
BA   27   CR         2   TR 10   CH 10   NT  F#-         31/32   von=61
BA   27   CR         3   TR 10   CH 10   NT  F#-         31/32   von=62
BA   27   CR     3+1/2   TR  4   CH  4   NT  Eb          15/32

BA   28   CR         0   TR  4   CH  4   NT  F           15/32
BA   28   CR         0   TR 10   CH 10   NT  F#-         31/32   von=96
BA   28   CR         0   TR 11   CH 12   NT  F--       2+31/32
BA   28   CR         0   TR 12   CH 13   NT  D''       3+31/32
BA   28   CR       1/2   TR  4   CH  4   NT  G           15/32
BA   28   CR         1   TR  4   CH  4   NT  F         1+31/32
BA   28   CR         1   TR 10   CH 10   NT  F#-         31/32   von=63
BA   28   CR         2   TR  2   CH  2   NT  Eb          31/32   von=99
BA   28   CR         2   TR 10   CH 10   NT  F#-         31/32   von=61
BA   28   CR         3   TR  2   CH  2   NT  D           31/32
BA   28   CR         3   TR 10   CH 10   NT  F#-         31/32   von=62

BA   29   CR         0   TR  2   CH  2   NT  C         3+31/32
BA   29   CR         0   TR 10   CH 10   NT  F#-         31/32   von=96
BA   29   CR         0   TR 11   CH 12   NT  C--       2+31/32
BA   29   CR         0   TR 12   CH 13   NT  Eb''      3+31/32
BA   29   CR         1   TR  4   CH  4   NT  C           31/32
BA   29   CR         1   TR 10   CH 10   NT  F#-         31/32   von=63
BA   29   CR         2   TR  4   CH  4   NT  G         1+15/32
BA   29   CR         2   TR 10   CH 10   NT  F#-         31/32   von=61
BA   29   CR         3   TR 10   CH 10   NT  F#-         31/32   von=62
BA   29   CR     3+1/2   TR  4   CH  4   NT  Bb          15/32

BA   30   CR         0   TR  2   CH  2   NT  G#-       1+31/32
BA   30   CR         0   TR  4   CH  4   NT  G#          15/32
BA   30   CR         0   TR 10   CH 10   NT  F#-         31/32   von=96
BA   30   CR         0   TR 11   CH 12   NT  G--       1+31/32
BA   30   CR         0   TR 12   CH 13   NT  F''       3+31/32
BA   30   CR       1/2   TR  4   CH  4   NT  G           15/32
BA   30   CR         1   TR  4   CH  4   NT  F           31/32
BA   30   CR         1   TR 10   CH 10   NT  F#-         31/32   von=63
BA   30   CR         2   TR  2   CH  2   NT  F-        1+31/32
BA   30   CR         2   TR  4   CH  4   NT  Eb        1+15/32
BA   30   CR         2   TR 10   CH 10   NT  F#-         31/32   von=61
BA   30   CR         2   TR 11   CH 12   NT  G#--      1+31/32
BA   30   CR         3   TR 10   CH 10   NT  F#-         31/32   von=62
BA   30   CR     3+1/2   TR  4   CH  4   NT  G            7/32
BA   30   CR     3+3/4   TR  4   CH  4   NT  G#           7/32

BA   31   CR         0   TR  2   CH  2   NT  G-        3+31/32
BA   31   CR         0   TR  4   CH  4   NT  G         2+31/32
BA   31   CR         0   TR 10   CH 10   NT  F#-         31/32   von=96
BA   31   CR         0   TR 11   CH 12   NT  C--       3+31/32
BA   31   CR         0   TR 12   CH 13   NT  G''       3+31/32
BA   31   CR         1   TR 10   CH 10   NT  F#-         31/32   von=63
BA   31   CR         2   TR 10   CH 10   NT  F#-         31/32   von=61
BA   31   CR         3   TR 10   CH 10   NT  F#-         31/32   von=62

BA   32   CR         0   TR  1   CH  1   ST &B0 &0A &40
BA   32   CR         0   TR  2   CH  2   ST &B1 &0A &40
BA   32   CR         0   TR  2   CH  2   NT  G--       3+47/48   von=60
BA   32   CR         0   TR  2   CH  2   NT  G-        3+47/48
BA   32   CR         0   TR  3   CH  3   ST &B2 &0A &40
BA   32   CR         0   TR  4   CH  4   ST &B3 &0A &40
BA   32   CR         0   TR  5   CH  5   ST &B4 &0A &40
BA   32   CR         0   TR  6   CH  6   ST &B5 &0A &40
BA   32   CR         0   TR  7   CH  7   ST &B6 &0A &40
BA   32   CR         0   TR  8   CH  8   ST &B7 &0A &40
BA   32   CR         0   TR  9   CH  9   ST &B8 &0A &40
BA   32   CR         0   TR 10   CH 10   ST &B9 &0A &40
BA   32   CR         0   TR 10   CH 10   NT  F#-         31/32   von=96
BA   32   CR         0   TR 11   CH 12   ST &BB &0A &40
BA   32   CR         0   TR 11   CH 12   NT  C--       3+47/48   von=100
BA   32   CR         0   TR 11   CH 12   NT  C---      3+47/48
BA   32   CR         0   TR 12   CH 13   ST &BC &0A &40
BA   32   CR         0   TR 13   CH 14   ST &BD &0A &40
BA   32   CR         0   TR 14   CH 15   ST &BE &0A &40
BA   32   CR         1   TR  3   CH  3   NT  G           47/48   von=100
BA   32   CR         1   TR  4   CH  4   NT  G-          47/48   von=100
BA   32   CR         1   TR 10   CH 10   NT  F#-         31/32   von=63
BA   32   CR         2   TR  3   CH  3   NT  C'        1+23/48
BA   32   CR         2   TR  4   CH  4   NT  C         1+23/48
BA   32   CR         2   TR 10   CH 10   NT  F#-         31/32   von=61
BA   32   CR         3   TR 10   CH 10   NT  F#-         31/32   von=62
BA   32   CR     3+1/2   TR  3   CH  3   NT  Eb'         23/48
BA   32   CR     3+1/2   TR  4   CH  4   NT  Eb          23/48

BA   33   CR         0   TR  1   CH  1   ST &B0 &0A &54
BA   33   CR         0   TR  2   CH  2   ST &B1 &0A &4B
BA   33   CR         0   TR  2   CH  2   NT  G#-       3+47/48   von=62
BA   33   CR         0   TR  2   CH  2   NT  G#--      3+47/48
BA   33   CR         0   TR  3   CH  3   ST &B2 &0A &2C
BA   33   CR         0   TR  3   CH  3   NT  F'          23/48
BA   33   CR         0   TR  4   CH  4   ST &B3 &0A &32
BA   33   CR         0   TR  4   CH  4   NT  F           23/48
BA   33   CR         0   TR  5   CH  5   ST &B4 &0A &26
BA   33   CR         0   TR  6   CH  6   ST &B5 &0A &37
BA   33   CR         0   TR  7   CH  7   ST &B6 &0A &4E
BA   33   CR         0   TR  8   CH  8   ST &B7 &0A &34
BA   33   CR         0   TR  9   CH  9   ST &B8 &0A &43
BA   33   CR         0   TR 10   CH 10   ST &B9 &0A &4B
BA   33   CR         0   TR 10   CH 10   NT  F#-         31/32   von=96
BA   33   CR         0   TR 11   CH 12   ST &BB &0A &53
BA   33   CR         0   TR 11   CH 12   NT  D--       3+47/48
BA   33   CR         0   TR 11   CH 12   NT  D---      3+47/48
BA   33   CR         0   TR 12   CH 13   ST &BC &0A &52
BA   33   CR         0   TR 13   CH 14   ST &BD &0A &32
BA   33   CR         0   TR 14   CH 15   ST &BE &0A &31
BA   33   CR       1/2   TR  3   CH  3   NT  Eb'         23/48
BA   33   CR       1/2   TR  4   CH  4   NT  Eb          23/48
BA   33   CR         1   TR  3   CH  3   NT  F'        2+23/48
BA   33   CR         1   TR  4   CH  4   NT  F         2+23/48
BA   33   CR         1   TR 10   CH 10   NT  F#-         31/32   von=63
BA   33   CR         2   TR 10   CH 10   NT  F#-         31/32   von=61
BA   33   CR         3   TR 10   CH 10   NT  F#-         31/32   von=62
BA   33   CR     3+1/2   TR  3   CH  3   NT  D'          23/48
BA   33   CR     3+1/2   TR  4   CH  4   NT  D           23/48

BA   34   CR         0   TR  2   CH  2   NT  C         3+47/48   von=60
BA   34   CR         0   TR  2   CH  2   NT  C-        3+47/48
BA   34   CR         0   TR  3   CH  3   NT  Eb'         23/48
BA   34   CR         0   TR  4   CH  4   NT  Eb          23/48
BA   34   CR         0   TR 10   CH 10   NT  F#-         31/32   von=96
BA   34   CR         0   TR 11   CH 12   NT  Eb--      3+47/48
BA   34   CR         0   TR 11   CH 12   NT  Eb---     3+47/48
BA   34   CR       1/2   TR  3   CH  3   NT  F'          23/48
BA   34   CR       1/2   TR  4   CH  4   NT  F           23/48
BA   34   CR         1   TR  3   CH  3   NT  Eb'       2+23/48
BA   34   CR         1   TR  4   CH  4   NT  Eb        2+23/48
BA   34   CR         1   TR 10   CH 10   NT  F#-         31/32   von=63
BA   34   CR         2   TR 10   CH 10   NT  F#-         31/32   von=61
BA   34   CR         3   TR 10   CH 10   NT  F#-         31/32   von=62
BA   34   CR     3+1/2   TR  3   CH  3   NT  C'          23/48
BA   34   CR     3+1/2   TR  4   CH  4   NT  C           23/48

BA   35   CR         0   TR  2   CH  2   NT  D-        3+47/48
BA   35   CR         0   TR  2   CH  2   NT  D         3+47/48
BA   35   CR         0   TR  3   CH  3   NT  D'          23/48
BA   35   CR         0   TR  4   CH  4   NT  D           23/48
BA   35   CR         0   TR 10   CH 10   NT  F#-         31/32   von=96
BA   35   CR         0   TR 11   CH 12   NT  F---      3+47/48
BA   35   CR         0   TR 11   CH 12   NT  F--       3+47/48
BA   35   CR       1/2   TR  3   CH  3   NT  Eb'         23/48
BA   35   CR       1/2   TR  4   CH  4   NT  Eb          23/48
BA   35   CR         1   TR  3   CH  3   NT  F'        2+23/48
BA   35   CR         1   TR  4   CH  4   NT  F         2+23/48
BA   35   CR         1   TR 10   CH 10   NT  F#-         31/32   von=63
BA   35   CR         1   TR 13   CH 14   NT  F           47/48   von=86
BA   35   CR         2   TR 10   CH 10   NT  F#-         31/32   von=61
BA   35   CR         2   TR 13   CH 14   NT  Eb        1+23/48
BA   35   CR         3   TR 10   CH 10   NT  F#-         31/32   von=62
BA   35   CR     3+1/2   TR 13   CH 14   NT  D           23/48   von=85

BA   36   CR         0   TR  2   CH  2   NT  Eb-       3+47/48   von=59
BA   36   CR         0   TR  2   CH  2   NT  Eb        3+47/48
BA   36   CR         0   TR 10   CH 10   NT  F#-         31/32   von=96
BA   36   CR         0   TR 11   CH 12   NT  G---      3+47/48
BA   36   CR         0   TR 11   CH 12   NT  G--       3+47/48
BA   36   CR         0   TR 13   CH 14   NT  C         3+47/48
BA   36   CR         1   TR  3   CH  3   NT  G           47/48
BA   36   CR         1   TR  4   CH  4   NT  G-          47/48
BA   36   CR         1   TR 10   CH 10   NT  F#-         31/32   von=63
BA   36   CR         2   TR  3   CH  3   NT  C'        1+23/48
BA   36   CR         2   TR  4   CH  4   NT  C         1+23/48
BA   36   CR         2   TR 10   CH 10   NT  F#-         31/32   von=61
BA   36   CR         3   TR 10   CH 10   NT  F#-         31/32   von=62
BA   36   CR     3+1/2   TR  3   CH  3   NT  Eb'         23/48
BA   36   CR     3+1/2   TR  4   CH  4   NT  Eb          23/48

BA   37   CR         0   TR  2   CH  2   NT  F         3+47/48
BA   37   CR         0   TR  2   CH  2   NT  F-        3+47/48
BA   37   CR         0   TR  3   CH  3   NT  F'          23/48
BA   37   CR         0   TR  4   CH  4   NT  F           23/48
BA   37   CR         0   TR 10   CH 10   NT  F#-         31/32   von=96
BA   37   CR         0   TR 11   CH 12   NT  G#--      1+47/48
BA   37   CR         0   TR 11   CH 12   NT  G#---     1+47/48
BA   37   CR       1/2   TR  3   CH  3   NT  G'          23/48
BA   37   CR       1/2   TR  4   CH  4   NT  G           23/48
BA   37   CR         1   TR  3   CH  3   NT  G#'         47/48
BA   37   CR         1   TR  4   CH  4   NT  G#          47/48
BA   37   CR         1   TR 10   CH 10   NT  F#-         31/32   von=63
BA   37   CR         2   TR  3   CH  3   NT  Bb'       1+23/48
BA   37   CR         2   TR  4   CH  4   NT  Bb        1+23/48
BA   37   CR         2   TR 10   CH 10   NT  F#-         31/32   von=61
BA   37   CR         2   TR 11   CH 12   NT  Bb--      1+47/48
BA   37   CR         2   TR 11   CH 12   NT  Bb---     1+47/48
BA   37   CR         3   TR 10   CH 10   NT  F#-         31/32   von=62
BA   37   CR     3+1/2   TR  3   CH  3   NT  G#'         23/48
BA   37   CR     3+1/2   TR  4   CH  4   NT  G#          23/48

BA   38   CR         0   TR  2   CH  2   NT  G         3+47/48
BA   38   CR         0   TR  2   CH  2   NT  G-        3+47/48
BA   38   CR         0   TR  3   CH  3   NT  G'        7+23/48
BA   38   CR         0   TR  4   CH  4   NT  G         7+23/48
BA   38   CR         0   TR 10   CH 10   NT  F#-         31/32   von=96
BA   38   CR         0   TR 11   CH 12   NT  G--       3+47/48
BA   38   CR         0   TR 11   CH 12   NT  G---      3+47/48
BA   38   CR         1   TR 10   CH 10   NT  F#-         31/32   von=63
BA   38   CR         2   TR 10   CH 10   NT  F#-         31/32   von=61
BA   38   CR         2   TR 13   CH 14   NT  C           23/48   von=100
BA   38   CR     2+1/2   TR 13   CH 14   NT  D           23/48
BA   38   CR         3   TR 10   CH 10   NT  F#-         31/32   von=62
BA   38   CR         3   TR 13   CH 14   NT  Eb          47/48

BA   39   CR         0   TR  2   CH  2   NT  Eb-       1+47/48
BA   39   CR         0   TR  2   CH  2   NT  Eb        1+47/48
BA   39   CR         0   TR 10   CH 10   NT  F#-         31/32   von=96
BA   39   CR         0   TR 11   CH 12   NT  G#---     1+47/48
BA   39   CR         0   TR 11   CH 12   NT  G#--      1+47/48
BA   39   CR         0   TR 13   CH 14   NT  Eb          47/48
BA   39   CR         1   TR 10   CH 10   NT  F#-         31/32   von=63
BA   39   CR         1   TR 13   CH 14   NT  F           47/48
BA   39   CR         2   TR  2   CH  2   NT  Bb--      1+47/48
BA   39   CR         2   TR  2   CH  2   NT  Bb-       1+47/48
BA   39   CR         2   TR 10   CH 10   NT  F#-         31/32   von=61
BA   39   CR         2   TR 11   CH 12   NT  Bb---     1+47/48
BA   39   CR         2   TR 11   CH 12   NT  Bb--      1+47/48
BA   39   CR         2   TR 13   CH 14   NT  D           47/48
BA   39   CR     2+7/8   TR  2   CH  2   Channel volume 99
BA   39   CR         3   TR  2   CH  2   Channel volume 100
BA   39   CR         3   TR 10   CH 10   NT  F#-         31/32   von=62
BA   39   CR         3   TR 13   CH 14   NT  Bb-         47/48

BA   40   CR         0   TR  2   CH  2   Channel volume 96
BA   40   CR         0   TR  2   CH  2   NT  C         4+47/48   von=91
BA   40   CR         0   TR  9   CH  9   NT  C-          23/48   von=83
BA   40   CR         0   TR  9   CH  9   NT  C--         23/48   von=101
BA   40   CR         0   TR 10   CH 10   NT  E-        3+47/48   von=93
BA   40   CR         0   TR 10   CH 10   NT  F#-         31/32   von=96
BA   40   CR         0   TR 11   CH 12   NT  C--       5+47/48   von=101
BA   40   CR         0   TR 11   CH 12   NT  C-        5+47/48
BA   40   CR         0   TR 13   CH 14   NT  C         3+47/48
BA   40   CR         0   TR 16   CH 11   NT  C--         23/48
BA   40   CR      1/12   TR 11   CH 12   Channel volume 98
BA   40   CR      5/24   TR 11   CH 12   Channel volume 97
BA   40   CR      5/16   TR 11   CH 12   Channel volume 96
BA   40   CR      5/12   TR 11   CH 12   Channel volume 95
BA   40   CR     25/48   TR 11   CH 12   Channel volume 94
BA   40   CR       5/8   TR 11   CH 12   Channel volume 93
BA   40   CR     35/48   TR 11   CH 12   Channel volume 92
BA   40   CR     27/32   TR 11   CH 12   Channel volume 91
BA   40   CR     91/96   TR 11   CH 12   Channel volume 90
BA   40   CR         1   TR 10   CH 10   NT  F#-         31/32   von=63
BA   40   CR    1+5/96   TR 11   CH 12   Channel volume 89
BA   40   CR    1+5/32   TR 11   CH 12   Channel volume 88
BA   40   CR   1+25/96   TR 11   CH 12   Channel volume 87
BA   40   CR   1+35/96   TR 11   CH 12   Channel volume 86
BA   40   CR   1+15/32   TR 11   CH 12   Channel volume 85
BA   40   CR     1+1/2   TR  9   CH  9   NT  C-          23/48   von=68
BA   40   CR   1+55/96   TR 11   CH 12   Channel volume 84
BA   40   CR   1+65/96   TR 11   CH 12   Channel volume 83
BA   40   CR   1+25/32   TR 11   CH 12   Channel volume 82
BA   40   CR   1+85/96   TR 11   CH 12   Channel volume 81
BA   40   CR   1+95/96   TR 11   CH 12   Channel volume 80
BA   40   CR         2   TR  9   CH  9   NT  C-          23/48
